Date,Year,Quarter,UK Region,LAD Code,Local Authority,Resettlement Scheme,Persons
2021-12-31,2021,4,South East,E06000037,West Berkshire,ACRS Pathway 1,1
2021-12-31,2021,4,South East,E06000037,West Berkshire,ARAP,9
2021-12-31,2021,4,South East,E06000040,Windsor and Maidenhead,UK Resettlement Scheme,2
2021-12-31,2021,4,South East,E07000217,Woking,ARAP,5
2021-12-31,2021,4,South East,E06000041,Wokingham,ACRS Pathway 1,12
2021-12-31,2021,4,South East,E07000229,Worthing,ACRS Pathway 1,5
2021-12-31,2021,4,South West,E06000022,Bath and North East Somerset,ARAP,3
2021-12-31,2021,4,South West,E06000058,"Bournemouth, Christchurch and Poole",ARAP,6
2021-12-31,2021,4,South West,E06000023,"Bristol, City Of",ACRS Pathway 1,12
2021-12-31,2021,4,South West,E06000023,"Bristol, City Of",ARAP,27
2021-12-31,2021,4,South West,E07000078,Cheltenham,UK Resettlement Scheme,4
2021-12-31,2021,4,South West,E07000040,East Devon,ACRS Pathway 1,1
2021-12-31,2021,4,South West,E07000041,Exeter,ACRS Pathway 1,18
2021-12-31,2021,4,South West,E07000041,Exeter,ARAP,1
2021-12-31,2021,4,South West,E07000042,Mid Devon,ACRS Pathway 1,10
2021-12-31,2021,4,South West,E07000043,North Devon,Community Sponsorship Scheme,6
2021-12-31,2021,4,South West,E06000024,North Somerset,ACRS Pathway 1,7
2021-12-31,2021,4,South West,E06000066,Somerset,ACRS Pathway 1,1
2021-12-31,2021,4,South West,E07000246,Somerset West and Taunton,Community Sponsorship Scheme,3
2021-12-31,2021,4,South West,E06000025,South Gloucestershire,ACRS Pathway 1,4
2021-12-31,2021,4,South West,E06000030,Swindon,ACRS Pathway 1,8
2021-12-31,2021,4,South West,E06000030,Swindon,ARAP,4
2021-12-31,2021,4,South West,E07000045,Teignbridge,ACRS Pathway 1,7
2021-12-31,2021,4,South West,E06000054,Wiltshire,ARAP,4
2021-12-31,2021,4,South West,E06000054,Wiltshire,UK Resettlement Scheme,9
2021-12-31,2021,4,Unknown,Unknown,Unknown,ACRS Pathway 1,145
2021-12-31,2021,4,Unknown,Unknown,Unknown,ARAP,202
2021-12-31,2021,4,Wales,W06000013,Bridgend,ARAP,5
2021-12-31,2021,4,Wales,W06000013,Bridgend,UK Resettlement Scheme,5
2021-12-31,2021,4,Wales,W06000015,Cardiff,ARAP,1
2021-12-31,2021,4,Wales,W06000004,Denbighshire,ARAP,3
2021-12-31,2021,4,Wales,W06000005,Flintshire,ARAP,9
2021-12-31,2021,4,Wales,W06000023,Powys,ARAP,5
2021-12-31,2021,4,Wales,W06000016,Rhondda Cynon Taf,ARAP,1
2021-12-31,2021,4,Wales,W06000011,Swansea,ACRS Pathway 1,6
2021-12-31,2021,4,Wales,W06000011,Swansea,ARAP,1
2021-12-31,2021,4,Wales,W06000014,Vale of Glamorgan,ARAP,11
2021-12-31,2021,4,Wales,W06000014,Vale of Glamorgan,Community Sponsorship Scheme,6
2021-12-31,2021,4,Wales,W06000014,Vale of Glamorgan,UK Resettlement Scheme,5
2021-12-31,2021,4,West Midlands,E08000025,Birmingham,ACRS Pathway 1,12
2021-12-31,2021,4,West Midlands,E08000025,Birmingham,ARAP,1
2021-12-31,2021,4,West Midlands,E08000025,Birmingham,UK Resettlement Scheme,48
2021-12-31,2021,4,West Midlands,E07000234,Bromsgrove,ARAP,2
2021-12-31,2021,4,West Midlands,E07000192,Cannock Chase,ACRS Pathway 1,5
2021-12-31,2021,4,West Midlands,E07000192,Cannock Chase,Community Sponsorship Scheme,5
2021-12-31,2021,4,West Midlands,E08000026,Coventry,ACRS Pathway 1,10
2021-12-31,2021,4,West Midlands,E08000026,Coventry,ARAP,8
2021-12-31,2021,4,West Midlands,E08000026,Coventry,UK Resettlement Scheme,24
2021-12-31,2021,4,West Midlands,E08000027,Dudley,ARAP,13
2021-12-31,2021,4,West Midlands,E06000019,"Herefordshire, County Of",ARAP,9
2021-12-31,2021,4,West Midlands,E07000235,Malvern Hills,Community Sponsorship Scheme,5
2021-12-31,2021,4,West Midlands,E08000028,Sandwell,ARAP,5
2021-12-31,2021,4,West Midlands,E08000029,Solihull,ACRS Pathway 1,7
2021-12-31,2021,4,West Midlands,E07000196,South Staffordshire,ARAP,1
2021-12-31,2021,4,West Midlands,E06000021,Stoke-on-Trent,ACRS Pathway 1,3
2021-12-31,2021,4,West Midlands,E07000221,Stratford-on-Avon,ARAP,4
2021-12-31,2021,4,West Midlands,E07000221,Stratford-on-Avon,UK Resettlement Scheme,4
2021-12-31,2021,4,West Midlands,E06000020,Telford and Wrekin,ACRS Pathway 1,6
2021-12-31,2021,4,West Midlands,E06000020,Telford and Wrekin,ARAP,14
2021-12-31,2021,4,West Midlands,E08000030,Walsall,ACRS Pathway 1,1
2021-12-31,2021,4,West Midlands,E08000030,Walsall,ARAP,3
2021-12-31,2021,4,West Midlands,E08000030,Walsall,UK Resettlement Scheme,4
2021-12-31,2021,4,West Midlands,E08000031,Wolverhampton,ARAP,8
2021-12-31,2021,4,West Midlands,E07000237,Worcester,ACRS Pathway 1,3
2021-12-31,2021,4,West Midlands,E07000237,Worcester,UK Resettlement Scheme,4
2021-12-31,2021,4,West Midlands,E07000238,Wychavon,UK Resettlement Scheme,4
2021-12-31,2021,4,Yorkshire and The Humber,E08000016,Barnsley,ARAP,6
2021-12-31,2021,4,Yorkshire and The Humber,E08000032,Bradford,ACRS Pathway 1,5
2021-12-31,2021,4,Yorkshire and The Humber,E08000032,Bradford,ARAP,6
2021-12-31,2021,4,Yorkshire and The Humber,E08000032,Bradford,UK Resettlement Scheme,28
2021-12-31,2021,4,Yorkshire and The Humber,E08000033,Calderdale,ACRS Pathway 1,5
2021-12-31,2021,4,Yorkshire and The Humber,E08000017,Doncaster,ACRS Pathway 1,74
2021-12-31,2021,4,Yorkshire and The Humber,E08000017,Doncaster,UK Resettlement Scheme,2
2021-12-31,2021,4,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,ARAP,3
2021-12-31,2021,4,Yorkshire and The Humber,E07000165,Harrogate,ACRS Pathway 1,2
2021-12-31,2021,4,Yorkshire and The Humber,E07000165,Harrogate,ARAP,3
2021-12-31,2021,4,Yorkshire and The Humber,E07000165,Harrogate,UK Resettlement Scheme,20
2021-12-31,2021,4,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City Of",ACRS Pathway 1,8
2021-12-31,2021,4,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",UK Resettlement Scheme,9
2021-12-31,2021,4,Yorkshire and The Humber,E08000034,Kirklees,ACRS Pathway 1,1
2021-12-31,2021,4,Yorkshire and The Humber,E08000034,Kirklees,ARAP,6
2021-12-31,2021,4,Yorkshire and The Humber,E08000035,Leeds,ACRS Pathway 1,28
2021-12-31,2021,4,Yorkshire and The Humber,E08000035,Leeds,ARAP,17
2021-12-31,2021,4,Yorkshire and The Humber,E06000012,North East Lincolnshire,UK Resettlement Scheme,3
2021-12-31,2021,4,Yorkshire and The Humber,E06000013,North Lincolnshire,ARAP,8
2021-12-31,2021,4,Yorkshire and The Humber,E06000065,North Yorkshire,ACRS Pathway 1,2
2021-12-31,2021,4,Yorkshire and The Humber,E06000065,North Yorkshire,ARAP,1
2021-12-31,2021,4,Yorkshire and The Humber,E07000166,Richmondshire,ARAP,5
2021-12-31,2021,4,Yorkshire and The Humber,E07000168,Scarborough,ACRS Pathway 1,6
2021-12-31,2021,4,Yorkshire and The Humber,E07000168,Scarborough,ARAP,4
2021-12-31,2021,4,Yorkshire and The Humber,E07000169,Selby,ACRS Pathway 1,1
2021-12-31,2021,4,Yorkshire and The Humber,E08000019,Sheffield,ACRS Pathway 1,8
2021-12-31,2021,4,Yorkshire and The Humber,E08000019,Sheffield,ARAP,12
2021-12-31,2021,4,Yorkshire and The Humber,E08000019,Sheffield,UK Resettlement Scheme,24
2021-12-31,2021,4,Yorkshire and The Humber,E08000036,Wakefield,ARAP,6
2021-12-31,2021,4,Yorkshire and The Humber,E08000036,Wakefield,UK Resettlement Scheme,5
2021-12-31,2021,4,Yorkshire and The Humber,E06000014,York,ACRS Pathway 1,1
2021-12-31,2021,4,Yorkshire and The Humber,E06000014,York,UK Resettlement Scheme,6
2022-03-31,2022,1,East Midlands,E07000034,Chesterfield,ARAP,5
2022-03-31,2022,1,East Midlands,E07000035,Derbyshire Dales,ACRS Pathway 1,5
2022-03-31,2022,1,East Midlands,E07000035,Derbyshire Dales,ARAP,1
2022-03-31,2022,1,East Midlands,E07000035,Derbyshire Dales,UK Resettlement Scheme,5
2022-03-31,2022,1,East Midlands,E07000131,Harborough,ACRS Pathway 1,4
2022-03-31,2022,1,East Midlands,E07000131,Harborough,ARAP,1
2022-03-31,2022,1,East Midlands,E07000037,High Peak,ACRS Pathway 1,4
2022-03-31,2022,1,East Midlands,E07000037,High Peak,ARAP,3
2022-03-31,2022,1,East Midlands,E06000016,Leicester,ARAP,5
2022-03-31,2022,1,East Midlands,E07000174,Mansfield,ARAP,5
2022-03-31,2022,1,East Midlands,E07000133,Melton,ACRS Pathway 1,1
2022-03-31,2022,1,East Midlands,E07000133,Melton,UK Resettlement Scheme,5
2022-03-31,2022,1,East Midlands,E07000175,Newark and Sherwood,ACRS Pathway 1,4
2022-03-31,2022,1,East Midlands,E07000175,Newark and Sherwood,UK Resettlement Scheme,7
2022-03-31,2022,1,East Midlands,E06000061,North Northamptonshire,ARAP,6
2022-03-31,2022,1,East Midlands,E07000154,Northampton,ARAP,20
2022-03-31,2022,1,East Midlands,E06000018,Nottingham,Community Sponsorship Scheme,5
2022-03-31,2022,1,East Midlands,E06000018,Nottingham,UK Resettlement Scheme,14
2022-03-31,2022,1,East Midlands,E07000141,South Kesteven,ARAP,7
2022-03-31,2022,1,East Midlands,E06000062,West Northamptonshire,ACRS Pathway 1,1
2022-03-31,2022,1,East Midlands,E06000062,West Northamptonshire,ARAP,19
2022-03-31,2022,1,East of England,E06000055,Bedford,ARAP,1
2022-03-31,2022,1,East of England,E07000143,Breckland,ARAP,6
2022-03-31,2022,1,East of England,E07000070,Chelmsford,ARAP,28
2022-03-31,2022,1,East of England,E07000071,Colchester,ARAP,10
2022-03-31,2022,1,East of England,E07000096,Dacorum,ARAP,4
2022-03-31,2022,1,East of England,E07000072,Epping Forest,ARAP,6
2022-03-31,2022,1,East of England,E07000098,Hertsmere,ARAP,1
2022-03-31,2022,1,East of England,E07000011,Huntingdonshire,ARAP,10
2022-03-31,2022,1,East of England,E07000202,Ipswich,ARAP,6
2022-03-31,2022,1,East of England,E07000099,North Hertfordshire,ARAP,5
2022-03-31,2022,1,East of England,E07000148,Norwich,ARAP,10
2022-03-31,2022,1,East of England,E06000031,Peterborough,ACRS Pathway 1,3
2022-03-31,2022,1,East of England,E06000031,Peterborough,ARAP,3
2022-03-31,2022,1,East of England,E06000031,Peterborough,UK Resettlement Scheme,5
2022-03-31,2022,1,East of England,E07000012,South Cambridgeshire,ARAP,6
2022-03-31,2022,1,East of England,E07000076,Tendring,ARAP,1
2022-03-31,2022,1,East of England,E06000034,Thurrock,ARAP,6
2022-03-31,2022,1,East of England,E07000103,Watford,ACRS Pathway 1,1
2022-03-31,2022,1,East of England,E07000103,Watford,ARAP,1
2022-03-31,2022,1,London,E09000008,Croydon,Community Sponsorship Scheme,4
2022-03-31,2022,1,London,E09000008,Croydon,Mandate Scheme,1
2022-03-31,2022,1,London,E09000009,Ealing,ARAP,9
2022-03-31,2022,1,London,E09000009,Ealing,UK Resettlement Scheme,7
2022-03-31,2022,1,London,E09000011,Greenwich,ACRS Pathway 1,1
2022-03-31,2022,1,London,E09000011,Greenwich,ARAP,1
2022-03-31,2022,1,London,E09000015,Harrow,ACRS Pathway 1,8
2022-03-31,2022,1,London,E09000016,Havering,ARAP,1
2022-03-31,2022,1,London,E09000018,Hounslow,ACRS Pathway 1,10
2022-03-31,2022,1,London,E09000018,Hounslow,ARAP,1
2022-03-31,2022,1,London,E09000018,Hounslow,UK Resettlement Scheme,4
2022-03-31,2022,1,London,E09000019,Islington,ACRS Pathway 1,4
2022-03-31,2022,1,London,E09000022,Lambeth,ARAP,4
2022-03-31,2022,1,London,E09000024,Merton,ARAP,1
2022-03-31,2022,1,London,E09000025,Newham,ARAP,2
2022-03-31,2022,1,London,E09000025,Newham,Community Sponsorship Scheme,6
2022-03-31,2022,1,London,E09000026,Redbridge,UK Resettlement Scheme,5
2022-03-31,2022,1,London,E09000030,Tower Hamlets,ACRS Pathway 1,6
2022-03-31,2022,1,London,E09000031,Waltham Forest,ARAP,1
2022-03-31,2022,1,London,E09000031,Waltham Forest,UK Resettlement Scheme,4
2022-03-31,2022,1,London,E09000032,Wandsworth,ARAP,1
2022-03-31,2022,1,North East,E06000047,County Durham,ACRS Pathway 1,6
2022-03-31,2022,1,North East,E06000047,County Durham,UK Resettlement Scheme,30
2022-03-31,2022,1,North East,E08000037,Gateshead,ARAP,2
2022-03-31,2022,1,North East,E06000001,Hartlepool,ACRS Pathway 1,6
2022-03-31,2022,1,North East,E06000001,Hartlepool,ARAP,18
2022-03-31,2022,1,North East,E06000001,Hartlepool,UK Resettlement Scheme,3
2022-03-31,2022,1,North East,E06000002,Middlesbrough,ACRS Pathway 1,4
2022-03-31,2022,1,North East,E08000021,Newcastle upon Tyne,ARAP,6
2022-03-31,2022,1,North East,E08000021,Newcastle upon Tyne,UK Resettlement Scheme,5
2022-03-31,2022,1,North East,E08000022,North Tyneside,ARAP,4
2022-03-31,2022,1,North East,E06000057,Northumberland,ARAP,27
2022-03-31,2022,1,North East,E06000003,Redcar and Cleveland,UK Resettlement Scheme,19
2022-03-31,2022,1,North East,E08000023,South Tyneside,ARAP,10
2022-03-31,2022,1,North East,E06000004,Stockton-on-Tees,ARAP,8
2022-03-31,2022,1,North West,E07000026,Allerdale,ARAP,6
2022-03-31,2022,1,North West,E06000008,Blackburn with Darwen,ARAP,5
2022-03-31,2022,1,North West,E08000001,Bolton,ACRS Pathway 1,1
2022-03-31,2022,1,North West,E08000001,Bolton,ARAP,5
2022-03-31,2022,1,North West,E07000117,Burnley,ARAP,5
2022-03-31,2022,1,North West,E07000117,Burnley,UK Resettlement Scheme,3
2022-03-31,2022,1,North West,E08000002,Bury,ARAP,5
2022-03-31,2022,1,North West,E06000049,Cheshire East,ARAP,9
2022-03-31,2022,1,North West,E07000118,Chorley,UK Resettlement Scheme,1
2022-03-31,2022,1,North West,E07000030,Eden,ARAP,12
2022-03-31,2022,1,North West,E07000121,Lancaster,UK Resettlement Scheme,4
2022-03-31,2022,1,North West,E08000012,Liverpool,ACRS Pathway 1,1
2022-03-31,2022,1,North West,E08000012,Liverpool,ARAP,9
2022-03-31,2022,1,North West,E08000012,Liverpool,Community Sponsorship Scheme,4
2022-03-31,2022,1,North West,E08000012,Liverpool,UK Resettlement Scheme,10
2022-03-31,2022,1,North West,E08000003,Manchester,ARAP,16
2022-03-31,2022,1,North West,E08000003,Manchester,Community Sponsorship Scheme,6
2022-03-31,2022,1,North West,E08000004,Oldham,ACRS Pathway 1,4
2022-03-31,2022,1,North West,E08000004,Oldham,ARAP,4
2022-03-31,2022,1,North West,E07000122,Pendle,ARAP,2
2022-03-31,2022,1,North West,E07000122,Pendle,UK Resettlement Scheme,5
2022-03-31,2022,1,North West,E07000124,Ribble Valley,ACRS Pathway 1,3
2022-03-31,2022,1,North West,E07000031,South Lakeland,ARAP,2
2022-03-31,2022,1,North West,E08000007,Stockport,ARAP,4
2022-03-31,2022,1,North West,E08000010,Wigan,ARAP,2
2022-03-31,2022,1,Northern Ireland,N09000001,Antrim and Newtownabbey,ARAP,4
2022-03-31,2022,1,Northern Ireland,N09000001,Antrim and Newtownabbey,UK Resettlement Scheme,6
2022-03-31,2022,1,Northern Ireland,N09000003,Belfast,UK Resettlement Scheme,7
2022-03-31,2022,1,Scotland,S12000033,Aberdeen City,ARAP,29
2022-03-31,2022,1,Scotland,S12000041,Angus,ACRS Pathway 1,1
2022-03-31,2022,1,Scotland,S12000041,Angus,ARAP,17
2022-03-31,2022,1,Scotland,S12000036,City of Edinburgh,ACRS Pathway 1,17
2022-03-31,2022,1,Scotland,S12000036,City of Edinburgh,ARAP,62
2022-03-31,2022,1,Scotland,S12000036,City of Edinburgh,UK Resettlement Scheme,22
2022-03-31,2022,1,Scotland,S12000005,Clackmannanshire,ARAP,2
2022-03-31,2022,1,Scotland,S12000042,Dundee City,UK Resettlement Scheme,3
2022-03-31,2022,1,Scotland,S12000008,East Ayrshire,UK Resettlement Scheme,4
2022-03-31,2022,1,Scotland,S12000014,Falkirk,UK Resettlement Scheme,10
2022-03-31,2022,1,Scotland,S12000047,Fife,ARAP,1
2022-03-31,2022,1,Scotland,S12000049,Glasgow City,ACRS Pathway 1,2
2022-03-31,2022,1,Scotland,S12000049,Glasgow City,ARAP,7
2022-03-31,2022,1,Scotland,S12000017,Highland,ARAP,1
2022-03-31,2022,1,Scotland,S12000018,Inverclyde,UK Resettlement Scheme,10
2022-03-31,2022,1,Scotland,S12000020,Moray,ARAP,5
2022-03-31,2022,1,Scotland,S12000021,North Ayrshire,UK Resettlement Scheme,5
2022-03-31,2022,1,Scotland,S12000050,North Lanarkshire,UK Resettlement Scheme,6
2022-03-31,2022,1,Scotland,S12000038,Renfrewshire,ARAP,2
2022-03-31,2022,1,Scotland,S12000028,South Ayrshire,ARAP,3
2022-03-31,2022,1,Scotland,S12000030,Stirling,UK Resettlement Scheme,7
2022-03-31,2022,1,Scotland,S12000040,West Lothian,ARAP,5
2022-03-31,2022,1,South East,E07000105,Ashford,ARAP,14
2022-03-31,2022,1,South East,E06000043,Brighton and Hove,ACRS Pathway 1,6
2022-03-31,2022,1,South East,E06000043,Brighton and Hove,UK Resettlement Scheme,5
2022-03-31,2022,1,South East,E06000060,Buckinghamshire,ARAP,6
2022-03-31,2022,1,South East,E06000060,Buckinghamshire,Community Sponsorship Scheme,6
2022-03-31,2022,1,South East,E07000106,Canterbury,ACRS Pathway 1,6
2022-03-31,2022,1,South East,E07000106,Canterbury,ARAP,35
2022-03-31,2022,1,South East,E07000177,Cherwell,ARAP,6
2022-03-31,2022,1,South East,E07000177,Cherwell,UK Resettlement Scheme,3
2022-03-31,2022,1,South East,E07000226,Crawley,ACRS Pathway 1,2
2022-03-31,2022,1,South East,E07000226,Crawley,ARAP,5
2022-03-31,2022,1,South East,E07000087,Fareham,Community Sponsorship Scheme,5
2022-03-31,2022,1,South East,E07000112,Folkestone and Hythe,ARAP,2
2022-03-31,2022,1,South East,E07000088,Gosport,ARAP,1
2022-03-31,2022,1,South East,E07000109,Gravesham,ARAP,1
2022-03-31,2022,1,South East,E06000042,Milton Keynes,ACRS Pathway 1,13
2022-03-31,2022,1,South East,E07000178,Oxford,Community Sponsorship Scheme,4
2022-03-31,2022,1,South East,E07000178,Oxford,UK Resettlement Scheme,4
2022-03-31,2022,1,South East,E06000044,Portsmouth,ARAP,5
2022-03-31,2022,1,South East,E06000038,Reading,UK Resettlement Scheme,6
2022-03-31,2022,1,South East,E06000039,Slough,ARAP,1
2022-03-31,2022,1,South East,E07000179,South Oxfordshire,UK Resettlement Scheme,4
2022-03-31,2022,1,South East,E06000045,Southampton,Community Sponsorship Scheme,5
2022-03-31,2022,1,South East,E07000113,Swale,Community Sponsorship Scheme,6
2022-03-31,2022,1,South East,E07000215,Tandridge,ARAP,8
2022-03-31,2022,1,South East,E07000180,Vale of White Horse,ACRS Pathway 1,7
2022-03-31,2022,1,South East,E07000180,Vale of White Horse,UK Resettlement Scheme,3
2022-03-31,2022,1,South East,E07000094,Winchester,ARAP,1
2022-03-31,2022,1,South West,E06000022,Bath and North East Somerset,ARAP,6
2022-03-31,2022,1,South West,E06000028,Bournemouth,ACRS Pathway 1,1
2022-03-31,2022,1,South West,E06000058,"Bournemouth, Christchurch and Poole",ARAP,6
2022-03-31,2022,1,South West,E06000023,"Bristol, City Of",ARAP,4
2022-03-31,2022,1,South West,E06000023,"Bristol, City of",UK Resettlement Scheme,11
2022-03-31,2022,1,South West,E07000078,Cheltenham,UK Resettlement Scheme,7
2022-03-31,2022,1,South West,E07000079,Cotswold,ARAP,4
2022-03-31,2022,1,South West,E06000059,Dorset,ARAP,9
2022-03-31,2022,1,South West,E06000059,Dorset,Community Sponsorship Scheme,4
2022-03-31,2022,1,South West,E07000081,Gloucester,ARAP,10
2022-03-31,2022,1,South West,E07000081,Gloucester,UK Resettlement Scheme,4
2022-03-31,2022,1,South West,E07000187,Mendip,ACRS Pathway 1,5
2022-03-31,2022,1,South West,E06000024,North Somerset,ARAP,4
2022-03-31,2022,1,South West,E06000026,Plymouth,ARAP,6
2022-03-31,2022,1,South West,E06000066,Somerset,ARAP,1
2022-03-31,2022,1,South West,E06000025,South Gloucestershire,ARAP,7
2022-03-31,2022,1,South West,E07000189,South Somerset,ACRS Pathway 1,4
2022-03-31,2022,1,South West,E07000082,Stroud,ARAP,5
2022-03-31,2022,1,South West,E06000030,Swindon,ACRS Pathway 1,1
2022-03-31,2022,1,South West,E06000054,Wiltshire,ACRS Pathway 1,5
2022-03-31,2022,1,Unknown,Unknown,Unknown,ACRS Pathway 1,101
2022-03-31,2022,1,Unknown,Unknown,Unknown,Afghan route not recorded,1
2022-03-31,2022,1,Unknown,Unknown,Unknown,ARAP,153
2022-03-31,2022,1,Wales,W06000018,Caerphilly,ARAP,6
2022-03-31,2022,1,Wales,W06000015,Cardiff,ARAP,9
2022-03-31,2022,1,Wales,W06000008,Ceredigion,Community Sponsorship Scheme,3
2022-03-31,2022,1,Wales,W06000004,Denbighshire,ACRS Pathway 1,1
2022-03-31,2022,1,Wales,W06000004,Denbighshire,ARAP,6
2022-03-31,2022,1,Wales,W06000005,Flintshire,ACRS Pathway 1,2
2022-03-31,2022,1,Wales,W06000005,Flintshire,ARAP,15
2022-03-31,2022,1,Wales,W06000002,Gwynedd,ARAP,1
2022-03-31,2022,1,Wales,W06000021,Monmouthshire,ARAP,4
2022-03-31,2022,1,Wales,W06000012,Neath Port Talbot,ARAP,6
2022-03-31,2022,1,Wales,W06000023,Powys,ARAP,9
2022-03-31,2022,1,Wales,W06000016,Rhondda Cynon Taf,ACRS Pathway 1,6
2022-03-31,2022,1,Wales,W06000011,Swansea,ARAP,3
2022-03-31,2022,1,Wales,W06000020,Torfaen,ACRS Pathway 1,5
2022-03-31,2022,1,Wales,W06000014,Vale of Glamorgan,ACRS Pathway 1,4
2022-03-31,2022,1,Wales,W06000014,Vale of Glamorgan,ARAP,81
2022-03-31,2022,1,West Midlands,E08000025,Birmingham,ACRS Pathway 1,2
2022-03-31,2022,1,West Midlands,E08000025,Birmingham,ARAP,17
2022-03-31,2022,1,West Midlands,E08000025,Birmingham,Mandate Scheme,1
2022-03-31,2022,1,West Midlands,E08000025,Birmingham,UK Resettlement Scheme,9
2022-03-31,2022,1,West Midlands,E07000234,Bromsgrove,ARAP,2
2022-03-31,2022,1,West Midlands,E08000026,Coventry,ACRS Pathway 1,3
2022-03-31,2022,1,West Midlands,E08000026,Coventry,ARAP,19
2022-03-31,2022,1,West Midlands,E08000026,Coventry,UK Resettlement Scheme,8
2022-03-31,2022,1,West Midlands,E08000027,Dudley,ARAP,6
2022-03-31,2022,1,West Midlands,E06000019,"Herefordshire, County Of",ARAP,3
2022-03-31,2022,1,West Midlands,E07000235,Malvern Hills,ARAP,8
2022-03-31,2022,1,West Midlands,E07000220,Rugby,ARAP,5
2022-03-31,2022,1,West Midlands,E08000028,Sandwell,ARAP,2
2022-03-31,2022,1,West Midlands,E08000029,Solihull,ACRS Pathway 1,2
2022-03-31,2022,1,West Midlands,E08000030,Walsall,ACRS Pathway 1,3
2022-03-31,2022,1,West Midlands,E08000030,Walsall,ARAP,5
2022-03-31,2022,1,West Midlands,E07000238,Wychavon,ARAP,1
2022-03-31,2022,1,West Midlands,E07000239,Wyre Forest,ARAP,5
2022-03-31,2022,1,Yorkshire and The Humber,E08000016,Barnsley,ARAP,6
2022-03-31,2022,1,Yorkshire and The Humber,E08000032,Bradford,ACRS Pathway 1,3
2022-03-31,2022,1,Yorkshire and The Humber,E08000032,Bradford,ARAP,10
2022-03-31,2022,1,Yorkshire and The Humber,E08000032,Bradford,UK Resettlement Scheme,25
2022-03-31,2022,1,Yorkshire and The Humber,E08000017,Doncaster,ARAP,9
2022-03-31,2022,1,Yorkshire and The Humber,E07000165,Harrogate,UK Resettlement Scheme,7
2022-03-31,2022,1,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",UK Resettlement Scheme,18
2022-03-31,2022,1,Yorkshire and The Humber,E08000034,Kirklees,ACRS Pathway 1,4
2022-03-31,2022,1,Yorkshire and The Humber,E08000035,Leeds,ARAP,5
2022-03-31,2022,1,Yorkshire and The Humber,E08000018,Rotherham,ARAP,1
2022-03-31,2022,1,Yorkshire and The Humber,E08000018,Rotherham,UK Resettlement Scheme,3
2022-03-31,2022,1,Yorkshire and The Humber,E08000019,Sheffield,ARAP,22
2022-03-31,2022,1,Yorkshire and The Humber,E08000036,Wakefield,Community Sponsorship Scheme,4
2022-03-31,2022,1,Yorkshire and The Humber,E08000036,Wakefield,UK Resettlement Scheme,12
2022-06-30,2022,2,East Midlands,E07000035,Derbyshire Dales,UK Resettlement Scheme,9
2022-06-30,2022,2,East Midlands,E07000038,North East Derbyshire,ARAP,1
2022-06-30,2022,2,East Midlands,E06000061,North Northamptonshire,ACRS Pathway 1,11
2022-06-30,2022,2,East Midlands,E06000061,North Northamptonshire,ARAP,1
2022-06-30,2022,2,East Midlands,E07000154,Northampton,ARAP,15
2022-06-30,2022,2,East Midlands,E07000135,Oadby and Wigston,ARAP,6
2022-06-30,2022,2,East Midlands,E07000141,South Kesteven,ARAP,18
2022-06-30,2022,2,East Midlands,E06000062,West Northamptonshire,ACRS Pathway 1,1
2022-06-30,2022,2,East Midlands,E06000062,West Northamptonshire,ARAP,2
2022-06-30,2022,2,East of England,E06000055,Bedford,UK Resettlement Scheme,5
2022-06-30,2022,2,East of England,E07000096,Dacorum,ARAP,4
2022-06-30,2022,2,East of England,E07000011,Huntingdonshire,ARAP,14
2022-06-30,2022,2,East of England,E06000032,Luton,ARAP,10
2022-06-30,2022,2,East of England,E07000148,Norwich,ARAP,2
2022-06-30,2022,2,East of England,E07000240,St Albans,ACRS Pathway 1,6
2022-06-30,2022,2,East of England,E07000243,Stevenage,ACRS Pathway 1,4
2022-06-30,2022,2,East of England,E06000034,Thurrock,ARAP,6
2022-06-30,2022,2,London,E09000015,Harrow,ACRS Pathway 1,2
2022-06-30,2022,2,London,E09000016,Havering,ARAP,1
2022-06-30,2022,2,London,E09000018,Hounslow,ARAP,1
2022-06-30,2022,2,London,E09000018,Hounslow,UK Resettlement Scheme,4
2022-06-30,2022,2,London,E09000019,Islington,ARAP,6
2022-06-30,2022,2,London,E09000023,Lewisham,ARAP,3
2022-06-30,2022,2,London,E09000023,Lewisham,Community Sponsorship Scheme,5
2022-06-30,2022,2,London,E09000024,Merton,Community Sponsorship Scheme,4
2022-06-30,2022,2,London,E09000025,Newham,ARAP,5
2022-06-30,2022,2,London,E09000028,Southwark,Community Sponsorship Scheme,7
2022-06-30,2022,2,London,E09000031,Waltham Forest,UK Resettlement Scheme,8
2022-06-30,2022,2,North East,E06000047,County Durham,ARAP,6
2022-06-30,2022,2,North East,E08000037,Gateshead,ARAP,21
2022-06-30,2022,2,North East,E06000001,Hartlepool,ARAP,1
2022-06-30,2022,2,North East,E08000022,North Tyneside,ACRS Pathway 1,3
2022-06-30,2022,2,North East,E08000022,North Tyneside,ARAP,2
2022-06-30,2022,2,North East,E06000057,Northumberland,ARAP,12
2022-06-30,2022,2,North East,E06000003,Redcar and Cleveland,UK Resettlement Scheme,12
