Date,Year,Quarter,Nationality,Region,Sex,Appeals lodged
2019-01-01,2019,1,Ethiopia,Africa Sub-Saharan,Male,43
2019-01-01,2019,1,"Gambia, The",Africa Sub-Saharan,Female,1
2019-01-01,2019,1,"Gambia, The",Africa Sub-Saharan,Male,1
2019-01-01,2019,1,Georgia,Europe Other,Female,2
2019-01-01,2019,1,Georgia,Europe Other,Male,2
2019-01-01,2019,1,Ghana,Africa Sub-Saharan,Female,5
2019-01-01,2019,1,Ghana,Africa Sub-Saharan,Male,11
2019-01-01,2019,1,Grenada,America Central and South,Male,2
2019-01-01,2019,1,Guinea,Africa Sub-Saharan,Male,1
2019-01-01,2019,1,Guinea-Bissau,Africa Sub-Saharan,Female,1
2019-01-01,2019,1,Honduras,America Central and South,Female,1
2019-01-01,2019,1,India,Asia South,Female,16
2019-01-01,2019,1,India,Asia South,Male,22
2019-01-01,2019,1,Indonesia,Asia South East,Female,1
2019-01-01,2019,1,Iran,Middle East,Female,39
2019-01-01,2019,1,Iran,Middle East,Male,308
2019-01-01,2019,1,Iraq,Middle East,Female,63
2019-01-01,2019,1,Iraq,Middle East,Male,362
2019-01-01,2019,1,Israel,Middle East,Male,1
2019-01-01,2019,1,Ivory Coast,Africa Sub-Saharan,Female,3
2019-01-01,2019,1,Ivory Coast,Africa Sub-Saharan,Male,3
2019-01-01,2019,1,Jamaica,America Central and South,Female,5
2019-01-01,2019,1,Jamaica,America Central and South,Male,10
2019-01-01,2019,1,Jordan,Middle East,Female,2
2019-01-01,2019,1,Kazakhstan,Asia Central,Male,1
2019-01-01,2019,1,Kenya,Africa Sub-Saharan,Female,11
2019-01-01,2019,1,Kenya,Africa Sub-Saharan,Male,2
2019-01-01,2019,1,Kosovo,Europe Other,Female,1
2019-01-01,2019,1,Kuwait,Middle East,Male,4
2019-01-01,2019,1,Libya,Africa North,Female,1
2019-01-01,2019,1,Libya,Africa North,Male,3
2019-01-01,2019,1,Malawi,Africa Sub-Saharan,Female,7
2019-01-01,2019,1,Malawi,Africa Sub-Saharan,Male,5
2019-01-01,2019,1,Malaysia,Asia South East,Female,2
2019-01-01,2019,1,Malaysia,Asia South East,Male,5
2019-01-01,2019,1,Mali,Africa Sub-Saharan,Male,1
2019-01-01,2019,1,Mauritius,Africa Sub-Saharan,Female,1
2019-01-01,2019,1,Mauritius,Africa Sub-Saharan,Male,2
2019-01-01,2019,1,Mongolia,Asia East,Male,2
2019-01-01,2019,1,Morocco,Africa North,Female,4
2019-01-01,2019,1,Morocco,Africa North,Male,5
2019-01-01,2019,1,Mozambique,Africa Sub-Saharan,Female,1
2019-01-01,2019,1,Mozambique,Africa Sub-Saharan,Male,1
2019-01-01,2019,1,Namibia,Africa Sub-Saharan,Female,16
2019-01-01,2019,1,Namibia,Africa Sub-Saharan,Male,6
2019-01-01,2019,1,Nepal,Asia South,Female,4
2019-01-01,2019,1,Nepal,Asia South,Male,3
2019-01-01,2019,1,Niger,Africa Sub-Saharan,Male,1
2019-01-01,2019,1,Nigeria,Africa Sub-Saharan,Female,64
2019-01-01,2019,1,Nigeria,Africa Sub-Saharan,Male,30
2019-01-01,2019,1,Occupied Palestinian Territories,Middle East,Female,4
2019-01-01,2019,1,Occupied Palestinian Territories,Middle East,Male,8
2019-01-01,2019,1,Other and unknown,Other,Female,1
2019-01-01,2019,1,Pakistan,Asia South,Female,45
2019-01-01,2019,1,Pakistan,Asia South,Male,93
2019-01-01,2019,1,Philippines,Asia South East,Female,6
2019-01-01,2019,1,Refugee,Other,Female,1
2019-01-01,2019,1,Refugee,Other,Male,22
2019-01-01,2019,1,Russia,Europe Other,Female,2
2019-01-01,2019,1,Russia,Europe Other,Male,4
2019-01-01,2019,1,Saudi Arabia,Middle East,Female,1
2019-01-01,2019,1,Senegal,Africa Sub-Saharan,Female,1
2019-01-01,2019,1,Senegal,Africa Sub-Saharan,Male,2
2019-01-01,2019,1,Sierra Leone,Africa Sub-Saharan,Female,4
2019-01-01,2019,1,Sierra Leone,Africa Sub-Saharan,Male,3
2019-01-01,2019,1,Singapore,Asia South East,Female,1
2019-01-01,2019,1,Somalia,Africa Sub-Saharan,Female,3
2019-01-01,2019,1,Somalia,Africa Sub-Saharan,Male,17
2019-01-01,2019,1,South Africa,Africa Sub-Saharan,Female,5
2019-01-01,2019,1,South Africa,Africa Sub-Saharan,Male,3
2019-01-01,2019,1,Sri Lanka,Asia South,Female,18
2019-01-01,2019,1,Sri Lanka,Asia South,Male,47
2019-01-01,2019,1,St. Kitts and Nevis,America Central and South,Female,1
2019-01-01,2019,1,St. Kitts and Nevis,America Central and South,Male,1
2019-01-01,2019,1,St. Lucia,America Central and South,Female,2
2019-01-01,2019,1,St. Vincent and the Grenadines,America Central and South,Female,1
2019-01-01,2019,1,Stateless,Other,Female,3
2019-01-01,2019,1,Stateless,Other,Male,3
2019-01-01,2019,1,Sudan,Africa North,Female,7
2019-01-01,2019,1,Sudan,Africa North,Male,45
2019-01-01,2019,1,Sudan (South),Africa Sub-Saharan,Male,2
2019-01-01,2019,1,Swaziland,Africa Sub-Saharan,Female,1
2019-01-01,2019,1,Syria,Middle East,Male,12
2019-01-01,2019,1,Tanzania,Africa Sub-Saharan,Female,2
2019-01-01,2019,1,Tanzania,Africa Sub-Saharan,Male,3
2019-01-01,2019,1,Thailand,Asia South East,Female,2
2019-01-01,2019,1,Trinidad and Tobago,America Central and South,Female,2
2019-01-01,2019,1,Trinidad and Tobago,America Central and South,Male,1
2019-01-01,2019,1,Tunisia,Africa North,Female,3
2019-01-01,2019,1,Tunisia,Africa North,Male,3
2019-01-01,2019,1,Turkey,Europe Other,Female,9
2019-01-01,2019,1,Turkey,Europe Other,Male,41
2019-01-01,2019,1,Turkmenistan,Asia Central,Male,1
2019-01-01,2019,1,Uganda,Africa Sub-Saharan,Female,3
2019-01-01,2019,1,Uganda,Africa Sub-Saharan,Male,4
2019-01-01,2019,1,Ukraine,Europe Other,Male,21
2019-01-01,2019,1,United States,America North,Male,1
2019-01-01,2019,1,Uzbekistan,Asia Central,Female,2
2019-01-01,2019,1,Venezuela,America Central and South,Female,1
2019-01-01,2019,1,Venezuela,America Central and South,Male,1
2019-01-01,2019,1,Vietnam,Asia South East,Female,29
2019-01-01,2019,1,Vietnam,Asia South East,Male,61
2019-01-01,2019,1,Western Sahara,Africa North,Male,1
2019-01-01,2019,1,Yemen,Middle East,Female,3
2019-01-01,2019,1,Yemen,Middle East,Male,5
2019-01-01,2019,1,Zambia,Africa Sub-Saharan,Female,2
2019-01-01,2019,1,Zimbabwe,Africa Sub-Saharan,Female,6
2019-01-01,2019,1,Zimbabwe,Africa Sub-Saharan,Male,4
2019-04-01,2019,2,Afghanistan,Asia Central,Female,14
2019-04-01,2019,2,Afghanistan,Asia Central,Male,112
2019-04-01,2019,2,Albania,Europe Other,Female,107
2019-04-01,2019,2,Albania,Europe Other,Male,97
2019-04-01,2019,2,Algeria,Africa North,Female,5
2019-04-01,2019,2,Algeria,Africa North,Male,5
2019-04-01,2019,2,Angola,Africa Sub-Saharan,Female,2
2019-04-01,2019,2,Angola,Africa Sub-Saharan,Male,4
2019-04-01,2019,2,Armenia,Europe Other,Female,1
2019-04-01,2019,2,Armenia,Europe Other,Male,1
2019-04-01,2019,2,Azerbaijan,Europe Other,Male,3
2019-04-01,2019,2,"Bahamas, The",America Central and South,Male,1
2019-04-01,2019,2,Bangladesh,Asia South,Female,14
2019-04-01,2019,2,Bangladesh,Asia South,Male,94
2019-04-01,2019,2,Botswana,Africa Sub-Saharan,Female,1
2019-04-01,2019,2,Botswana,Africa Sub-Saharan,Male,1
2019-04-01,2019,2,Brazil,America Central and South,Female,2
2019-04-01,2019,2,Brazil,America Central and South,Male,1
2019-04-01,2019,2,Burma,Asia South East,Male,2
2019-04-01,2019,2,Cameroon,Africa Sub-Saharan,Female,2
2019-04-01,2019,2,Cameroon,Africa Sub-Saharan,Male,7
2019-04-01,2019,2,Chad,Africa Sub-Saharan,Female,1
2019-04-01,2019,2,Chad,Africa Sub-Saharan,Male,1
2019-04-01,2019,2,China,Asia East,Female,31
2019-04-01,2019,2,China,Asia East,Male,30
2019-04-01,2019,2,Colombia,America Central and South,Male,1
2019-04-01,2019,2,Congo,Africa Sub-Saharan,Female,2
2019-04-01,2019,2,Congo,Africa Sub-Saharan,Male,2
2019-04-01,2019,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,6
2019-04-01,2019,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,6
2019-04-01,2019,2,Costa Rica,America Central and South,Female,1
2019-04-01,2019,2,Cyprus (Northern part of),Europe Other,Male,1
2019-04-01,2019,2,East Timor,Asia South East,Female,1
2019-04-01,2019,2,Egypt,Africa North,Female,2
2019-04-01,2019,2,Egypt,Africa North,Male,34
2019-04-01,2019,2,El Salvador,America Central and South,Female,14
2019-04-01,2019,2,El Salvador,America Central and South,Male,15
2019-04-01,2019,2,Eritrea,Africa Sub-Saharan,Female,7
2019-04-01,2019,2,Eritrea,Africa Sub-Saharan,Male,21
2019-04-01,2019,2,Ethiopia,Africa Sub-Saharan,Female,17
2019-04-01,2019,2,Ethiopia,Africa Sub-Saharan,Male,40
2019-04-01,2019,2,Former Yugoslavia,Europe Other,Male,1
2019-04-01,2019,2,"Gambia, The",Africa Sub-Saharan,Female,1
2019-04-01,2019,2,"Gambia, The",Africa Sub-Saharan,Male,1
2019-04-01,2019,2,Georgia,Europe Other,Female,1
2019-04-01,2019,2,Georgia,Europe Other,Male,3
2019-04-01,2019,2,Ghana,Africa Sub-Saharan,Female,8
2019-04-01,2019,2,Ghana,Africa Sub-Saharan,Male,13
2019-04-01,2019,2,Guinea,Africa Sub-Saharan,Male,5
2019-04-01,2019,2,Honduras,America Central and South,Male,3
2019-04-01,2019,2,India,Asia South,Female,22
2019-04-01,2019,2,India,Asia South,Male,24
2019-04-01,2019,2,Iran,Middle East,Female,12
2019-04-01,2019,2,Iran,Middle East,Male,232
2019-04-01,2019,2,Iraq,Middle East,Female,48
2019-04-01,2019,2,Iraq,Middle East,Male,416
2019-04-01,2019,2,Ivory Coast,Africa Sub-Saharan,Female,5
2019-04-01,2019,2,Ivory Coast,Africa Sub-Saharan,Male,3
2019-04-01,2019,2,Jamaica,America Central and South,Female,5
2019-04-01,2019,2,Jamaica,America Central and South,Male,3
2019-04-01,2019,2,Jordan,Middle East,Male,2
2019-04-01,2019,2,Kazakhstan,Asia Central,Female,1
2019-04-01,2019,2,Kenya,Africa Sub-Saharan,Female,11
2019-04-01,2019,2,Kenya,Africa Sub-Saharan,Male,5
2019-04-01,2019,2,Kuwait,Middle East,Female,2
2019-04-01,2019,2,Kuwait,Middle East,Male,3
2019-04-01,2019,2,Lebanon,Middle East,Female,3
2019-04-01,2019,2,Lebanon,Middle East,Male,1
2019-04-01,2019,2,Libya,Africa North,Female,1
2019-04-01,2019,2,Libya,Africa North,Male,8
2019-04-01,2019,2,Malawi,Africa Sub-Saharan,Female,4
2019-04-01,2019,2,Malawi,Africa Sub-Saharan,Male,1
2019-04-01,2019,2,Malaysia,Asia South East,Female,1
2019-04-01,2019,2,Malaysia,Asia South East,Male,6
2019-04-01,2019,2,Maldives,Asia South,Male,1
2019-04-01,2019,2,Mauritius,Africa Sub-Saharan,Female,1
2019-04-01,2019,2,Mauritius,Africa Sub-Saharan,Male,3
2019-04-01,2019,2,Moldova,Europe Other,Male,1
2019-04-01,2019,2,Morocco,Africa North,Female,3
2019-04-01,2019,2,Morocco,Africa North,Male,5
2019-04-01,2019,2,Namibia,Africa Sub-Saharan,Female,23
2019-04-01,2019,2,Namibia,Africa Sub-Saharan,Male,12
2019-04-01,2019,2,Nepal,Asia South,Female,2
2019-04-01,2019,2,Nepal,Asia South,Male,5
2019-04-01,2019,2,Nicaragua,America Central and South,Male,1
2019-04-01,2019,2,Nigeria,Africa Sub-Saharan,Female,68
2019-04-01,2019,2,Nigeria,Africa Sub-Saharan,Male,39
2019-04-01,2019,2,Occupied Palestinian Territories,Middle East,Female,3
2019-04-01,2019,2,Occupied Palestinian Territories,Middle East,Male,9
2019-04-01,2019,2,Pakistan,Asia South,Female,42
2019-04-01,2019,2,Pakistan,Asia South,Male,99
2019-04-01,2019,2,Philippines,Asia South East,Female,4
2019-04-01,2019,2,Philippines,Asia South East,Male,2
2019-04-01,2019,2,Refugee,Other,Male,15
2019-04-01,2019,2,Russia,Europe Other,Male,9
2019-04-01,2019,2,Rwanda,Africa Sub-Saharan,Male,1
2019-04-01,2019,2,Senegal,Africa Sub-Saharan,Female,1
2019-04-01,2019,2,Senegal,Africa Sub-Saharan,Male,1
2019-04-01,2019,2,Sierra Leone,Africa Sub-Saharan,Female,2
2019-04-01,2019,2,Sierra Leone,Africa Sub-Saharan,Male,4
2019-04-01,2019,2,Somalia,Africa Sub-Saharan,Female,6
2019-04-01,2019,2,Somalia,Africa Sub-Saharan,Male,11
2019-04-01,2019,2,South Africa,Africa Sub-Saharan,Female,8
2019-04-01,2019,2,Sri Lanka,Asia South,Female,10
2019-04-01,2019,2,Sri Lanka,Asia South,Male,33
2019-04-01,2019,2,St. Kitts and Nevis,America Central and South,Male,1
2019-04-01,2019,2,St. Lucia,America Central and South,Female,1
2019-04-01,2019,2,St. Lucia,America Central and South,Male,2
2019-04-01,2019,2,St. Vincent and the Grenadines,America Central and South,Female,1
2019-04-01,2019,2,Stateless,Other,Female,4
2019-04-01,2019,2,Stateless,Other,Male,5
2019-04-01,2019,2,Sudan,Africa North,Female,4
2019-04-01,2019,2,Sudan,Africa North,Male,44
2019-04-01,2019,2,Syria,Middle East,Male,7
2019-04-01,2019,2,Tanzania,Africa Sub-Saharan,Female,2
2019-04-01,2019,2,Tanzania,Africa Sub-Saharan,Male,2
2019-04-01,2019,2,Thailand,Asia South East,Female,1
2019-04-01,2019,2,Togo,Africa Sub-Saharan,Male,2
2019-04-01,2019,2,Trinidad and Tobago,America Central and South,Female,2
2019-04-01,2019,2,Trinidad and Tobago,America Central and South,Male,2
2019-04-01,2019,2,Tunisia,Africa North,Female,2
2019-04-01,2019,2,Tunisia,Africa North,Male,2
2019-04-01,2019,2,Turkey,Europe Other,Female,5
2019-04-01,2019,2,Turkey,Europe Other,Male,38
2019-04-01,2019,2,Uganda,Africa Sub-Saharan,Female,2
2019-04-01,2019,2,Uganda,Africa Sub-Saharan,Male,3
2019-04-01,2019,2,Ukraine,Europe Other,Female,5
2019-04-01,2019,2,Ukraine,Europe Other,Male,9
2019-04-01,2019,2,United Arab Emirates,Middle East,Female,1
2019-04-01,2019,2,Uzbekistan,Asia Central,Female,1
2019-04-01,2019,2,Venezuela,America Central and South,Male,1
2019-04-01,2019,2,Vietnam,Asia South East,Female,39
2019-04-01,2019,2,Vietnam,Asia South East,Male,59
2019-04-01,2019,2,Yemen,Middle East,Female,1
2019-04-01,2019,2,Yemen,Middle East,Male,3
2019-04-01,2019,2,Zambia,Africa Sub-Saharan,Male,1
2019-04-01,2019,2,Zimbabwe,Africa Sub-Saharan,Female,5
2019-04-01,2019,2,Zimbabwe,Africa Sub-Saharan,Male,11
2019-07-01,2019,3,Afghanistan,Asia Central,Female,12
2019-07-01,2019,3,Afghanistan,Asia Central,Male,101
2019-07-01,2019,3,Albania,Europe Other,Female,74
2019-07-01,2019,3,Albania,Europe Other,Male,66
2019-07-01,2019,3,Algeria,Africa North,Female,2
2019-07-01,2019,3,Algeria,Africa North,Male,9
2019-07-01,2019,3,Angola,Africa Sub-Saharan,Female,4
2019-07-01,2019,3,Angola,Africa Sub-Saharan,Male,2
2019-07-01,2019,3,Azerbaijan,Europe Other,Male,1
2019-07-01,2019,3,Bangladesh,Asia South,Female,9
2019-07-01,2019,3,Bangladesh,Asia South,Male,123
2019-07-01,2019,3,Benin,Africa Sub-Saharan,Female,1
2019-07-01,2019,3,Bolivia,America Central and South,Female,1
2019-07-01,2019,3,Bolivia,America Central and South,Male,2
2019-07-01,2019,3,Bosnia and Herzegovina,Europe Other,Male,1
2019-07-01,2019,3,Botswana,Africa Sub-Saharan,Female,2
2019-07-01,2019,3,Botswana,Africa Sub-Saharan,Male,1
2019-07-01,2019,3,Brazil,America Central and South,Female,1
2019-07-01,2019,3,Brazil,America Central and South,Male,5
2019-07-01,2019,3,Burkina,Africa Sub-Saharan,Female,1
2019-07-01,2019,3,Burkina,Africa Sub-Saharan,Male,1
2019-07-01,2019,3,Cameroon,Africa Sub-Saharan,Female,8
2019-07-01,2019,3,Cameroon,Africa Sub-Saharan,Male,9
2019-07-01,2019,3,Chad,Africa Sub-Saharan,Male,3
2019-07-01,2019,3,China,Asia East,Female,20
2019-07-01,2019,3,China,Asia East,Male,24
2019-07-01,2019,3,Congo,Africa Sub-Saharan,Female,1
2019-07-01,2019,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,6
2019-07-01,2019,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,9
2019-07-01,2019,3,Cuba,America Central and South,Male,1
2019-07-01,2019,3,Ecuador,America Central and South,Male,1
2019-07-01,2019,3,Egypt,Africa North,Female,2
2019-07-01,2019,3,Egypt,Africa North,Male,31
2019-07-01,2019,3,El Salvador,America Central and South,Female,14
2019-07-01,2019,3,El Salvador,America Central and South,Male,40
2019-07-01,2019,3,Eritrea,Africa Sub-Saharan,Female,4
2019-07-01,2019,3,Eritrea,Africa Sub-Saharan,Male,20
2019-07-01,2019,3,Ethiopia,Africa Sub-Saharan,Female,10
2019-07-01,2019,3,Ethiopia,Africa Sub-Saharan,Male,59
2019-07-01,2019,3,"Gambia, The",Africa Sub-Saharan,Female,8
2019-07-01,2019,3,"Gambia, The",Africa Sub-Saharan,Male,3
2019-07-01,2019,3,Georgia,Europe Other,Female,5
2019-07-01,2019,3,Ghana,Africa Sub-Saharan,Female,5
2019-07-01,2019,3,Ghana,Africa Sub-Saharan,Male,12
2019-07-01,2019,3,Grenada,America Central and South,Male,1
2019-07-01,2019,3,Guinea,Africa Sub-Saharan,Female,1
2019-07-01,2019,3,Guinea,Africa Sub-Saharan,Male,5
2019-07-01,2019,3,Honduras,America Central and South,Female,1
2019-07-01,2019,3,Honduras,America Central and South,Male,3
2019-07-01,2019,3,India,Asia South,Female,22
2019-07-01,2019,3,India,Asia South,Male,32
2019-07-01,2019,3,Iran,Middle East,Female,26
2019-07-01,2019,3,Iran,Middle East,Male,213
2019-07-01,2019,3,Iraq,Middle East,Female,36
2019-07-01,2019,3,Iraq,Middle East,Male,446
2019-07-01,2019,3,Ivory Coast,Africa Sub-Saharan,Female,3
2019-07-01,2019,3,Ivory Coast,Africa Sub-Saharan,Male,2
2019-07-01,2019,3,Jamaica,America Central and South,Female,3
2019-07-01,2019,3,Jamaica,America Central and South,Male,6
2019-07-01,2019,3,Japan,Asia East,Female,1
2019-07-01,2019,3,Jordan,Middle East,Female,2
2019-07-01,2019,3,Jordan,Middle East,Male,4
2019-07-01,2019,3,Kazakhstan,Asia Central,Female,1
2019-07-01,2019,3,Kazakhstan,Asia Central,Male,3
2019-07-01,2019,3,Kenya,Africa Sub-Saharan,Female,8
2019-07-01,2019,3,Kenya,Africa Sub-Saharan,Male,3
2019-07-01,2019,3,Kuwait,Middle East,Female,1
2019-07-01,2019,3,Kuwait,Middle East,Male,5
2019-07-01,2019,3,Kyrgyzstan,Asia Central,Female,1
2019-07-01,2019,3,Kyrgyzstan,Asia Central,Male,1
2019-07-01,2019,3,Lebanon,Middle East,Female,1
2019-07-01,2019,3,Lebanon,Middle East,Male,6
2019-07-01,2019,3,Libya,Africa North,Female,2
2019-07-01,2019,3,Libya,Africa North,Male,9
2019-07-01,2019,3,Macedonia,Europe Other,Female,1
2019-07-01,2019,3,Malawi,Africa Sub-Saharan,Female,2
2019-07-01,2019,3,Malawi,Africa Sub-Saharan,Male,1
2019-07-01,2019,3,Malaysia,Asia South East,Female,7
2019-07-01,2019,3,Malaysia,Asia South East,Male,1
2019-07-01,2019,3,Mauritius,Africa Sub-Saharan,Female,7
2019-07-01,2019,3,Mongolia,Asia East,Male,1
2019-07-01,2019,3,Morocco,Africa North,Male,7
2019-07-01,2019,3,Namibia,Africa Sub-Saharan,Female,14
2019-07-01,2019,3,Namibia,Africa Sub-Saharan,Male,8
2019-07-01,2019,3,Nepal,Asia South,Female,2
2019-07-01,2019,3,Nepal,Asia South,Male,7
2019-07-01,2019,3,Nicaragua,America Central and South,Female,1
2019-07-01,2019,3,Nicaragua,America Central and South,Male,4
2019-07-01,2019,3,Nigeria,Africa Sub-Saharan,Female,41
2019-07-01,2019,3,Nigeria,Africa Sub-Saharan,Male,44
2019-07-01,2019,3,Occupied Palestinian Territories,Middle East,Female,1
2019-07-01,2019,3,Occupied Palestinian Territories,Middle East,Male,6
2019-07-01,2019,3,Other and unknown,Other,Male,1
2019-07-01,2019,3,Pakistan,Asia South,Female,19
2019-07-01,2019,3,Pakistan,Asia South,Male,86
2019-07-01,2019,3,Philippines,Asia South East,Female,8
2019-07-01,2019,3,Refugee,Other,Female,7
2019-07-01,2019,3,Refugee,Other,Male,6
2019-07-01,2019,3,Romania,EU 2,Male,1
2019-07-01,2019,3,Russia,Europe Other,Female,2
2019-07-01,2019,3,Russia,Europe Other,Male,10
2019-07-01,2019,3,Rwanda,Africa Sub-Saharan,Female,1
2019-07-01,2019,3,Rwanda,Africa Sub-Saharan,Male,1
2019-07-01,2019,3,Saudi Arabia,Middle East,Female,6
2019-07-01,2019,3,Saudi Arabia,Middle East,Male,2
2019-07-01,2019,3,Senegal,Africa Sub-Saharan,Female,1
2019-07-01,2019,3,Senegal,Africa Sub-Saharan,Male,2
2019-07-01,2019,3,Seychelles,Africa Sub-Saharan,Male,1
2019-07-01,2019,3,Sierra Leone,Africa Sub-Saharan,Female,3
2019-07-01,2019,3,Sierra Leone,Africa Sub-Saharan,Male,5
2019-07-01,2019,3,Somalia,Africa Sub-Saharan,Female,3
2019-07-01,2019,3,Somalia,Africa Sub-Saharan,Male,10
2019-07-01,2019,3,South Africa,Africa Sub-Saharan,Female,3
2019-07-01,2019,3,South Africa,Africa Sub-Saharan,Male,3
2019-07-01,2019,3,Sri Lanka,Asia South,Female,12
2019-07-01,2019,3,Sri Lanka,Asia South,Male,30
2019-07-01,2019,3,Stateless,Other,Female,2
2019-07-01,2019,3,Stateless,Other,Male,5
2019-07-01,2019,3,Sudan,Africa North,Female,6
2019-07-01,2019,3,Sudan,Africa North,Male,35
2019-07-01,2019,3,Sudan (South),Africa Sub-Saharan,Male,3
2019-07-01,2019,3,Syria,Middle East,Male,8
2019-07-01,2019,3,Tajikistan,Asia Central,Male,2
2019-07-01,2019,3,Tanzania,Africa Sub-Saharan,Female,4
2019-07-01,2019,3,Tanzania,Africa Sub-Saharan,Male,2
2019-07-01,2019,3,Togo,Africa Sub-Saharan,Female,1
2019-07-01,2019,3,Trinidad and Tobago,America Central and South,Female,2
2019-07-01,2019,3,Tunisia,Africa North,Male,1
2019-07-01,2019,3,Turkey,Europe Other,Female,1
2019-07-01,2019,3,Turkey,Europe Other,Male,30
2019-07-01,2019,3,Uganda,Africa Sub-Saharan,Female,1
2019-07-01,2019,3,Uganda,Africa Sub-Saharan,Male,4
2019-07-01,2019,3,Ukraine,Europe Other,Female,2
2019-07-01,2019,3,Ukraine,Europe Other,Male,14
2019-07-01,2019,3,Venezuela,America Central and South,Female,1
2019-07-01,2019,3,Vietnam,Asia South East,Female,21
2019-07-01,2019,3,Vietnam,Asia South East,Male,39
2019-07-01,2019,3,Western Sahara,Africa North,Male,1
2019-07-01,2019,3,Yemen,Middle East,Female,1
2019-07-01,2019,3,Yemen,Middle East,Male,3
2019-07-01,2019,3,Zimbabwe,Africa Sub-Saharan,Female,7
2019-07-01,2019,3,Zimbabwe,Africa Sub-Saharan,Male,8
2019-10-01,2019,4,Afghanistan,Asia Central,Female,9
2019-10-01,2019,4,Afghanistan,Asia Central,Male,119
2019-10-01,2019,4,Albania,Europe Other,Female,64
2019-10-01,2019,4,Albania,Europe Other,Male,56
2019-10-01,2019,4,Algeria,Africa North,Male,13
2019-10-01,2019,4,Angola,Africa Sub-Saharan,Female,4
2019-10-01,2019,4,Azerbaijan,Europe Other,Female,3
2019-10-01,2019,4,Azerbaijan,Europe Other,Male,2
2019-10-01,2019,4,"Bahamas, The",America Central and South,Male,1
2019-10-01,2019,4,Bahrain,Middle East,Male,1
2019-10-01,2019,4,Bangladesh,Asia South,Female,8
2019-10-01,2019,4,Bangladesh,Asia South,Male,124
2019-10-01,2019,4,Barbados,America Central and South,Male,2
2019-10-01,2019,4,Belarus,Europe Other,Male,1
2019-10-01,2019,4,Bolivia,America Central and South,Female,1
2019-10-01,2019,4,Bolivia,America Central and South,Male,2
2019-10-01,2019,4,Botswana,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Brazil,America Central and South,Male,3
2019-10-01,2019,4,British overseas citizens,Other,Male,1
2019-10-01,2019,4,Burkina,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Burma,Asia South East,Male,1
2019-10-01,2019,4,Cameroon,Africa Sub-Saharan,Female,13
2019-10-01,2019,4,Cameroon,Africa Sub-Saharan,Male,4
2019-10-01,2019,4,Chad,Africa Sub-Saharan,Male,3
2019-10-01,2019,4,China,Asia East,Female,23
2019-10-01,2019,4,China,Asia East,Male,22
2019-10-01,2019,4,Colombia,America Central and South,Female,1
2019-10-01,2019,4,Colombia,America Central and South,Male,1
2019-10-01,2019,4,Congo,Africa Sub-Saharan,Male,2
2019-10-01,2019,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,5
2019-10-01,2019,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,5
2019-10-01,2019,4,Dominica,America Central and South,Female,2
2019-10-01,2019,4,Ecuador,America Central and South,Male,1
2019-10-01,2019,4,Egypt,Africa North,Female,1
2019-10-01,2019,4,Egypt,Africa North,Male,24
2019-10-01,2019,4,El Salvador,America Central and South,Female,18
2019-10-01,2019,4,El Salvador,America Central and South,Male,28
2019-10-01,2019,4,Eritrea,Africa Sub-Saharan,Female,3
2019-10-01,2019,4,Eritrea,Africa Sub-Saharan,Male,20
2019-10-01,2019,4,Ethiopia,Africa Sub-Saharan,Female,16
2019-10-01,2019,4,Ethiopia,Africa Sub-Saharan,Male,93
2019-10-01,2019,4,"Gambia, The",Africa Sub-Saharan,Female,5
2019-10-01,2019,4,"Gambia, The",Africa Sub-Saharan,Male,4
2019-10-01,2019,4,Georgia,Europe Other,Female,1
2019-10-01,2019,4,Georgia,Europe Other,Male,4
2019-10-01,2019,4,Ghana,Africa Sub-Saharan,Female,7
2019-10-01,2019,4,Ghana,Africa Sub-Saharan,Male,18
2019-10-01,2019,4,Grenada,America Central and South,Female,1
2019-10-01,2019,4,Guinea,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Guinea,Africa Sub-Saharan,Male,3
2019-10-01,2019,4,Honduras,America Central and South,Female,10
2019-10-01,2019,4,Honduras,America Central and South,Male,3
2019-10-01,2019,4,Hong Kong,Asia East,Male,1
2019-10-01,2019,4,India,Asia South,Female,22
2019-10-01,2019,4,India,Asia South,Male,44
2019-10-01,2019,4,Indonesia,Asia South East,Male,1
2019-10-01,2019,4,Iran,Middle East,Female,22
2019-10-01,2019,4,Iran,Middle East,Male,206
2019-10-01,2019,4,Iraq,Middle East,Female,72
2019-10-01,2019,4,Iraq,Middle East,Male,476
2019-10-01,2019,4,Ivory Coast,Africa Sub-Saharan,Female,2
2019-10-01,2019,4,Ivory Coast,Africa Sub-Saharan,Male,4
2019-10-01,2019,4,Jamaica,America Central and South,Female,3
2019-10-01,2019,4,Jamaica,America Central and South,Male,3
2019-10-01,2019,4,Jordan,Middle East,Female,1
2019-10-01,2019,4,Jordan,Middle East,Male,2
