Date,Year,Quarter,Nationality,Region,Raised or resolved,Raised type / Resolved outcome,Age disputes
2018-07-01,2018,3,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,11
2018-07-01,2018,3,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,5
2018-07-01,2018,3,Ethiopia,Africa Sub-Saharan,Resolved,18+,6
2018-07-01,2018,3,Former Yugoslavia,Europe Other,Resolved,Less than 18,1
2018-07-01,2018,3,"Gambia, The",Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2018-07-01,2018,3,"Gambia, The",Africa Sub-Saharan,Resolved,Less than 18,1
2018-07-01,2018,3,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2018-07-01,2018,3,Guinea,Africa Sub-Saharan,Resolved,Less than 18,1
2018-07-01,2018,3,India,Asia South,Raised,Asylum application raised in quarter,1
2018-07-01,2018,3,India,Asia South,Resolved,18+,1
2018-07-01,2018,3,Iran,Middle East,Raised,Existing asylum application,1
2018-07-01,2018,3,Iran,Middle East,Raised,Asylum application raised in quarter,14
2018-07-01,2018,3,Iran,Middle East,Resolved,Less than 18,5
2018-07-01,2018,3,Iran,Middle East,Resolved,18+,10
2018-07-01,2018,3,Iraq,Middle East,Raised,Existing asylum application,1
2018-07-01,2018,3,Iraq,Middle East,Raised,Asylum application raised in quarter,23
2018-07-01,2018,3,Iraq,Middle East,Resolved,Less than 18,13
2018-07-01,2018,3,Iraq,Middle East,Resolved,18+,11
2018-07-01,2018,3,Ivory Coast,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2018-07-01,2018,3,Korea (North),Asia East,Resolved,Less than 18,1
2018-07-01,2018,3,Libya,Africa North,Raised,Asylum application raised in quarter,4
2018-07-01,2018,3,Libya,Africa North,Resolved,Less than 18,1
2018-07-01,2018,3,Morocco,Africa North,Raised,Asylum application raised in quarter,1
2018-07-01,2018,3,Morocco,Africa North,Resolved,18+,1
2018-07-01,2018,3,Nigeria,Africa Sub-Saharan,Raised,Existing asylum application,1
2018-07-01,2018,3,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2018-07-01,2018,3,Nigeria,Africa Sub-Saharan,Resolved,18+,1
2018-07-01,2018,3,Occupied Palestinian Territories,Middle East,Raised,Asylum application raised in quarter,1
2018-07-01,2018,3,Refugee,Other,Resolved,18+,1
2018-07-01,2018,3,Sierra Leone,Africa Sub-Saharan,Raised,Existing asylum application,1
2018-07-01,2018,3,Sudan,Africa North,Raised,Existing asylum application,5
2018-07-01,2018,3,Sudan,Africa North,Raised,Asylum application raised in quarter,36
2018-07-01,2018,3,Sudan,Africa North,Resolved,Less than 18,13
2018-07-01,2018,3,Sudan,Africa North,Resolved,18+,16
2018-07-01,2018,3,Syria,Middle East,Raised,Existing asylum application,1
2018-07-01,2018,3,Syria,Middle East,Raised,Asylum application raised in quarter,2
2018-07-01,2018,3,Syria,Middle East,Resolved,18+,2
2018-07-01,2018,3,Turkey,Europe Other,Raised,Asylum application raised in quarter,1
2018-07-01,2018,3,Uganda,Africa Sub-Saharan,Resolved,Less than 18,1
2018-07-01,2018,3,Vietnam,Asia South East,Raised,Asylum application raised in quarter,15
2018-07-01,2018,3,Vietnam,Asia South East,Resolved,Less than 18,8
2018-07-01,2018,3,Vietnam,Asia South East,Resolved,18+,6
2018-07-01,2018,3,Western Sahara,Africa North,Resolved,18+,1
2018-10-01,2018,4,Afghanistan,Asia Central,Raised,Existing asylum application,4
2018-10-01,2018,4,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,19
2018-10-01,2018,4,Afghanistan,Asia Central,Resolved,Less than 18,4
2018-10-01,2018,4,Afghanistan,Asia Central,Resolved,18+,16
2018-10-01,2018,4,Albania,Europe Other,Raised,Asylum application raised in quarter,6
2018-10-01,2018,4,Albania,Europe Other,Resolved,Less than 18,5
2018-10-01,2018,4,Albania,Europe Other,Resolved,18+,1
2018-10-01,2018,4,Algeria,Africa North,Raised,Asylum application raised in quarter,2
2018-10-01,2018,4,Algeria,Africa North,Resolved,Less than 18,1
2018-10-01,2018,4,Algeria,Africa North,Resolved,18+,2
2018-10-01,2018,4,Cameroon,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2018-10-01,2018,4,Cameroon,Africa Sub-Saharan,Resolved,18+,1
2018-10-01,2018,4,China,Asia East,Raised,Asylum application raised in quarter,1
2018-10-01,2018,4,China,Asia East,Resolved,18+,2
2018-10-01,2018,4,Egypt,Africa North,Raised,Asylum application raised in quarter,2
2018-10-01,2018,4,Egypt,Africa North,Resolved,18+,1
2018-10-01,2018,4,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,4
2018-10-01,2018,4,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,72
2018-10-01,2018,4,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,24
2018-10-01,2018,4,Eritrea,Africa Sub-Saharan,Resolved,18+,37
2018-10-01,2018,4,Ethiopia,Africa Sub-Saharan,Raised,Existing asylum application,2
2018-10-01,2018,4,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,16
2018-10-01,2018,4,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,4
2018-10-01,2018,4,Ethiopia,Africa Sub-Saharan,Resolved,18+,13
2018-10-01,2018,4,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2018-10-01,2018,4,Guinea,Africa Sub-Saharan,Resolved,18+,2
2018-10-01,2018,4,India,Asia South,Raised,Asylum application raised in quarter,3
2018-10-01,2018,4,India,Asia South,Resolved,18+,1
2018-10-01,2018,4,Iran,Middle East,Raised,Existing asylum application,5
2018-10-01,2018,4,Iran,Middle East,Raised,Asylum application raised in quarter,39
2018-10-01,2018,4,Iran,Middle East,Resolved,Less than 18,8
2018-10-01,2018,4,Iran,Middle East,Resolved,18+,24
2018-10-01,2018,4,Iraq,Middle East,Raised,Existing asylum application,2
2018-10-01,2018,4,Iraq,Middle East,Raised,Asylum application raised in quarter,36
2018-10-01,2018,4,Iraq,Middle East,Resolved,Less than 18,5
2018-10-01,2018,4,Iraq,Middle East,Resolved,18+,19
2018-10-01,2018,4,Ivory Coast,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2018-10-01,2018,4,Kenya,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2018-10-01,2018,4,Kenya,Africa Sub-Saharan,Resolved,18+,1
2018-10-01,2018,4,Kosovo,Europe Other,Resolved,Less than 18,1
2018-10-01,2018,4,Kuwait,Middle East,Raised,Asylum application raised in quarter,1
2018-10-01,2018,4,Libya,Africa North,Raised,Asylum application raised in quarter,2
2018-10-01,2018,4,Libya,Africa North,Resolved,18+,2
2018-10-01,2018,4,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2018-10-01,2018,4,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,1
2018-10-01,2018,4,Nigeria,Africa Sub-Saharan,Resolved,18+,1
2018-10-01,2018,4,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2018-10-01,2018,4,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,1
2018-10-01,2018,4,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2018-10-01,2018,4,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2018-10-01,2018,4,Somalia,Africa Sub-Saharan,Resolved,18+,1
2018-10-01,2018,4,Sri Lanka,Asia South,Resolved,Less than 18,1
2018-10-01,2018,4,Stateless,Other,Raised,Asylum application raised in quarter,1
2018-10-01,2018,4,Sudan,Africa North,Raised,Existing asylum application,2
2018-10-01,2018,4,Sudan,Africa North,Raised,Asylum application raised in quarter,35
2018-10-01,2018,4,Sudan,Africa North,Resolved,Less than 18,9
2018-10-01,2018,4,Sudan,Africa North,Resolved,18+,20
2018-10-01,2018,4,Syria,Middle East,Raised,Asylum application raised in quarter,6
2018-10-01,2018,4,Syria,Middle East,Resolved,18+,2
2018-10-01,2018,4,Turkey,Europe Other,Resolved,Less than 18,1
2018-10-01,2018,4,Vietnam,Asia South East,Raised,Existing asylum application,2
2018-10-01,2018,4,Vietnam,Asia South East,Raised,Asylum application raised in quarter,17
2018-10-01,2018,4,Vietnam,Asia South East,Resolved,Less than 18,3
2018-10-01,2018,4,Vietnam,Asia South East,Resolved,18+,4
2019-01-01,2019,1,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,21
2019-01-01,2019,1,Afghanistan,Asia Central,Raised,Existing asylum application,10
2019-01-01,2019,1,Afghanistan,Asia Central,Resolved,18+,7
2019-01-01,2019,1,Afghanistan,Asia Central,Resolved,Less than 18,15
2019-01-01,2019,1,Albania,Europe Other,Raised,Asylum application raised in quarter,6
2019-01-01,2019,1,Albania,Europe Other,Resolved,18+,2
2019-01-01,2019,1,Albania,Europe Other,Resolved,Less than 18,3
2019-01-01,2019,1,Algeria,Africa North,Raised,Asylum application raised in quarter,1
2019-01-01,2019,1,Algeria,Africa North,Resolved,18+,1
2019-01-01,2019,1,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-01-01,2019,1,Angola,Africa Sub-Saharan,Resolved,18+,1
2019-01-01,2019,1,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2019-01-01,2019,1,Chad,Africa Sub-Saharan,Resolved,18+,1
2019-01-01,2019,1,Chad,Africa Sub-Saharan,Resolved,Less than 18,3
2019-01-01,2019,1,China,Asia East,Resolved,18+,1
2019-01-01,2019,1,China,Asia East,Resolved,Less than 18,1
2019-01-01,2019,1,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-01-01,2019,1,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,70
2019-01-01,2019,1,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,16
2019-01-01,2019,1,Eritrea,Africa Sub-Saharan,Resolved,18+,28
2019-01-01,2019,1,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,30
2019-01-01,2019,1,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,16
2019-01-01,2019,1,Ethiopia,Africa Sub-Saharan,Raised,Existing asylum application,1
2019-01-01,2019,1,Ethiopia,Africa Sub-Saharan,Resolved,18+,4
2019-01-01,2019,1,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,6
2019-01-01,2019,1,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2019-01-01,2019,1,Guinea,Africa Sub-Saharan,Resolved,18+,1
2019-01-01,2019,1,Guinea,Africa Sub-Saharan,Resolved,Less than 18,1
2019-01-01,2019,1,Iran,Middle East,Raised,Asylum application raised in quarter,28
2019-01-01,2019,1,Iran,Middle East,Raised,Existing asylum application,5
2019-01-01,2019,1,Iran,Middle East,Resolved,18+,9
2019-01-01,2019,1,Iran,Middle East,Resolved,Less than 18,20
2019-01-01,2019,1,Iraq,Middle East,Raised,Asylum application raised in quarter,29
2019-01-01,2019,1,Iraq,Middle East,Raised,Existing asylum application,4
2019-01-01,2019,1,Iraq,Middle East,Resolved,18+,12
2019-01-01,2019,1,Iraq,Middle East,Resolved,Less than 18,17
2019-01-01,2019,1,Ivory Coast,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2019-01-01,2019,1,Ivory Coast,Africa Sub-Saharan,Resolved,18+,3
2019-01-01,2019,1,Kosovo,Europe Other,Resolved,18+,1
2019-01-01,2019,1,Kosovo,Europe Other,Resolved,Less than 18,1
2019-01-01,2019,1,Libya,Africa North,Resolved,18+,1
2019-01-01,2019,1,Libya,Africa North,Resolved,Less than 18,1
2019-01-01,2019,1,Mali,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2019-01-01,2019,1,Mali,Africa Sub-Saharan,Resolved,18+,2
2019-01-01,2019,1,Morocco,Africa North,Raised,Asylum application raised in quarter,3
2019-01-01,2019,1,Morocco,Africa North,Resolved,18+,2
2019-01-01,2019,1,Niger,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-01-01,2019,1,Niger,Africa Sub-Saharan,Resolved,18+,1
2019-01-01,2019,1,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2019-01-01,2019,1,Pakistan,Asia South,Resolved,18+,1
2019-01-01,2019,1,Pakistan,Asia South,Resolved,Less than 18,1
2019-01-01,2019,1,Refugee,Other,Resolved,Less than 18,1
2019-01-01,2019,1,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-01-01,2019,1,Sierra Leone,Africa Sub-Saharan,Resolved,18+,1
2019-01-01,2019,1,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,7
2019-01-01,2019,1,Somalia,Africa Sub-Saharan,Resolved,18+,2
2019-01-01,2019,1,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2019-01-01,2019,1,Stateless,Other,Raised,Asylum application raised in quarter,1
2019-01-01,2019,1,Sudan,Africa North,Raised,Asylum application raised in quarter,35
2019-01-01,2019,1,Sudan,Africa North,Raised,Existing asylum application,3
2019-01-01,2019,1,Sudan,Africa North,Resolved,18+,13
2019-01-01,2019,1,Sudan,Africa North,Resolved,Less than 18,18
2019-01-01,2019,1,Sudan (South),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-01-01,2019,1,Sudan (South),Africa Sub-Saharan,Resolved,18+,1
2019-01-01,2019,1,Syria,Middle East,Resolved,Less than 18,2
2019-01-01,2019,1,Vietnam,Asia South East,Raised,Asylum application raised in quarter,17
2019-01-01,2019,1,Vietnam,Asia South East,Raised,Existing asylum application,1
2019-01-01,2019,1,Vietnam,Asia South East,Resolved,18+,6
2019-01-01,2019,1,Vietnam,Asia South East,Resolved,Less than 18,7
2019-04-01,2019,2,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,18
2019-04-01,2019,2,Afghanistan,Asia Central,Raised,Existing asylum application,4
2019-04-01,2019,2,Afghanistan,Asia Central,Resolved,18+,4
2019-04-01,2019,2,Afghanistan,Asia Central,Resolved,Less than 18,13
2019-04-01,2019,2,Albania,Europe Other,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Albania,Europe Other,Resolved,Less than 18,1
2019-04-01,2019,2,Algeria,Africa North,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Algeria,Africa North,Resolved,18+,1
2019-04-01,2019,2,Algeria,Africa North,Resolved,Less than 18,1
2019-04-01,2019,2,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Angola,Africa Sub-Saharan,Resolved,Less than 18,1
2019-04-01,2019,2,Cameroon,Africa Sub-Saharan,Resolved,Less than 18,1
2019-04-01,2019,2,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Chad,Africa Sub-Saharan,Resolved,Less than 18,2
2019-04-01,2019,2,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Egypt,Africa North,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,29
2019-04-01,2019,2,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,7
2019-04-01,2019,2,Eritrea,Africa Sub-Saharan,Resolved,18+,13
2019-04-01,2019,2,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,26
2019-04-01,2019,2,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2019-04-01,2019,2,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,7
2019-04-01,2019,2,"Gambia, The",Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,"Gambia, The",Africa Sub-Saharan,Resolved,18+,1
2019-04-01,2019,2,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,India,Asia South,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,India,Asia South,Resolved,18+,1
2019-04-01,2019,2,Iran,Middle East,Raised,Asylum application raised in quarter,14
2019-04-01,2019,2,Iran,Middle East,Raised,Existing asylum application,3
2019-04-01,2019,2,Iran,Middle East,Resolved,18+,3
2019-04-01,2019,2,Iran,Middle East,Resolved,Less than 18,7
2019-04-01,2019,2,Iraq,Middle East,Raised,Asylum application raised in quarter,15
2019-04-01,2019,2,Iraq,Middle East,Raised,Existing asylum application,2
2019-04-01,2019,2,Iraq,Middle East,Resolved,18+,8
2019-04-01,2019,2,Iraq,Middle East,Resolved,Less than 18,7
2019-04-01,2019,2,Ivory Coast,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Kuwait,Middle East,Resolved,18+,1
2019-04-01,2019,2,Libya,Africa North,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Libya,Africa North,Resolved,Less than 18,1
2019-04-01,2019,2,Morocco,Africa North,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Nepal,Asia South,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Nigeria,Africa Sub-Saharan,Resolved,18+,1
2019-04-01,2019,2,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,1
2019-04-01,2019,2,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Refugee,Other,Raised,Asylum application raised in quarter,2
2019-04-01,2019,2,Refugee,Other,Resolved,Less than 18,1
2019-04-01,2019,2,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-04-01,2019,2,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,1
2019-04-01,2019,2,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2019-04-01,2019,2,Stateless,Other,Raised,Asylum application raised in quarter,2
2019-04-01,2019,2,Stateless,Other,Resolved,Less than 18,1
2019-04-01,2019,2,Sudan,Africa North,Raised,Asylum application raised in quarter,17
2019-04-01,2019,2,Sudan,Africa North,Raised,Existing asylum application,5
2019-04-01,2019,2,Sudan,Africa North,Resolved,18+,14
2019-04-01,2019,2,Sudan,Africa North,Resolved,Less than 18,12
2019-04-01,2019,2,Syria,Middle East,Raised,Asylum application raised in quarter,4
2019-04-01,2019,2,Syria,Middle East,Resolved,Less than 18,2
2019-04-01,2019,2,United States,America North,Resolved,18+,1
2019-04-01,2019,2,Vietnam,Asia South East,Raised,Asylum application raised in quarter,4
2019-04-01,2019,2,Vietnam,Asia South East,Raised,Existing asylum application,1
2019-04-01,2019,2,Vietnam,Asia South East,Resolved,18+,6
2019-04-01,2019,2,Vietnam,Asia South East,Resolved,Less than 18,9
2019-04-01,2019,2,Yemen,Middle East,Raised,Asylum application raised in quarter,2
2019-07-01,2019,3,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,42
2019-07-01,2019,3,Afghanistan,Asia Central,Raised,Existing asylum application,1
2019-07-01,2019,3,Afghanistan,Asia Central,Resolved,18+,9
2019-07-01,2019,3,Afghanistan,Asia Central,Resolved,Less than 18,15
2019-07-01,2019,3,Albania,Europe Other,Raised,Asylum application raised in quarter,3
2019-07-01,2019,3,Albania,Europe Other,Resolved,18+,1
2019-07-01,2019,3,Albania,Europe Other,Resolved,Less than 18,4
2019-07-01,2019,3,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2019-07-01,2019,3,Chad,Africa Sub-Saharan,Raised,Existing asylum application,1
2019-07-01,2019,3,Chad,Africa Sub-Saharan,Resolved,Less than 18,1
2019-07-01,2019,3,China,Asia East,Raised,Asylum application raised in quarter,2
2019-07-01,2019,3,Egypt,Africa North,Raised,Existing asylum application,1
2019-07-01,2019,3,Egypt,Africa North,Resolved,Less than 18,2
2019-07-01,2019,3,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,25
2019-07-01,2019,3,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,4
2019-07-01,2019,3,Eritrea,Africa Sub-Saharan,Resolved,18+,17
2019-07-01,2019,3,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,41
2019-07-01,2019,3,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2019-07-01,2019,3,Ethiopia,Africa Sub-Saharan,Raised,Existing asylum application,2
2019-07-01,2019,3,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,11
2019-07-01,2019,3,"Gambia, The",Africa Sub-Saharan,Resolved,Less than 18,1
2019-07-01,2019,3,Guinea,Africa Sub-Saharan,Raised,Existing asylum application,2
2019-07-01,2019,3,India,Asia South,Raised,Existing asylum application,2
2019-07-01,2019,3,India,Asia South,Resolved,18+,3
2019-07-01,2019,3,Iran,Middle East,Raised,Asylum application raised in quarter,18
2019-07-01,2019,3,Iran,Middle East,Raised,Existing asylum application,3
2019-07-01,2019,3,Iran,Middle East,Resolved,18+,7
2019-07-01,2019,3,Iran,Middle East,Resolved,Less than 18,13
2019-07-01,2019,3,Iraq,Middle East,Raised,Asylum application raised in quarter,11
2019-07-01,2019,3,Iraq,Middle East,Raised,Existing asylum application,3
2019-07-01,2019,3,Iraq,Middle East,Resolved,18+,5
2019-07-01,2019,3,Iraq,Middle East,Resolved,Less than 18,18
2019-07-01,2019,3,Ivory Coast,Africa Sub-Saharan,Raised,Existing asylum application,1
2019-07-01,2019,3,Ivory Coast,Africa Sub-Saharan,Resolved,18+,1
2019-07-01,2019,3,Morocco,Africa North,Resolved,Less than 18,1
2019-07-01,2019,3,Niger,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-07-01,2019,3,Niger,Africa Sub-Saharan,Resolved,Less than 18,1
2019-07-01,2019,3,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,1
2019-07-01,2019,3,Occupied Palestinian Territories,Middle East,Raised,Asylum application raised in quarter,1
2019-07-01,2019,3,Pakistan,Asia South,Resolved,Less than 18,1
2019-07-01,2019,3,Refugee,Other,Raised,Existing asylum application,1
2019-07-01,2019,3,Refugee,Other,Resolved,18+,2
2019-07-01,2019,3,Refugee,Other,Resolved,Less than 18,1
2019-07-01,2019,3,Senegal,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-07-01,2019,3,Sierra Leone,Africa Sub-Saharan,Raised,Existing asylum application,1
2019-07-01,2019,3,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2019-07-01,2019,3,Stateless,Other,Raised,Asylum application raised in quarter,2
2019-07-01,2019,3,Stateless,Other,Resolved,Less than 18,1
2019-07-01,2019,3,Sudan,Africa North,Raised,Asylum application raised in quarter,19
2019-07-01,2019,3,Sudan,Africa North,Raised,Existing asylum application,1
2019-07-01,2019,3,Sudan,Africa North,Resolved,18+,10
2019-07-01,2019,3,Sudan,Africa North,Resolved,Less than 18,20
2019-07-01,2019,3,Sudan (South),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-07-01,2019,3,Syria,Middle East,Raised,Asylum application raised in quarter,2
2019-07-01,2019,3,Syria,Middle East,Resolved,18+,1
2019-07-01,2019,3,Syria,Middle East,Resolved,Less than 18,1
2019-07-01,2019,3,Tanzania,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-07-01,2019,3,Tanzania,Africa Sub-Saharan,Resolved,18+,1
2019-07-01,2019,3,Tunisia,Africa North,Raised,Asylum application raised in quarter,1
2019-07-01,2019,3,Vietnam,Asia South East,Raised,Asylum application raised in quarter,13
2019-07-01,2019,3,Vietnam,Asia South East,Resolved,18+,7
2019-07-01,2019,3,Vietnam,Asia South East,Resolved,Less than 18,12
2019-07-01,2019,3,Yemen,Middle East,Resolved,18+,1
2019-10-01,2019,4,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,24
2019-10-01,2019,4,Afghanistan,Asia Central,Raised,Existing asylum application,4
2019-10-01,2019,4,Afghanistan,Asia Central,Resolved,18+,11
2019-10-01,2019,4,Afghanistan,Asia Central,Resolved,Less than 18,20
2019-10-01,2019,4,Albania,Europe Other,Raised,Asylum application raised in quarter,3
2019-10-01,2019,4,Albania,Europe Other,Raised,Existing asylum application,1
2019-10-01,2019,4,Albania,Europe Other,Resolved,18+,1
2019-10-01,2019,4,Albania,Europe Other,Resolved,Less than 18,2
2019-10-01,2019,4,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-10-01,2019,4,Angola,Africa Sub-Saharan,Resolved,18+,2
2019-10-01,2019,4,Angola,Africa Sub-Saharan,Resolved,Less than 18,1
2019-10-01,2019,4,British overseas citizens,Other,Resolved,Less than 18,1
2019-10-01,2019,4,Burundi,Africa Sub-Saharan,Resolved,Less than 18,1
2019-10-01,2019,4,Central African Republic,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-10-01,2019,4,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,5
2019-10-01,2019,4,Chad,Africa Sub-Saharan,Resolved,18+,2
2019-10-01,2019,4,Chad,Africa Sub-Saharan,Resolved,Less than 18,1
2019-10-01,2019,4,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,25
2019-10-01,2019,4,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,4
2019-10-01,2019,4,Eritrea,Africa Sub-Saharan,Resolved,18+,12
2019-10-01,2019,4,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,31
2019-10-01,2019,4,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-10-01,2019,4,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,6
2019-10-01,2019,4,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2019-10-01,2019,4,Iran,Middle East,Raised,Asylum application raised in quarter,42
2019-10-01,2019,4,Iran,Middle East,Raised,Existing asylum application,1
2019-10-01,2019,4,Iran,Middle East,Resolved,18+,16
2019-10-01,2019,4,Iran,Middle East,Resolved,Less than 18,24
2019-10-01,2019,4,Iraq,Middle East,Raised,Asylum application raised in quarter,25
2019-10-01,2019,4,Iraq,Middle East,Raised,Existing asylum application,3
2019-10-01,2019,4,Iraq,Middle East,Resolved,18+,14
2019-10-01,2019,4,Iraq,Middle East,Resolved,Less than 18,13
2019-10-01,2019,4,Ivory Coast,Africa Sub-Saharan,Resolved,Less than 18,1
2019-10-01,2019,4,Jamaica,America Central and South,Raised,Existing asylum application,1
2019-10-01,2019,4,Libya,Africa North,Raised,Asylum application raised in quarter,1
2019-10-01,2019,4,Libya,Africa North,Resolved,18+,1
2019-10-01,2019,4,Malawi,Africa Sub-Saharan,Raised,Existing asylum application,1
2019-10-01,2019,4,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2019-10-01,2019,4,Nigeria,Africa Sub-Saharan,Resolved,18+,1
2019-10-01,2019,4,Senegal,Africa Sub-Saharan,Resolved,18+,1
2019-10-01,2019,4,Serbia,Europe Other,Resolved,18+,1
2019-10-01,2019,4,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,3
2019-10-01,2019,4,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2019-10-01,2019,4,Somalia,Africa Sub-Saharan,Raised,Existing asylum application,1
2019-10-01,2019,4,Somalia,Africa Sub-Saharan,Resolved,Less than 18,2
2019-10-01,2019,4,Stateless,Other,Resolved,18+,1
2019-10-01,2019,4,Sudan,Africa North,Raised,Asylum application raised in quarter,21
2019-10-01,2019,4,Sudan,Africa North,Raised,Existing asylum application,2
2019-10-01,2019,4,Sudan,Africa North,Resolved,18+,15
2019-10-01,2019,4,Sudan,Africa North,Resolved,Less than 18,9
2019-10-01,2019,4,Sudan (South),Africa Sub-Saharan,Raised,Existing asylum application,1
2019-10-01,2019,4,Sudan (South),Africa Sub-Saharan,Resolved,Less than 18,1
2019-10-01,2019,4,Syria,Middle East,Resolved,18+,2
2019-10-01,2019,4,Syria,Middle East,Resolved,Less than 18,1
