Year,Nationality,Region,Support type granted,Group type,Applications
2019,Turkey,Europe Other,Subsistence Only,Family,14
2019,Turkey,Europe Other,Subsistence Only,Single adult,59
2019,Turkey,Europe Other,Subsistence Only,Unknown,2
2019,Uganda,Africa Sub-Saharan,Accommodation,Family,3
2019,Uganda,Africa Sub-Saharan,Accommodation,Single adult,38
2019,Uganda,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2019,Uganda,Africa Sub-Saharan,Subsistence Only,Family,2
2019,Uganda,Africa Sub-Saharan,Subsistence Only,Single adult,3
2019,Ukraine,Europe Other,Accommodation,Family,2
2019,Ukraine,Europe Other,Accommodation,Single adult,3
2019,Ukraine,Europe Other,Accommodation,Unknown,1
2019,Ukraine,Europe Other,Closed / Invalid,Family,1
2019,Ukraine,Europe Other,Closed / Invalid,Single adult,4
2019,Ukraine,Europe Other,Subsistence Only,Single adult,1
2019,United Arab Emirates,Middle East,Accommodation,Single adult,5
2019,United States,America North,Accommodation,Single adult,4
2019,United States,America North,Subsistence Only,Single adult,1
2019,Uzbekistan,Asia Central,Accommodation,Family,1
2019,Uzbekistan,Asia Central,Accommodation,Single adult,2
2019,Uzbekistan,Asia Central,Accommodation,Unknown,1
2019,Venezuela,America Central and South,Accommodation,Family,1
2019,Venezuela,America Central and South,Accommodation,Single adult,5
2019,Venezuela,America Central and South,Subsistence Only,Single adult,3
2019,Venezuela,America Central and South,Subsistence Only,Unknown,1
2019,Vietnam,Asia South East,Accommodation,Family,24
2019,Vietnam,Asia South East,Accommodation,Single adult,231
2019,Vietnam,Asia South East,Accommodation,Unknown,2
2019,Vietnam,Asia South East,Closed / Invalid,Family,6
2019,Vietnam,Asia South East,Closed / Invalid,Single adult,14
2019,Vietnam,Asia South East,Subsistence Only,Family,2
2019,Vietnam,Asia South East,Subsistence Only,Single adult,5
2019,Western Sahara,Africa North,Accommodation,Single adult,2
2019,Yemen,Middle East,Accommodation,Family,24
2019,Yemen,Middle East,Accommodation,Single adult,162
2019,Yemen,Middle East,Accommodation,Unknown,1
2019,Yemen,Middle East,Closed / Invalid,Single adult,5
2019,Yemen,Middle East,Subsistence Only,Single adult,2
2019,Zambia,Africa Sub-Saharan,Accommodation,Family,2
2019,Zambia,Africa Sub-Saharan,Accommodation,Single adult,6
2019,Zimbabwe,Africa Sub-Saharan,Accommodation,Family,15
2019,Zimbabwe,Africa Sub-Saharan,Accommodation,Single adult,36
2019,Zimbabwe,Africa Sub-Saharan,Accommodation,Unknown,1
2019,Zimbabwe,Africa Sub-Saharan,Closed / Invalid,Family,2
2019,Zimbabwe,Africa Sub-Saharan,Closed / Invalid,Single adult,7
2019,Zimbabwe,Africa Sub-Saharan,Subsistence Only,Family,1
2019,Zimbabwe,Africa Sub-Saharan,Subsistence Only,Single adult,3
2020,Afghanistan,Asia Central,Accommodation,Family,47
2020,Afghanistan,Asia Central,Accommodation,Single adult,303
2020,Afghanistan,Asia Central,Accommodation,Unknown,16
2020,Afghanistan,Asia Central,Closed / Invalid,Family,3
2020,Afghanistan,Asia Central,Closed / Invalid,Single adult,34
2020,Afghanistan,Asia Central,Closed / Invalid,Unknown,1
2020,Afghanistan,Asia Central,Subsistence Only,Family,9
2020,Afghanistan,Asia Central,Subsistence Only,Single adult,101
2020,Afghanistan,Asia Central,Subsistence Only,Unknown,7
2020,Albania,Europe Other,Accommodation,Family,152
2020,Albania,Europe Other,Accommodation,Single adult,157
2020,Albania,Europe Other,Accommodation,Unknown,9
2020,Albania,Europe Other,Closed / Invalid,Family,15
2020,Albania,Europe Other,Closed / Invalid,Single adult,22
2020,Albania,Europe Other,Subsistence Only,Family,161
2020,Albania,Europe Other,Subsistence Only,Single adult,91
2020,Albania,Europe Other,Subsistence Only,Unknown,3
2020,Algeria,Africa North,Accommodation,Family,13
2020,Algeria,Africa North,Accommodation,Single adult,33
2020,Algeria,Africa North,Closed / Invalid,Family,1
2020,Algeria,Africa North,Closed / Invalid,Single adult,3
2020,Algeria,Africa North,Subsistence Only,Single adult,4
2020,Angola,Africa Sub-Saharan,Accommodation,Family,7
2020,Angola,Africa Sub-Saharan,Accommodation,Single adult,16
2020,Angola,Africa Sub-Saharan,Accommodation,Unknown,1
2020,Angola,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2020,Angola,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Angola,Africa Sub-Saharan,Subsistence Only,Single adult,3
2020,Antigua and Barbuda,America Central and South,Accommodation,Family,2
2020,Argentina,America Central and South,Accommodation,Family,1
2020,Argentina,America Central and South,Accommodation,Single adult,2
2020,Argentina,America Central and South,Subsistence Only,Single adult,1
2020,Armenia,Europe Other,Closed / Invalid,Single adult,1
2020,Azerbaijan,Europe Other,Accommodation,Family,2
2020,Azerbaijan,Europe Other,Accommodation,Single adult,3
2020,Azerbaijan,Europe Other,Closed / Invalid,Single adult,2
2020,Azerbaijan,Europe Other,Subsistence Only,Single adult,1
2020,"Bahamas, The",America Central and South,Accommodation,Single adult,1
2020,Bahrain,Middle East,Accommodation,Family,2
2020,Bahrain,Middle East,Accommodation,Single adult,1
2020,Bangladesh,Asia South,Accommodation,Family,28
2020,Bangladesh,Asia South,Accommodation,Single adult,24
2020,Bangladesh,Asia South,Accommodation,Unknown,2
2020,Bangladesh,Asia South,Closed / Invalid,Family,8
2020,Bangladesh,Asia South,Closed / Invalid,Single adult,11
2020,Bangladesh,Asia South,Subsistence Only,Family,8
2020,Bangladesh,Asia South,Subsistence Only,Single adult,42
2020,Bangladesh,Asia South,Subsistence Only,Unknown,2
2020,Barbados,America Central and South,Accommodation,Single adult,1
2020,Belarus,Europe Other,Accommodation,Family,1
2020,Belarus,Europe Other,Accommodation,Single adult,2
2020,Belarus,Europe Other,Accommodation,Unknown,1
2020,Belarus,Europe Other,Closed / Invalid,Single adult,1
2020,Belarus,Europe Other,Subsistence Only,Single adult,1
2020,Benin,Africa Sub-Saharan,Accommodation,Family,2
2020,Benin,Africa Sub-Saharan,Accommodation,Single adult,1
2020,Benin,Africa Sub-Saharan,Subsistence Only,Single adult,1
2020,Bolivia,America Central and South,Accommodation,Family,1
2020,Botswana,Africa Sub-Saharan,Accommodation,Family,3
2020,Botswana,Africa Sub-Saharan,Accommodation,Single adult,12
2020,Botswana,Africa Sub-Saharan,Subsistence Only,Single adult,2
2020,Brazil,America Central and South,Accommodation,Family,8
2020,Brazil,America Central and South,Accommodation,Single adult,8
2020,Brazil,America Central and South,Closed / Invalid,Single adult,1
2020,Brazil,America Central and South,Closed / Invalid,Unknown,1
2020,Brazil,America Central and South,Subsistence Only,Family,3
2020,Brazil,America Central and South,Subsistence Only,Single adult,3
2020,Burkina,Africa Sub-Saharan,Accommodation,Single adult,3
2020,Burkina,Africa Sub-Saharan,Subsistence Only,Single adult,1
2020,Burma,Asia South East,Accommodation,Family,1
2020,Burma,Asia South East,Accommodation,Single adult,3
2020,Burma,Asia South East,Accommodation,Unknown,1
2020,Burma,Asia South East,Closed / Invalid,Family,1
2020,Burma,Asia South East,Closed / Invalid,Single adult,1
2020,Burma,Asia South East,Subsistence Only,Single adult,3
2020,Burundi,Africa Sub-Saharan,Accommodation,Single adult,4
2020,Burundi,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Cameroon,Africa Sub-Saharan,Accommodation,Family,3
2020,Cameroon,Africa Sub-Saharan,Accommodation,Single adult,37
2020,Cameroon,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2020,Cameroon,Africa Sub-Saharan,Subsistence Only,Single adult,16
2020,Cameroon,Africa Sub-Saharan,Subsistence Only,Unknown,1
2020,Canada,America North,Accommodation,Single adult,2
2020,Central African Republic,Africa Sub-Saharan,Accommodation,Single adult,4
2020,Chad,Africa Sub-Saharan,Accommodation,Single adult,37
2020,Chile,America Central and South,Accommodation,Family,1
2020,Chile,America Central and South,Accommodation,Single adult,2
2020,China,Asia East,Accommodation,Family,47
2020,China,Asia East,Accommodation,Single adult,48
2020,China,Asia East,Accommodation,Unknown,11
2020,China,Asia East,Closed / Invalid,Family,8
2020,China,Asia East,Closed / Invalid,Single adult,16
2020,China,Asia East,Subsistence Only,Family,5
2020,China,Asia East,Subsistence Only,Single adult,22
2020,Colombia,America Central and South,Accommodation,Single adult,2
2020,Colombia,America Central and South,Subsistence Only,Single adult,2
2020,Comoros,Africa Sub-Saharan,Accommodation,Unknown,1
2020,Congo,Africa Sub-Saharan,Accommodation,Family,1
2020,Congo,Africa Sub-Saharan,Accommodation,Single adult,9
2020,Congo,Africa Sub-Saharan,Subsistence Only,Family,2
2020,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Family,7
2020,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Single adult,11
2020,Congo (Democratic Republic),Africa Sub-Saharan,Closed / Invalid,Family,1
2020,Congo (Democratic Republic),Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Family,2
2020,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Single adult,9
2020,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Unknown,1
2020,Costa Rica,America Central and South,Accommodation,Single adult,2
2020,Cuba,America Central and South,Accommodation,Single adult,2
2020,Cuba,America Central and South,Accommodation,Unknown,2
2020,Cuba,America Central and South,Closed / Invalid,Single adult,1
2020,Cuba,America Central and South,Closed / Invalid,Unknown,1
2020,Djibouti,Africa Sub-Saharan,Subsistence Only,Single adult,1
2020,Dominica,America Central and South,Accommodation,Single adult,1
2020,Dominica,America Central and South,Closed / Invalid,Family,1
2020,Dominica,America Central and South,Subsistence Only,Single adult,2
2020,Ecuador,America Central and South,Accommodation,Single adult,2
2020,Egypt,Africa North,Accommodation,Family,21
2020,Egypt,Africa North,Accommodation,Single adult,86
2020,Egypt,Africa North,Accommodation,Unknown,1
2020,Egypt,Africa North,Closed / Invalid,Family,2
2020,Egypt,Africa North,Closed / Invalid,Single adult,10
2020,Egypt,Africa North,Subsistence Only,Family,2
2020,Egypt,Africa North,Subsistence Only,Single adult,9
2020,Egypt,Africa North,Subsistence Only,Unknown,1
2020,El Salvador,America Central and South,Accommodation,Family,127
2020,El Salvador,America Central and South,Accommodation,Single adult,150
2020,El Salvador,America Central and South,Accommodation,Unknown,37
2020,El Salvador,America Central and South,Closed / Invalid,Family,2
2020,El Salvador,America Central and South,Closed / Invalid,Single adult,1
2020,El Salvador,America Central and South,Subsistence Only,Family,1
2020,El Salvador,America Central and South,Subsistence Only,Single adult,6
2020,El Salvador,America Central and South,Subsistence Only,Unknown,1
2020,Equatorial Guinea,Africa Sub-Saharan,Accommodation,Single adult,2
2020,Eritrea,Africa Sub-Saharan,Accommodation,Family,51
2020,Eritrea,Africa Sub-Saharan,Accommodation,Single adult,1219
2020,Eritrea,Africa Sub-Saharan,Accommodation,Unknown,3
2020,Eritrea,Africa Sub-Saharan,Closed / Invalid,Single adult,19
2020,Eritrea,Africa Sub-Saharan,Subsistence Only,Family,2
2020,Eritrea,Africa Sub-Saharan,Subsistence Only,Single adult,10
2020,Ethiopia,Africa Sub-Saharan,Accommodation,Family,7
2020,Ethiopia,Africa Sub-Saharan,Accommodation,Single adult,144
2020,Ethiopia,Africa Sub-Saharan,Accommodation,Unknown,2
2020,Ethiopia,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2020,Ethiopia,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Ethiopia,Africa Sub-Saharan,Subsistence Only,Single adult,4
2020,Fiji,Oceania,Accommodation,Single adult,1
2020,Fiji,Oceania,Closed / Invalid,Single adult,1
2020,Fiji,Oceania,Subsistence Only,Single adult,1
2020,Gabon,Africa Sub-Saharan,Accommodation,Single adult,1
2020,Gabon,Africa Sub-Saharan,Subsistence Only,Family,1
2020,"Gambia, The",Africa Sub-Saharan,Accommodation,Family,6
2020,"Gambia, The",Africa Sub-Saharan,Accommodation,Single adult,32
2020,"Gambia, The",Africa Sub-Saharan,Accommodation,Unknown,1
2020,"Gambia, The",Africa Sub-Saharan,Closed / Invalid,Family,1
2020,"Gambia, The",Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Family,1
2020,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Single adult,4
2020,Georgia,Europe Other,Accommodation,Family,6
2020,Georgia,Europe Other,Accommodation,Single adult,19
2020,Georgia,Europe Other,Accommodation,Unknown,6
2020,Georgia,Europe Other,Closed / Invalid,Family,1
2020,Georgia,Europe Other,Closed / Invalid,Single adult,3
2020,Georgia,Europe Other,Subsistence Only,Family,2
2020,Georgia,Europe Other,Subsistence Only,Single adult,3
2020,Ghana,Africa Sub-Saharan,Accommodation,Family,9
2020,Ghana,Africa Sub-Saharan,Accommodation,Single adult,25
2020,Ghana,Africa Sub-Saharan,Accommodation,Unknown,1
2020,Ghana,Africa Sub-Saharan,Closed / Invalid,Family,1
2020,Ghana,Africa Sub-Saharan,Closed / Invalid,Single adult,6
2020,Ghana,Africa Sub-Saharan,Subsistence Only,Family,3
2020,Ghana,Africa Sub-Saharan,Subsistence Only,Single adult,10
2020,Grenada,America Central and South,Accommodation,Family,1
2020,Grenada,America Central and South,Accommodation,Single adult,7
2020,Grenada,America Central and South,Closed / Invalid,Family,1
2020,Grenada,America Central and South,Closed / Invalid,Single adult,1
2020,Grenada,America Central and South,Subsistence Only,Single adult,2
2020,Guatemala,America Central and South,Accommodation,Single adult,2
2020,Guinea,Africa Sub-Saharan,Accommodation,Single adult,21
2020,Guinea,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Guinea,Africa Sub-Saharan,Subsistence Only,Single adult,2
2020,Guinea-Bissau,Africa Sub-Saharan,Accommodation,Single adult,4
2020,Guyana,America Central and South,Accommodation,Family,1
2020,Guyana,America Central and South,Accommodation,Single adult,1
2020,Honduras,America Central and South,Accommodation,Family,27
2020,Honduras,America Central and South,Accommodation,Single adult,35
2020,Honduras,America Central and South,Accommodation,Unknown,2
2020,Honduras,America Central and South,Closed / Invalid,Single adult,2
2020,Honduras,America Central and South,Subsistence Only,Family,1
2020,Honduras,America Central and South,Subsistence Only,Single adult,5
2020,Hong Kong,Asia East,Accommodation,Family,2
2020,Hong Kong,Asia East,Accommodation,Single adult,3
2020,Hong Kong,Asia East,Closed / Invalid,Single adult,1
2020,India,Asia South,Accommodation,Family,28
2020,India,Asia South,Accommodation,Single adult,32
2020,India,Asia South,Accommodation,Unknown,6
2020,India,Asia South,Closed / Invalid,Family,10
2020,India,Asia South,Closed / Invalid,Single adult,11
2020,India,Asia South,Closed / Invalid,Unknown,6
2020,India,Asia South,Subsistence Only,Family,11
2020,India,Asia South,Subsistence Only,Single adult,14
2020,India,Asia South,Subsistence Only,Unknown,2
2020,Indonesia,Asia South East,Accommodation,Single adult,2
2020,Iran,Middle East,Accommodation,Family,118
2020,Iran,Middle East,Accommodation,Single adult,1960
2020,Iran,Middle East,Accommodation,Unknown,50
2020,Iran,Middle East,Closed / Invalid,Family,3
2020,Iran,Middle East,Closed / Invalid,Single adult,32
2020,Iran,Middle East,Closed / Invalid,Unknown,3
2020,Iran,Middle East,Subsistence Only,Family,11
2020,Iran,Middle East,Subsistence Only,Single adult,121
2020,Iran,Middle East,Subsistence Only,Unknown,5
2020,Iraq,Middle East,Accommodation,Family,264
2020,Iraq,Middle East,Accommodation,Single adult,1031
2020,Iraq,Middle East,Accommodation,Unknown,23
2020,Iraq,Middle East,Closed / Invalid,Family,8
2020,Iraq,Middle East,Closed / Invalid,Single adult,40
2020,Iraq,Middle East,Closed / Invalid,Unknown,2
2020,Iraq,Middle East,Subsistence Only,Family,30
2020,Iraq,Middle East,Subsistence Only,Single adult,98
2020,Iraq,Middle East,Subsistence Only,Unknown,2
2020,Israel,Middle East,Accommodation,Single adult,3
2020,Italy,EU 14,Closed / Invalid,Single adult,1
2020,Ivory Coast,Africa Sub-Saharan,Accommodation,Single adult,21
2020,Ivory Coast,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Ivory Coast,Africa Sub-Saharan,Subsistence Only,Single adult,3
2020,Jamaica,America Central and South,Accommodation,Single adult,13
2020,Jamaica,America Central and South,Closed / Invalid,Single adult,6
2020,Jamaica,America Central and South,Subsistence Only,Family,1
2020,Jamaica,America Central and South,Subsistence Only,Single adult,5
2020,Jordan,Middle East,Accommodation,Family,7
2020,Jordan,Middle East,Accommodation,Single adult,12
2020,Jordan,Middle East,Closed / Invalid,Single adult,2
2020,Jordan,Middle East,Subsistence Only,Family,1
2020,Kazakhstan,Asia Central,Accommodation,Family,4
2020,Kazakhstan,Asia Central,Accommodation,Single adult,4
2020,Kenya,Africa Sub-Saharan,Accommodation,Family,5
2020,Kenya,Africa Sub-Saharan,Accommodation,Single adult,32
2020,Kenya,Africa Sub-Saharan,Accommodation,Unknown,2
2020,Kenya,Africa Sub-Saharan,Closed / Invalid,Family,1
2020,Kenya,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2020,Kenya,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2020,Kenya,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Kenya,Africa Sub-Saharan,Subsistence Only,Single adult,8
2020,Korea (North),Asia East,Accommodation,Single adult,2
2020,Korea (South),Asia East,Accommodation,Single adult,1
2020,Kosovo,Europe Other,Subsistence Only,Family,1
2020,Kuwait,Middle East,Accommodation,Family,27
2020,Kuwait,Middle East,Accommodation,Single adult,52
2020,Kuwait,Middle East,Closed / Invalid,Family,2
2020,Kuwait,Middle East,Closed / Invalid,Single adult,1
2020,Kuwait,Middle East,Subsistence Only,Family,4
2020,Kuwait,Middle East,Subsistence Only,Single adult,18
2020,Kuwait,Middle East,Subsistence Only,Unknown,1
2020,Kyrgyzstan,Asia Central,Accommodation,Family,1
2020,Kyrgyzstan,Asia Central,Closed / Invalid,Single adult,1
2020,Laos,Asia South East,Accommodation,Single adult,1
2020,Lebanon,Middle East,Accommodation,Family,7
2020,Lebanon,Middle East,Accommodation,Single adult,14
2020,Lebanon,Middle East,Accommodation,Unknown,1
2020,Lebanon,Middle East,Closed / Invalid,Family,3
2020,Lebanon,Middle East,Subsistence Only,Family,4
2020,Lebanon,Middle East,Subsistence Only,Single adult,5
2020,Lesotho,Africa Sub-Saharan,Accommodation,Single adult,1
2020,Liberia,Africa Sub-Saharan,Accommodation,Family,2
2020,Liberia,Africa Sub-Saharan,Accommodation,Single adult,3
2020,Liberia,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Libya,Africa North,Accommodation,Family,31
2020,Libya,Africa North,Accommodation,Single adult,68
2020,Libya,Africa North,Accommodation,Unknown,1
2020,Libya,Africa North,Closed / Invalid,Family,8
2020,Libya,Africa North,Closed / Invalid,Single adult,5
2020,Libya,Africa North,Subsistence Only,Family,3
2020,Libya,Africa North,Subsistence Only,Single adult,4
2020,Lithuania,EU 8,Accommodation,Single adult,1
2020,Macedonia,Europe Other,Accommodation,Family,1
2020,Malawi,Africa Sub-Saharan,Accommodation,Family,4
2020,Malawi,Africa Sub-Saharan,Accommodation,Single adult,4
2020,Malawi,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Malawi,Africa Sub-Saharan,Subsistence Only,Unknown,1
2020,Malaysia,Asia South East,Accommodation,Family,9
2020,Malaysia,Asia South East,Accommodation,Single adult,16
2020,Malaysia,Asia South East,Closed / Invalid,Family,2
2020,Malaysia,Asia South East,Subsistence Only,Family,2
2020,Maldives,Asia South,Accommodation,Family,1
2020,Maldives,Asia South,Accommodation,Single adult,2
2020,Mali,Africa Sub-Saharan,Accommodation,Single adult,12
2020,Mali,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Mali,Africa Sub-Saharan,Subsistence Only,Single adult,2
2020,Mauritania,Africa North,Accommodation,Single adult,5
2020,Mauritius,Africa Sub-Saharan,Accommodation,Family,6
2020,Mauritius,Africa Sub-Saharan,Accommodation,Single adult,6
2020,Mauritius,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Mauritius,Africa Sub-Saharan,Subsistence Only,Single adult,4
2020,Mexico,America Central and South,Accommodation,Family,2
2020,Mexico,America Central and South,Accommodation,Single adult,3
2020,Mexico,America Central and South,Closed / Invalid,Family,1
2020,Mexico,America Central and South,Subsistence Only,Family,1
2020,Mexico,America Central and South,Subsistence Only,Single adult,1
2020,Mongolia,Asia East,Accommodation,Family,5
2020,Mongolia,Asia East,Accommodation,Single adult,2
2020,Mongolia,Asia East,Subsistence Only,Single adult,1
2020,Morocco,Africa North,Accommodation,Family,10
2020,Morocco,Africa North,Accommodation,Single adult,44
2020,Morocco,Africa North,Closed / Invalid,Single adult,6
2020,Morocco,Africa North,Subsistence Only,Family,4
2020,Morocco,Africa North,Subsistence Only,Single adult,3
2020,Mozambique,Africa Sub-Saharan,Accommodation,Single adult,1
2020,Namibia,Africa Sub-Saharan,Accommodation,Family,34
2020,Namibia,Africa Sub-Saharan,Accommodation,Single adult,135
2020,Namibia,Africa Sub-Saharan,Accommodation,Unknown,4
2020,Namibia,Africa Sub-Saharan,Closed / Invalid,Family,1
2020,Namibia,Africa Sub-Saharan,Closed / Invalid,Single adult,5
2020,Namibia,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Namibia,Africa Sub-Saharan,Subsistence Only,Single adult,2
2020,Nepal,Asia South,Accommodation,Family,3
2020,Nepal,Asia South,Accommodation,Single adult,6
2020,Nepal,Asia South,Subsistence Only,Unknown,1
2020,New Zealand,Oceania,Closed / Invalid,Single adult,1
2020,Nicaragua,America Central and South,Accommodation,Family,3
2020,Nicaragua,America Central and South,Accommodation,Single adult,3
2020,Nicaragua,America Central and South,Closed / Invalid,Single adult,1
2020,Niger,Africa Sub-Saharan,Accommodation,Single adult,2
2020,Nigeria,Africa Sub-Saharan,Accommodation,Family,102
2020,Nigeria,Africa Sub-Saharan,Accommodation,Single adult,140
2020,Nigeria,Africa Sub-Saharan,Accommodation,Unknown,2
2020,Nigeria,Africa Sub-Saharan,Closed / Invalid,Family,11
2020,Nigeria,Africa Sub-Saharan,Closed / Invalid,Single adult,26
2020,Nigeria,Africa Sub-Saharan,Subsistence Only,Family,16
2020,Nigeria,Africa Sub-Saharan,Subsistence Only,Single adult,38
2020,Occupied Palestinian Territories,Middle East,Accommodation,Family,12
2020,Occupied Palestinian Territories,Middle East,Accommodation,Single adult,84
2020,Occupied Palestinian Territories,Middle East,Accommodation,Unknown,3
2020,Occupied Palestinian Territories,Middle East,Closed / Invalid,Family,1
2020,Occupied Palestinian Territories,Middle East,Closed / Invalid,Single adult,2
2020,Occupied Palestinian Territories,Middle East,Closed / Invalid,Unknown,1
2020,Occupied Palestinian Territories,Middle East,Subsistence Only,Family,2
2020,Occupied Palestinian Territories,Middle East,Subsistence Only,Single adult,22
2020,Oman,Middle East,Accommodation,Single adult,4
2020,Other and unknown,Other,Accommodation,Family,7
2020,Other and unknown,Other,Accommodation,Single adult,19
2020,Other and unknown,Other,Accommodation,Unknown,5
2020,Other and unknown,Other,Closed / Invalid,Single adult,2
2020,Other and unknown,Other,Closed / Invalid,Unknown,7484
2020,Other and unknown,Other,Subsistence Only,Family,3
2020,Other and unknown,Other,Subsistence Only,Single adult,4
2020,Pakistan,Asia South,Accommodation,Family,93
2020,Pakistan,Asia South,Accommodation,Single adult,159
2020,Pakistan,Asia South,Accommodation,Unknown,15
2020,Pakistan,Asia South,Closed / Invalid,Family,18
2020,Pakistan,Asia South,Closed / Invalid,Single adult,33
2020,Pakistan,Asia South,Closed / Invalid,Unknown,5
2020,Pakistan,Asia South,Subsistence Only,Family,30
2020,Pakistan,Asia South,Subsistence Only,Single adult,75
2020,Pakistan,Asia South,Subsistence Only,Unknown,8
2020,Peru,America Central and South,Accommodation,Family,2
2020,Philippines,Asia South East,Accommodation,Family,3
2020,Philippines,Asia South East,Accommodation,Single adult,1
2020,Philippines,Asia South East,Subsistence Only,Family,2
2020,Philippines,Asia South East,Subsistence Only,Single adult,6
2020,Poland,EU 8,Closed / Invalid,Single adult,1
2020,Qatar,Middle East,Accommodation,Family,1
2020,Qatar,Middle East,Accommodation,Single adult,6
2020,Qatar,Middle East,Subsistence Only,Family,1
2020,Refugee,Other,Accommodation,Family,9
2020,Refugee,Other,Accommodation,Single adult,17
2020,Refugee,Other,Closed / Invalid,Family,1
2020,Refugee,Other,Subsistence Only,Family,3
2020,Refugee,Other,Subsistence Only,Single adult,6
2020,Romania,EU 2,Accommodation,Single adult,2
2020,Russia,Europe Other,Accommodation,Family,36
2020,Russia,Europe Other,Accommodation,Single adult,49
2020,Russia,Europe Other,Accommodation,Unknown,18
2020,Russia,Europe Other,Closed / Invalid,Family,3
2020,Russia,Europe Other,Closed / Invalid,Single adult,2
2020,Russia,Europe Other,Closed / Invalid,Unknown,1
2020,Russia,Europe Other,Subsistence Only,Family,1
2020,Russia,Europe Other,Subsistence Only,Single adult,5
2020,Russia,Europe Other,Subsistence Only,Unknown,1
2020,Rwanda,Africa Sub-Saharan,Accommodation,Family,1
2020,Rwanda,Africa Sub-Saharan,Accommodation,Single adult,2
2020,Rwanda,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Saudi Arabia,Middle East,Accommodation,Family,3
2020,Saudi Arabia,Middle East,Accommodation,Single adult,33
2020,Saudi Arabia,Middle East,Closed / Invalid,Single adult,3
2020,Saudi Arabia,Middle East,Subsistence Only,Family,1
2020,Saudi Arabia,Middle East,Subsistence Only,Single adult,1
2020,Senegal,Africa Sub-Saharan,Accommodation,Family,1
2020,Senegal,Africa Sub-Saharan,Accommodation,Single adult,17
2020,Senegal,Africa Sub-Saharan,Closed / Invalid,Family,1
2020,Senegal,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Senegal,Africa Sub-Saharan,Subsistence Only,Single adult,2
2020,Sierra Leone,Africa Sub-Saharan,Accommodation,Family,13
2020,Sierra Leone,Africa Sub-Saharan,Accommodation,Single adult,73
2020,Sierra Leone,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2020,Sierra Leone,Africa Sub-Saharan,Subsistence Only,Single adult,9
2020,Singapore,Asia South East,Accommodation,Family,1
2020,Singapore,Asia South East,Accommodation,Single adult,1
2020,Somalia,Africa Sub-Saharan,Accommodation,Family,22
2020,Somalia,Africa Sub-Saharan,Accommodation,Single adult,103
2020,Somalia,Africa Sub-Saharan,Accommodation,Unknown,1
2020,Somalia,Africa Sub-Saharan,Closed / Invalid,Family,1
2020,Somalia,Africa Sub-Saharan,Closed / Invalid,Single adult,9
2020,Somalia,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Somalia,Africa Sub-Saharan,Subsistence Only,Single adult,25
2020,South Africa,Africa Sub-Saharan,Accommodation,Family,7
2020,South Africa,Africa Sub-Saharan,Accommodation,Single adult,8
2020,South Africa,Africa Sub-Saharan,Accommodation,Unknown,1
2020,South Africa,Africa Sub-Saharan,Closed / Invalid,Family,1
2020,South Africa,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,South Africa,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2020,South Africa,Africa Sub-Saharan,Subsistence Only,Family,2
2020,South Africa,Africa Sub-Saharan,Subsistence Only,Single adult,2
2020,Sri Lanka,Asia South,Accommodation,Family,19
2020,Sri Lanka,Asia South,Accommodation,Single adult,33
2020,Sri Lanka,Asia South,Accommodation,Unknown,5
2020,Sri Lanka,Asia South,Closed / Invalid,Family,2
2020,Sri Lanka,Asia South,Closed / Invalid,Single adult,10
2020,Sri Lanka,Asia South,Closed / Invalid,Unknown,2
2020,Sri Lanka,Asia South,Subsistence Only,Family,12
2020,Sri Lanka,Asia South,Subsistence Only,Single adult,45
2020,Sri Lanka,Asia South,Subsistence Only,Unknown,7
