Date,Year,Quarter,Nationality,Region,Sex,Age,Visas granted
2021-01-01,2021,1,Yemen,Middle East,Male,50-69,1
2021-01-01,2021,1,Yemen,Middle East,Male,Under 18,24
2021-01-01,2021,1,Zimbabwe,Africa Sub-Saharan,Female,50-69,1
2021-01-01,2021,1,Zimbabwe,Africa Sub-Saharan,Female,Under 18,3
2021-01-01,2021,1,Zimbabwe,Africa Sub-Saharan,Male,30-49,1
2021-01-01,2021,1,Zimbabwe,Africa Sub-Saharan,Male,Under 18,5
2021-04-01,2021,2,Afghanistan,Asia Central,Female,18-29,12
2021-04-01,2021,2,Afghanistan,Asia Central,Female,30-49,16
2021-04-01,2021,2,Afghanistan,Asia Central,Female,Under 18,23
2021-04-01,2021,2,Afghanistan,Asia Central,Male,50-69,2
2021-04-01,2021,2,Afghanistan,Asia Central,Male,Under 18,19
2021-04-01,2021,2,Bangladesh,Asia South,Female,18-29,1
2021-04-01,2021,2,Bangladesh,Asia South,Female,30-49,1
2021-04-01,2021,2,Burundi,Africa Sub-Saharan,Male,18-29,1
2021-04-01,2021,2,Cameroon,Africa Sub-Saharan,Female,18-29,1
2021-04-01,2021,2,Cameroon,Africa Sub-Saharan,Female,30-49,1
2021-04-01,2021,2,Cameroon,Africa Sub-Saharan,Female,Under 18,5
2021-04-01,2021,2,Cameroon,Africa Sub-Saharan,Male,Under 18,9
2021-04-01,2021,2,Chad,Africa Sub-Saharan,Female,Under 18,1
2021-04-01,2021,2,Chad,Africa Sub-Saharan,Male,Under 18,2
2021-04-01,2021,2,China,Asia East,Female,18-29,1
2021-04-01,2021,2,Congo,Africa Sub-Saharan,Female,Under 18,2
2021-04-01,2021,2,Congo,Africa Sub-Saharan,Male,30-49,1
2021-04-01,2021,2,Congo,Africa Sub-Saharan,Male,Under 18,1
2021-04-01,2021,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,3
2021-04-01,2021,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,2
2021-04-01,2021,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,7
2021-04-01,2021,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,18-29,2
2021-04-01,2021,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,3
2021-04-01,2021,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,7
2021-04-01,2021,2,Denmark,EU 14,Male,30-49,1
2021-04-01,2021,2,Egypt,Africa North,Female,30-49,3
2021-04-01,2021,2,Egypt,Africa North,Female,50-69,1
2021-04-01,2021,2,Egypt,Africa North,Female,Under 18,8
2021-04-01,2021,2,Egypt,Africa North,Male,Under 18,3
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,18-29,117
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,30-49,27
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,50-69,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,Under 18,44
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,18-29,7
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,30-49,21
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,50-69,2
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,Under 18,35
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Female,18-29,9
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Female,30-49,7
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Female,Under 18,6
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,18-29,2
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,30-49,4
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,Under 18,13
2021-04-01,2021,2,"Gambia, The",Africa Sub-Saharan,Female,Under 18,7
2021-04-01,2021,2,"Gambia, The",Africa Sub-Saharan,Male,Under 18,3
2021-04-01,2021,2,Ghana,Africa Sub-Saharan,Female,Under 18,2
2021-04-01,2021,2,Ghana,Africa Sub-Saharan,Male,Under 18,2
2021-04-01,2021,2,Guinea,Africa Sub-Saharan,Female,18-29,1
2021-04-01,2021,2,Guinea,Africa Sub-Saharan,Female,30-49,1
2021-04-01,2021,2,Guinea,Africa Sub-Saharan,Female,Under 18,1
2021-04-01,2021,2,Guinea,Africa Sub-Saharan,Male,Under 18,7
2021-04-01,2021,2,India,Asia South,Female,30-49,1
2021-04-01,2021,2,India,Asia South,Female,50-69,1
2021-04-01,2021,2,India,Asia South,Female,Under 18,1
2021-04-01,2021,2,India,Asia South,Male,50-69,1
2021-04-01,2021,2,India,Asia South,Male,Under 18,1
2021-04-01,2021,2,Iran,Middle East,Female,18-29,31
2021-04-01,2021,2,Iran,Middle East,Female,30-49,103
2021-04-01,2021,2,Iran,Middle East,Female,50-69,4
2021-04-01,2021,2,Iran,Middle East,Female,Under 18,72
2021-04-01,2021,2,Iran,Middle East,Male,18-29,4
2021-04-01,2021,2,Iran,Middle East,Male,30-49,16
2021-04-01,2021,2,Iran,Middle East,Male,50-69,11
2021-04-01,2021,2,Iran,Middle East,Male,70+,1
2021-04-01,2021,2,Iran,Middle East,Male,Under 18,82
2021-04-01,2021,2,Iraq,Middle East,Female,18-29,2
2021-04-01,2021,2,Iraq,Middle East,Female,30-49,10
2021-04-01,2021,2,Iraq,Middle East,Female,Under 18,13
2021-04-01,2021,2,Iraq,Middle East,Male,30-49,3
2021-04-01,2021,2,Iraq,Middle East,Male,50-69,2
2021-04-01,2021,2,Iraq,Middle East,Male,Under 18,5
2021-04-01,2021,2,Ivory Coast,Africa Sub-Saharan,Female,Under 18,1
2021-04-01,2021,2,Ivory Coast,Africa Sub-Saharan,Male,30-49,1
2021-04-01,2021,2,Ivory Coast,Africa Sub-Saharan,Male,Under 18,1
2021-04-01,2021,2,Jordan,Middle East,Female,18-29,1
2021-04-01,2021,2,Kenya,Africa Sub-Saharan,Female,Under 18,2
2021-04-01,2021,2,Kenya,Africa Sub-Saharan,Male,18-29,1
2021-04-01,2021,2,Kenya,Africa Sub-Saharan,Male,Under 18,1
2021-04-01,2021,2,Kuwait,Middle East,Female,30-49,1
2021-04-01,2021,2,Kyrgyzstan,Asia Central,Female,30-49,1
2021-04-01,2021,2,Kyrgyzstan,Asia Central,Female,Under 18,2
2021-04-01,2021,2,Kyrgyzstan,Asia Central,Male,Under 18,1
2021-04-01,2021,2,Libya,Africa North,Female,18-29,2
2021-04-01,2021,2,Libya,Africa North,Female,30-49,3
2021-04-01,2021,2,Libya,Africa North,Female,Under 18,6
2021-04-01,2021,2,Libya,Africa North,Male,18-29,1
2021-04-01,2021,2,Libya,Africa North,Male,Under 18,4
2021-04-01,2021,2,Malawi,Africa Sub-Saharan,Female,Under 18,1
2021-04-01,2021,2,Morocco,Africa North,Female,30-49,1
2021-04-01,2021,2,Morocco,Africa North,Female,Under 18,1
2021-04-01,2021,2,Namibia,Africa Sub-Saharan,Female,Under 18,5
2021-04-01,2021,2,Namibia,Africa Sub-Saharan,Male,Under 18,3
2021-04-01,2021,2,Nigeria,Africa Sub-Saharan,Female,18-29,2
2021-04-01,2021,2,Nigeria,Africa Sub-Saharan,Female,30-49,1
2021-04-01,2021,2,Nigeria,Africa Sub-Saharan,Female,Under 18,3
2021-04-01,2021,2,Nigeria,Africa Sub-Saharan,Male,18-29,2
2021-04-01,2021,2,Nigeria,Africa Sub-Saharan,Male,50-69,1
2021-04-01,2021,2,Nigeria,Africa Sub-Saharan,Male,Under 18,6
2021-04-01,2021,2,Occupied Palestinian Territories,Middle East,Female,18-29,2
2021-04-01,2021,2,Occupied Palestinian Territories,Middle East,Female,30-49,4
2021-04-01,2021,2,Occupied Palestinian Territories,Middle East,Female,Under 18,3
2021-04-01,2021,2,Occupied Palestinian Territories,Middle East,Male,18-29,1
2021-04-01,2021,2,Occupied Palestinian Territories,Middle East,Male,Under 18,9
2021-04-01,2021,2,Other and unknown,Other,Female,18-29,1
2021-04-01,2021,2,Other and unknown,Other,Female,Under 18,2
2021-04-01,2021,2,Other and unknown,Other,Male,Under 18,4
2021-04-01,2021,2,Pakistan,Asia South,Female,18-29,3
2021-04-01,2021,2,Pakistan,Asia South,Female,30-49,4
2021-04-01,2021,2,Pakistan,Asia South,Female,50-69,4
2021-04-01,2021,2,Pakistan,Asia South,Female,Under 18,11
2021-04-01,2021,2,Pakistan,Asia South,Male,18-29,3
2021-04-01,2021,2,Pakistan,Asia South,Male,30-49,4
2021-04-01,2021,2,Pakistan,Asia South,Male,50-69,3
2021-04-01,2021,2,Pakistan,Asia South,Male,Under 18,10
2021-04-01,2021,2,Philippines,Asia South East,Female,Under 18,1
2021-04-01,2021,2,Philippines,Asia South East,Male,Under 18,1
2021-04-01,2021,2,Refugee,Other,Female,18-29,1
2021-04-01,2021,2,Refugee,Other,Female,30-49,1
2021-04-01,2021,2,Refugee,Other,Female,50-69,1
2021-04-01,2021,2,Refugee,Other,Male,18-29,2
2021-04-01,2021,2,Refugee,Other,Male,30-49,1
2021-04-01,2021,2,Refugee,Other,Male,Under 18,3
2021-04-01,2021,2,Russia,Europe Other,Female,30-49,4
2021-04-01,2021,2,Russia,Europe Other,Female,Under 18,4
2021-04-01,2021,2,Russia,Europe Other,Male,Under 18,4
2021-04-01,2021,2,Rwanda,Africa Sub-Saharan,Female,Under 18,2
2021-04-01,2021,2,Rwanda,Africa Sub-Saharan,Male,30-49,1
2021-04-01,2021,2,Sierra Leone,Africa Sub-Saharan,Male,Under 18,1
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,Female,18-29,1
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,Female,30-49,2
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,Female,50-69,1
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,Female,Under 18,11
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,Male,18-29,1
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,Male,30-49,5
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,Male,50-69,1
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,Male,Under 18,8
2021-04-01,2021,2,Sri Lanka,Asia South,Female,18-29,4
2021-04-01,2021,2,Sri Lanka,Asia South,Female,30-49,12
2021-04-01,2021,2,Sri Lanka,Asia South,Female,50-69,4
2021-04-01,2021,2,Sri Lanka,Asia South,Female,Under 18,13
2021-04-01,2021,2,Sri Lanka,Asia South,Male,18-29,2
2021-04-01,2021,2,Sri Lanka,Asia South,Male,30-49,1
2021-04-01,2021,2,Sri Lanka,Asia South,Male,50-69,1
2021-04-01,2021,2,Sri Lanka,Asia South,Male,Under 18,9
2021-04-01,2021,2,Stateless,Other,Female,18-29,3
2021-04-01,2021,2,Stateless,Other,Female,30-49,8
2021-04-01,2021,2,Stateless,Other,Female,50-69,2
2021-04-01,2021,2,Stateless,Other,Female,Under 18,13
2021-04-01,2021,2,Stateless,Other,Male,30-49,1
2021-04-01,2021,2,Stateless,Other,Male,Under 18,12
2021-04-01,2021,2,Sudan,Africa North,Female,18-29,60
2021-04-01,2021,2,Sudan,Africa North,Female,30-49,26
2021-04-01,2021,2,Sudan,Africa North,Female,Under 18,39
2021-04-01,2021,2,Sudan,Africa North,Male,30-49,7
2021-04-01,2021,2,Sudan,Africa North,Male,50-69,6
2021-04-01,2021,2,Sudan,Africa North,Male,Under 18,34
2021-04-01,2021,2,Syria,Middle East,Female,18-29,53
2021-04-01,2021,2,Syria,Middle East,Female,30-49,21
2021-04-01,2021,2,Syria,Middle East,Female,Under 18,59
2021-04-01,2021,2,Syria,Middle East,Male,18-29,2
2021-04-01,2021,2,Syria,Middle East,Male,30-49,4
2021-04-01,2021,2,Syria,Middle East,Male,Under 18,67
2021-04-01,2021,2,Tanzania,Africa Sub-Saharan,Male,50-69,1
2021-04-01,2021,2,Tanzania,Africa Sub-Saharan,Male,Under 18,1
2021-04-01,2021,2,Turkey,Europe Other,Female,18-29,1
2021-04-01,2021,2,Turkey,Europe Other,Female,30-49,7
2021-04-01,2021,2,Turkey,Europe Other,Female,Under 18,8
2021-04-01,2021,2,Turkey,Europe Other,Male,18-29,1
2021-04-01,2021,2,Turkey,Europe Other,Male,30-49,3
2021-04-01,2021,2,Turkey,Europe Other,Male,Under 18,10
2021-04-01,2021,2,Uganda,Africa Sub-Saharan,Female,18-29,3
2021-04-01,2021,2,Uganda,Africa Sub-Saharan,Female,30-49,3
2021-04-01,2021,2,Uganda,Africa Sub-Saharan,Female,50-69,1
2021-04-01,2021,2,Uganda,Africa Sub-Saharan,Female,Under 18,5
2021-04-01,2021,2,Uganda,Africa Sub-Saharan,Male,18-29,3
2021-04-01,2021,2,Uganda,Africa Sub-Saharan,Male,30-49,1
2021-04-01,2021,2,Uganda,Africa Sub-Saharan,Male,Under 18,9
2021-04-01,2021,2,Ukraine,Europe Other,Male,Under 18,1
2021-04-01,2021,2,Vietnam,Asia South East,Female,18-29,1
2021-04-01,2021,2,Vietnam,Asia South East,Female,30-49,1
2021-04-01,2021,2,Vietnam,Asia South East,Female,Under 18,3
2021-04-01,2021,2,Vietnam,Asia South East,Male,30-49,1
2021-04-01,2021,2,Vietnam,Asia South East,Male,Under 18,6
2021-04-01,2021,2,Yemen,Middle East,Female,18-29,6
2021-04-01,2021,2,Yemen,Middle East,Female,30-49,12
2021-04-01,2021,2,Yemen,Middle East,Female,50-69,2
2021-04-01,2021,2,Yemen,Middle East,Female,Under 18,18
2021-04-01,2021,2,Yemen,Middle East,Male,18-29,1
2021-04-01,2021,2,Yemen,Middle East,Male,30-49,1
2021-04-01,2021,2,Yemen,Middle East,Male,Under 18,21
2021-04-01,2021,2,Zimbabwe,Africa Sub-Saharan,Female,30-49,2
2021-04-01,2021,2,Zimbabwe,Africa Sub-Saharan,Female,Under 18,3
2021-04-01,2021,2,Zimbabwe,Africa Sub-Saharan,Male,18-29,2
2021-04-01,2021,2,Zimbabwe,Africa Sub-Saharan,Male,Under 18,4
2021-07-01,2021,3,Afghanistan,Asia Central,Female,18-29,9
2021-07-01,2021,3,Afghanistan,Asia Central,Female,30-49,13
2021-07-01,2021,3,Afghanistan,Asia Central,Female,50-69,1
2021-07-01,2021,3,Afghanistan,Asia Central,Female,Under 18,18
2021-07-01,2021,3,Afghanistan,Asia Central,Male,Under 18,27
2021-07-01,2021,3,Albania,Europe Other,Male,Under 18,1
2021-07-01,2021,3,Angola,Africa Sub-Saharan,Female,Under 18,1
2021-07-01,2021,3,Azerbaijan,Europe Other,Female,Under 18,1
2021-07-01,2021,3,Azerbaijan,Europe Other,Male,Under 18,1
2021-07-01,2021,3,Bangladesh,Asia South,Female,30-49,3
2021-07-01,2021,3,Bangladesh,Asia South,Female,Under 18,5
2021-07-01,2021,3,Brazil,America Central and South,Male,30-49,1
2021-07-01,2021,3,Cameroon,Africa Sub-Saharan,Female,18-29,1
2021-07-01,2021,3,Cameroon,Africa Sub-Saharan,Female,30-49,2
2021-07-01,2021,3,Cameroon,Africa Sub-Saharan,Female,Under 18,8
2021-07-01,2021,3,Cameroon,Africa Sub-Saharan,Male,50-69,1
2021-07-01,2021,3,Cameroon,Africa Sub-Saharan,Male,Under 18,14
2021-07-01,2021,3,China,Asia East,Male,30-49,1
2021-07-01,2021,3,Congo,Africa Sub-Saharan,Male,30-49,1
2021-07-01,2021,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,1
2021-07-01,2021,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,8
2021-07-01,2021,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,1
2021-07-01,2021,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,50-69,1
2021-07-01,2021,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,7
2021-07-01,2021,3,Egypt,Africa North,Female,18-29,1
2021-07-01,2021,3,Egypt,Africa North,Female,30-49,3
2021-07-01,2021,3,Egypt,Africa North,Female,Under 18,7
2021-07-01,2021,3,Egypt,Africa North,Male,30-49,1
2021-07-01,2021,3,Egypt,Africa North,Male,Under 18,11
2021-07-01,2021,3,Equatorial Guinea,Africa Sub-Saharan,Male,18-29,1
2021-07-01,2021,3,Equatorial Guinea,Africa Sub-Saharan,Male,Under 18,1
2021-07-01,2021,3,Eritrea,Africa Sub-Saharan,Female,18-29,97
2021-07-01,2021,3,Eritrea,Africa Sub-Saharan,Female,30-49,23
2021-07-01,2021,3,Eritrea,Africa Sub-Saharan,Female,Under 18,28
2021-07-01,2021,3,Eritrea,Africa Sub-Saharan,Male,18-29,9
2021-07-01,2021,3,Eritrea,Africa Sub-Saharan,Male,30-49,13
2021-07-01,2021,3,Eritrea,Africa Sub-Saharan,Male,Under 18,28
2021-07-01,2021,3,Ethiopia,Africa Sub-Saharan,Female,18-29,16
2021-07-01,2021,3,Ethiopia,Africa Sub-Saharan,Female,30-49,6
2021-07-01,2021,3,Ethiopia,Africa Sub-Saharan,Female,Under 18,7
2021-07-01,2021,3,Ethiopia,Africa Sub-Saharan,Male,18-29,1
2021-07-01,2021,3,Ethiopia,Africa Sub-Saharan,Male,30-49,2
2021-07-01,2021,3,Ethiopia,Africa Sub-Saharan,Male,Under 18,5
2021-07-01,2021,3,"Gambia, The",Africa Sub-Saharan,Female,18-29,1
2021-07-01,2021,3,"Gambia, The",Africa Sub-Saharan,Female,Under 18,1
2021-07-01,2021,3,"Gambia, The",Africa Sub-Saharan,Male,30-49,1
2021-07-01,2021,3,"Gambia, The",Africa Sub-Saharan,Male,Under 18,3
2021-07-01,2021,3,Ghana,Africa Sub-Saharan,Female,30-49,1
2021-07-01,2021,3,Ghana,Africa Sub-Saharan,Female,Under 18,3
2021-07-01,2021,3,Ghana,Africa Sub-Saharan,Male,Under 18,2
2021-07-01,2021,3,Grenada,America Central and South,Male,Under 18,2
2021-07-01,2021,3,Guinea,Africa Sub-Saharan,Female,Under 18,1
2021-07-01,2021,3,India,Asia South,Female,50-69,1
2021-07-01,2021,3,India,Asia South,Male,Under 18,2
2021-07-01,2021,3,Iran,Middle East,Female,18-29,38
2021-07-01,2021,3,Iran,Middle East,Female,30-49,109
2021-07-01,2021,3,Iran,Middle East,Female,50-69,6
2021-07-01,2021,3,Iran,Middle East,Female,Under 18,70
2021-07-01,2021,3,Iran,Middle East,Male,18-29,2
2021-07-01,2021,3,Iran,Middle East,Male,30-49,19
2021-07-01,2021,3,Iran,Middle East,Male,50-69,11
2021-07-01,2021,3,Iran,Middle East,Male,Under 18,89
2021-07-01,2021,3,Iraq,Middle East,Female,18-29,4
2021-07-01,2021,3,Iraq,Middle East,Female,30-49,5
2021-07-01,2021,3,Iraq,Middle East,Female,50-69,1
2021-07-01,2021,3,Iraq,Middle East,Female,Under 18,11
2021-07-01,2021,3,Iraq,Middle East,Male,18-29,1
2021-07-01,2021,3,Iraq,Middle East,Male,30-49,3
2021-07-01,2021,3,Iraq,Middle East,Male,Under 18,13
2021-07-01,2021,3,Ivory Coast,Africa Sub-Saharan,Female,18-29,1
2021-07-01,2021,3,Ivory Coast,Africa Sub-Saharan,Male,Under 18,2
2021-07-01,2021,3,Jordan,Middle East,Female,18-29,1
2021-07-01,2021,3,Jordan,Middle East,Female,Under 18,1
2021-07-01,2021,3,Jordan,Middle East,Male,30-49,1
2021-07-01,2021,3,Kenya,Africa Sub-Saharan,Female,Under 18,2
2021-07-01,2021,3,Kuwait,Middle East,Female,30-49,1
2021-07-01,2021,3,Kuwait,Middle East,Male,Under 18,1
2021-07-01,2021,3,Lebanon,Middle East,Male,50-69,1
2021-07-01,2021,3,Libya,Africa North,Female,30-49,1
2021-07-01,2021,3,Morocco,Africa North,Female,30-49,2
2021-07-01,2021,3,Morocco,Africa North,Female,Under 18,3
2021-07-01,2021,3,Morocco,Africa North,Male,Under 18,1
2021-07-01,2021,3,Namibia,Africa Sub-Saharan,Female,Under 18,1
2021-07-01,2021,3,Namibia,Africa Sub-Saharan,Male,Under 18,1
2021-07-01,2021,3,Nigeria,Africa Sub-Saharan,Female,30-49,1
2021-07-01,2021,3,Nigeria,Africa Sub-Saharan,Female,Under 18,5
2021-07-01,2021,3,Nigeria,Africa Sub-Saharan,Male,Under 18,3
2021-07-01,2021,3,Occupied Palestinian Territories,Middle East,Female,18-29,2
2021-07-01,2021,3,Occupied Palestinian Territories,Middle East,Female,30-49,1
2021-07-01,2021,3,Occupied Palestinian Territories,Middle East,Female,Under 18,1
2021-07-01,2021,3,Other and unknown,Other,Female,18-29,1
2021-07-01,2021,3,Other and unknown,Other,Female,30-49,1
2021-07-01,2021,3,Other and unknown,Other,Female,50-69,1
2021-07-01,2021,3,Other and unknown,Other,Female,Under 18,6
2021-07-01,2021,3,Other and unknown,Other,Male,30-49,1
2021-07-01,2021,3,Other and unknown,Other,Male,Under 18,5
2021-07-01,2021,3,Pakistan,Asia South,Female,18-29,2
2021-07-01,2021,3,Pakistan,Asia South,Female,30-49,3
2021-07-01,2021,3,Pakistan,Asia South,Female,50-69,1
2021-07-01,2021,3,Pakistan,Asia South,Female,Under 18,7
2021-07-01,2021,3,Pakistan,Asia South,Male,18-29,1
2021-07-01,2021,3,Pakistan,Asia South,Male,30-49,1
2021-07-01,2021,3,Pakistan,Asia South,Male,50-69,2
2021-07-01,2021,3,Pakistan,Asia South,Male,Under 18,5
2021-07-01,2021,3,Refugee,Other,Female,18-29,1
2021-07-01,2021,3,Refugee,Other,Female,30-49,10
2021-07-01,2021,3,Refugee,Other,Female,Under 18,11
2021-07-01,2021,3,Refugee,Other,Male,Under 18,11
2021-07-01,2021,3,Russia,Europe Other,Female,50-69,1
2021-07-01,2021,3,Sierra Leone,Africa Sub-Saharan,Male,30-49,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,18-29,3
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,30-49,5
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Female,Under 18,14
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,18-29,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,30-49,2
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,70+,1
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,Male,Under 18,13
2021-07-01,2021,3,South Africa,Africa Sub-Saharan,Male,Under 18,2
2021-07-01,2021,3,Sri Lanka,Asia South,Female,18-29,2
2021-07-01,2021,3,Sri Lanka,Asia South,Female,30-49,7
2021-07-01,2021,3,Sri Lanka,Asia South,Female,Under 18,4
2021-07-01,2021,3,Sri Lanka,Asia South,Male,30-49,1
2021-07-01,2021,3,Sri Lanka,Asia South,Male,Under 18,10
2021-07-01,2021,3,Stateless,Other,Female,18-29,2
2021-07-01,2021,3,Stateless,Other,Female,30-49,8
2021-07-01,2021,3,Stateless,Other,Female,50-69,4
2021-07-01,2021,3,Stateless,Other,Female,Under 18,20
2021-07-01,2021,3,Stateless,Other,Male,18-29,1
2021-07-01,2021,3,Stateless,Other,Male,Under 18,25
2021-07-01,2021,3,Sudan,Africa North,Female,18-29,108
2021-07-01,2021,3,Sudan,Africa North,Female,30-49,32
2021-07-01,2021,3,Sudan,Africa North,Female,50-69,5
2021-07-01,2021,3,Sudan,Africa North,Female,Under 18,38
2021-07-01,2021,3,Sudan,Africa North,Male,18-29,2
2021-07-01,2021,3,Sudan,Africa North,Male,30-49,11
2021-07-01,2021,3,Sudan,Africa North,Male,50-69,1
2021-07-01,2021,3,Sudan,Africa North,Male,Under 18,51
2021-07-01,2021,3,Sudan (South),Africa Sub-Saharan,Female,18-29,1
2021-07-01,2021,3,Sudan (South),Africa Sub-Saharan,Female,30-49,1
2021-07-01,2021,3,Sudan (South),Africa Sub-Saharan,Male,30-49,1
2021-07-01,2021,3,Syria,Middle East,Female,18-29,86
2021-07-01,2021,3,Syria,Middle East,Female,30-49,20
2021-07-01,2021,3,Syria,Middle East,Female,50-69,3
2021-07-01,2021,3,Syria,Middle East,Female,Under 18,90
2021-07-01,2021,3,Syria,Middle East,Male,18-29,3
2021-07-01,2021,3,Syria,Middle East,Male,30-49,5
2021-07-01,2021,3,Syria,Middle East,Male,50-69,1
2021-07-01,2021,3,Syria,Middle East,Male,Under 18,90
2021-07-01,2021,3,Tajikistan,Asia Central,Female,30-49,1
2021-07-01,2021,3,Tajikistan,Asia Central,Female,Under 18,1
2021-07-01,2021,3,Tajikistan,Asia Central,Male,Under 18,2
2021-07-01,2021,3,Tanzania,Africa Sub-Saharan,Male,Under 18,2
2021-07-01,2021,3,Thailand,Asia South East,Female,30-49,1
2021-07-01,2021,3,Thailand,Asia South East,Female,Under 18,3
2021-07-01,2021,3,Thailand,Asia South East,Male,Under 18,1
2021-07-01,2021,3,Turkey,Europe Other,Female,18-29,2
2021-07-01,2021,3,Turkey,Europe Other,Female,30-49,13
2021-07-01,2021,3,Turkey,Europe Other,Female,50-69,1
2021-07-01,2021,3,Turkey,Europe Other,Female,Under 18,16
2021-07-01,2021,3,Turkey,Europe Other,Male,30-49,1
2021-07-01,2021,3,Turkey,Europe Other,Male,Under 18,14
2021-07-01,2021,3,Turkmenistan,Asia Central,Female,30-49,1
2021-07-01,2021,3,Turkmenistan,Asia Central,Female,Under 18,1
2021-07-01,2021,3,Turkmenistan,Asia Central,Male,Under 18,1
2021-07-01,2021,3,Uganda,Africa Sub-Saharan,Female,Under 18,5
2021-07-01,2021,3,Uganda,Africa Sub-Saharan,Male,30-49,1
2021-07-01,2021,3,Uganda,Africa Sub-Saharan,Male,Under 18,3
2021-07-01,2021,3,United States,America North,Female,Under 18,1
2021-07-01,2021,3,Vietnam,Asia South East,Female,30-49,2
2021-07-01,2021,3,Vietnam,Asia South East,Female,Under 18,13
2021-07-01,2021,3,Vietnam,Asia South East,Male,Under 18,7
2021-07-01,2021,3,Yemen,Middle East,Female,18-29,5
2021-07-01,2021,3,Yemen,Middle East,Female,30-49,11
2021-07-01,2021,3,Yemen,Middle East,Female,Under 18,16
2021-07-01,2021,3,Yemen,Middle East,Male,30-49,2
2021-07-01,2021,3,Yemen,Middle East,Male,Under 18,18
2021-07-01,2021,3,Zambia,Africa Sub-Saharan,Female,Under 18,1
2021-07-01,2021,3,Zambia,Africa Sub-Saharan,Male,Under 18,1
2021-07-01,2021,3,Zimbabwe,Africa Sub-Saharan,Female,30-49,1
2021-07-01,2021,3,Zimbabwe,Africa Sub-Saharan,Female,Under 18,3
2021-10-01,2021,4,Afghanistan,Asia Central,Female,18-29,3
2021-10-01,2021,4,Afghanistan,Asia Central,Female,30-49,7
2021-10-01,2021,4,Afghanistan,Asia Central,Female,Under 18,11
2021-10-01,2021,4,Afghanistan,Asia Central,Male,50-69,1
2021-10-01,2021,4,Afghanistan,Asia Central,Male,Under 18,13
2021-10-01,2021,4,Algeria,Africa North,Male,30-49,1
2021-10-01,2021,4,Angola,Africa Sub-Saharan,Male,30-49,1
2021-10-01,2021,4,Bangladesh,Asia South,Female,30-49,4
2021-10-01,2021,4,Bangladesh,Asia South,Female,Under 18,2
2021-10-01,2021,4,Bangladesh,Asia South,Male,50-69,1
2021-10-01,2021,4,Bangladesh,Asia South,Male,Under 18,2
2021-10-01,2021,4,Benin,Africa Sub-Saharan,Female,Under 18,1
2021-10-01,2021,4,Benin,Africa Sub-Saharan,Male,Under 18,2
2021-10-01,2021,4,Botswana,Africa Sub-Saharan,Female,Under 18,2
2021-10-01,2021,4,Burundi,Africa Sub-Saharan,Female,18-29,2
2021-10-01,2021,4,Burundi,Africa Sub-Saharan,Female,Under 18,1
2021-10-01,2021,4,Burundi,Africa Sub-Saharan,Male,Under 18,1
2021-10-01,2021,4,Cameroon,Africa Sub-Saharan,Female,18-29,2
2021-10-01,2021,4,Cameroon,Africa Sub-Saharan,Female,Under 18,1
