Date,Year,Quarter,NRM referral,Nationality,Region,Sex,Age Group,Referrals
2022-09-30,2022,3,NRM referral raised,Somalia,Africa Sub-Saharan,Female,25 to 39,2
2022-09-30,2022,3,NRM referral raised,Somalia,Africa Sub-Saharan,Male,17 and under,3
2022-09-30,2022,3,NRM referral raised,Somalia,Africa Sub-Saharan,Male,25 to 39,3
2022-09-30,2022,3,NRM referral raised,Somalia,Africa Sub-Saharan,Male,40 and over,1
2022-09-30,2022,3,NRM referral raised,South Sudan,Africa Sub-Saharan,Female,18 to 24,1
2022-09-30,2022,3,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,3
2022-09-30,2022,3,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,10
2022-09-30,2022,3,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,25 to 39,1
2022-09-30,2022,3,NRM referral raised,Sri Lanka,Asia South,Male,18 to 24,1
2022-09-30,2022,3,NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,1
2022-09-30,2022,3,NRM referral raised,Stateless,Other,Male,25 to 39,1
2022-09-30,2022,3,NRM referral raised,Sudan,Africa North,Female,25 to 39,3
2022-09-30,2022,3,NRM referral raised,Sudan,Africa North,Male,17 and under,49
2022-09-30,2022,3,NRM referral raised,Sudan,Africa North,Male,18 to 24,71
2022-09-30,2022,3,NRM referral raised,Sudan,Africa North,Male,25 to 39,56
2022-09-30,2022,3,NRM referral raised,Sudan,Africa North,Male,40 and over,3
2022-09-30,2022,3,NRM referral raised,Sudan,Africa North,Unknown,18 to 24,1
2022-09-30,2022,3,NRM referral raised,Syria,Middle East,Male,17 and under,6
2022-09-30,2022,3,NRM referral raised,Syria,Middle East,Male,18 to 24,17
2022-09-30,2022,3,NRM referral raised,Syria,Middle East,Male,25 to 39,16
2022-09-30,2022,3,NRM referral raised,Syria,Middle East,Male,40 and over,2
2022-09-30,2022,3,NRM referral raised,Tunisia,Africa North,Male,17 and under,1
2022-09-30,2022,3,NRM referral raised,Tunisia,Africa North,Male,18 to 24,1
2022-09-30,2022,3,NRM referral raised,Turkey,Europe Other,Male,17 and under,3
2022-09-30,2022,3,NRM referral raised,Turkey,Europe Other,Male,18 to 24,1
2022-09-30,2022,3,NRM referral raised,Turkey,Europe Other,Male,40 and over,1
2022-09-30,2022,3,NRM referral raised,Vietnam,Asia South East,Female,18 to 24,2
2022-09-30,2022,3,NRM referral raised,Vietnam,Asia South East,Female,25 to 39,1
2022-09-30,2022,3,NRM referral raised,Vietnam,Asia South East,Male,17 and under,6
2022-09-30,2022,3,NRM referral raised,Vietnam,Asia South East,Male,18 to 24,4
2022-09-30,2022,3,NRM referral raised,Vietnam,Asia South East,Male,25 to 39,10
2022-09-30,2022,3,NRM referral raised,Yemen,Middle East,Male,18 to 24,1
2022-09-30,2022,3,NRM referral raised,Yemen,Middle East,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Female,17 and under,45
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Female,18 to 24,21
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Female,25 to 39,43
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Female,40 and over,11
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Male,17 and under,789
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,1969
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,1133
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Male,40 and over,65
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Unknown,17 and under,3
2022-12-31,2022,4,No NRM referral raised,Afghanistan,Asia Central,Unknown,18 to 24,4
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Female,17 and under,49
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Female,18 to 24,38
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Female,25 to 39,59
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Female,40 and over,16
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Male,17 and under,83
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Male,18 to 24,330
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Male,25 to 39,384
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Male,40 and over,93
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Unknown,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Unknown,25 to 39,2
2022-12-31,2022,4,No NRM referral raised,Albania,Europe Other,Unknown,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Algeria,Africa North,Female,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Algeria,Africa North,Male,17 and under,2
2022-12-31,2022,4,No NRM referral raised,Algeria,Africa North,Male,18 to 24,7
2022-12-31,2022,4,No NRM referral raised,Algeria,Africa North,Male,25 to 39,32
2022-12-31,2022,4,No NRM referral raised,Algeria,Africa North,Male,40 and over,2
2022-12-31,2022,4,No NRM referral raised,Bangladesh,Asia South,Male,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Bangladesh,Asia South,Male,25 to 39,2
2022-12-31,2022,4,No NRM referral raised,Bangladesh,Asia South,Male,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Burkina Faso,Africa Sub-Saharan,Male,17 and under,3
2022-12-31,2022,4,No NRM referral raised,Burkina Faso,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Burkina Faso,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Burundi,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Cameroon,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Chad,Africa Sub-Saharan,Male,17 and under,4
2022-12-31,2022,4,No NRM referral raised,Chad,Africa Sub-Saharan,Male,18 to 24,7
2022-12-31,2022,4,No NRM referral raised,Chad,Africa Sub-Saharan,Male,25 to 39,5
2022-12-31,2022,4,No NRM referral raised,Chad,Africa Sub-Saharan,Male,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Cyprus (Northern part of),Europe Other,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Egypt,Africa North,Female,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Egypt,Africa North,Female,25 to 39,3
2022-12-31,2022,4,No NRM referral raised,Egypt,Africa North,Male,17 and under,36
2022-12-31,2022,4,No NRM referral raised,Egypt,Africa North,Male,18 to 24,102
2022-12-31,2022,4,No NRM referral raised,Egypt,Africa North,Male,25 to 39,145
2022-12-31,2022,4,No NRM referral raised,Egypt,Africa North,Male,40 and over,35
2022-12-31,2022,4,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,17 and under,26
2022-12-31,2022,4,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,18 to 24,36
2022-12-31,2022,4,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,48
2022-12-31,2022,4,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,40 and over,8
2022-12-31,2022,4,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,42
2022-12-31,2022,4,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,18 to 24,118
2022-12-31,2022,4,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,152
2022-12-31,2022,4,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,40 and over,12
2022-12-31,2022,4,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,17 and under,3
2022-12-31,2022,4,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,18 to 24,6
2022-12-31,2022,4,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,25 to 39,6
2022-12-31,2022,4,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,2
2022-12-31,2022,4,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,21
2022-12-31,2022,4,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,25 to 39,46
2022-12-31,2022,4,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,40 and over,1
2022-12-31,2022,4,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,3
2022-12-31,2022,4,No NRM referral raised,Georgia,Europe Other,Female,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Georgia,Europe Other,Female,18 to 24,2
2022-12-31,2022,4,No NRM referral raised,Georgia,Europe Other,Female,25 to 39,4
2022-12-31,2022,4,No NRM referral raised,Georgia,Europe Other,Female,40 and over,7
2022-12-31,2022,4,No NRM referral raised,Georgia,Europe Other,Male,18 to 24,11
2022-12-31,2022,4,No NRM referral raised,Georgia,Europe Other,Male,25 to 39,81
2022-12-31,2022,4,No NRM referral raised,Georgia,Europe Other,Male,40 and over,25
2022-12-31,2022,4,No NRM referral raised,Georgia,Europe Other,Unknown,25 to 39,2
2022-12-31,2022,4,No NRM referral raised,Germany,EU 14,Male,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Ghana,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,India,Asia South,Female,25 to 39,3
2022-12-31,2022,4,No NRM referral raised,India,Asia South,Male,18 to 24,191
2022-12-31,2022,4,No NRM referral raised,India,Asia South,Male,25 to 39,254
2022-12-31,2022,4,No NRM referral raised,India,Asia South,Male,40 and over,45
2022-12-31,2022,4,No NRM referral raised,India,Asia South,Unknown,18 to 24,3
2022-12-31,2022,4,No NRM referral raised,India,Asia South,Unknown,25 to 39,2
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Female,17 and under,72
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Female,18 to 24,36
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Female,25 to 39,163
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Female,40 and over,41
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Male,17 and under,325
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Male,18 to 24,438
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Male,25 to 39,772
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Male,40 and over,173
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Unknown,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Iran,Middle East,Unknown,25 to 39,3
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Female,17 and under,118
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Female,18 to 24,36
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Female,25 to 39,151
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Female,40 and over,50
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Male,17 and under,230
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Male,18 to 24,307
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Male,25 to 39,393
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Male,40 and over,72
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Unknown,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Iraq,Middle East,Unknown,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Israel,Middle East,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Ivory Coast,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Jordan,Middle East,Male,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Jordan,Middle East,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Kosovo,Europe Other,Male,18 to 24,2
2022-12-31,2022,4,No NRM referral raised,Kosovo,Europe Other,Male,25 to 39,2
2022-12-31,2022,4,No NRM referral raised,Kuwait,Middle East,Female,17 and under,2
2022-12-31,2022,4,No NRM referral raised,Kuwait,Middle East,Female,25 to 39,4
2022-12-31,2022,4,No NRM referral raised,Kuwait,Middle East,Female,40 and over,2
2022-12-31,2022,4,No NRM referral raised,Kuwait,Middle East,Male,17 and under,8
2022-12-31,2022,4,No NRM referral raised,Kuwait,Middle East,Male,18 to 24,9
2022-12-31,2022,4,No NRM referral raised,Kuwait,Middle East,Male,25 to 39,39
2022-12-31,2022,4,No NRM referral raised,Kuwait,Middle East,Male,40 and over,12
2022-12-31,2022,4,No NRM referral raised,Lebanon,Middle East,Male,18 to 24,3
2022-12-31,2022,4,No NRM referral raised,Lebanon,Middle East,Male,25 to 39,4
2022-12-31,2022,4,No NRM referral raised,Libya,Africa North,Male,18 to 24,7
2022-12-31,2022,4,No NRM referral raised,Libya,Africa North,Male,25 to 39,16
2022-12-31,2022,4,No NRM referral raised,Libya,Africa North,Male,40 and over,3
2022-12-31,2022,4,No NRM referral raised,Mali,Africa Sub-Saharan,Male,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Mali,Africa Sub-Saharan,Male,18 to 24,2
2022-12-31,2022,4,No NRM referral raised,Mali,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Mauritania,Africa North,Male,25 to 39,2
2022-12-31,2022,4,No NRM referral raised,Moldova,Europe Other,Female,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Moldova,Europe Other,Female,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Morocco,Africa North,Male,18 to 24,4
2022-12-31,2022,4,No NRM referral raised,Morocco,Africa North,Male,25 to 39,9
2022-12-31,2022,4,No NRM referral raised,Nigeria,Africa Sub-Saharan,Female,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Nigeria,Africa Sub-Saharan,Female,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Nigeria,Africa Sub-Saharan,Male,25 to 39,5
2022-12-31,2022,4,No NRM referral raised,Nigeria,Africa Sub-Saharan,Male,40 and over,2
2022-12-31,2022,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Female,17 and under,5
2022-12-31,2022,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Female,25 to 39,2
2022-12-31,2022,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,17 and under,4
2022-12-31,2022,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,25 to 39,4
2022-12-31,2022,4,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,40 and over,4
2022-12-31,2022,4,No NRM referral raised,Pakistan,Asia South,Male,17 and under,2
2022-12-31,2022,4,No NRM referral raised,Pakistan,Asia South,Male,18 to 24,17
2022-12-31,2022,4,No NRM referral raised,Pakistan,Asia South,Male,25 to 39,30
2022-12-31,2022,4,No NRM referral raised,Pakistan,Asia South,Male,40 and over,6
2022-12-31,2022,4,No NRM referral raised,Pakistan,Asia South,Unknown,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Qatar,Middle East,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Russia,Europe Other,Male,25 to 39,2
2022-12-31,2022,4,No NRM referral raised,Senegal,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,3
2022-12-31,2022,4,No NRM referral raised,Sierra Leone,Africa Sub-Saharan,Male,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Female,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,17 and under,3
2022-12-31,2022,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,18 to 24,5
2022-12-31,2022,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,25 to 39,10
2022-12-31,2022,4,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,40 and over,1
2022-12-31,2022,4,No NRM referral raised,South Sudan,Africa Sub-Saharan,Female,17 and under,1
2022-12-31,2022,4,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,9
2022-12-31,2022,4,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,10
2022-12-31,2022,4,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,25 to 39,4
2022-12-31,2022,4,No NRM referral raised,Sri Lanka,Asia South,Female,17 and under,2
2022-12-31,2022,4,No NRM referral raised,Sri Lanka,Asia South,Female,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Sri Lanka,Asia South,Female,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Sri Lanka,Asia South,Male,18 to 24,7
2022-12-31,2022,4,No NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,36
2022-12-31,2022,4,No NRM referral raised,Sri Lanka,Asia South,Male,40 and over,4
2022-12-31,2022,4,No NRM referral raised,Stateless,Other,Male,17 and under,4
2022-12-31,2022,4,No NRM referral raised,Stateless,Other,Male,18 to 24,5
2022-12-31,2022,4,No NRM referral raised,Stateless,Other,Male,25 to 39,11
2022-12-31,2022,4,No NRM referral raised,Stateless,Other,Male,40 and over,2
2022-12-31,2022,4,No NRM referral raised,Sudan,Africa North,Female,17 and under,4
2022-12-31,2022,4,No NRM referral raised,Sudan,Africa North,Female,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Sudan,Africa North,Female,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Sudan,Africa North,Male,17 and under,72
2022-12-31,2022,4,No NRM referral raised,Sudan,Africa North,Male,18 to 24,178
2022-12-31,2022,4,No NRM referral raised,Sudan,Africa North,Male,25 to 39,157
2022-12-31,2022,4,No NRM referral raised,Sudan,Africa North,Male,40 and over,10
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Female,17 and under,13
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Female,18 to 24,8
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Female,25 to 39,17
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Female,40 and over,4
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Male,17 and under,97
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Male,18 to 24,328
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Male,25 to 39,300
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Male,40 and over,46
2022-12-31,2022,4,No NRM referral raised,Syria,Middle East,Unknown,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Tajikistan,Asia Central,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Tanzania,Africa Sub-Saharan,Male,18 to 24,2
2022-12-31,2022,4,No NRM referral raised,Tanzania,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Tanzania,Africa Sub-Saharan,Male,40 and over,2
2022-12-31,2022,4,No NRM referral raised,Tunisia,Africa North,Male,18 to 24,7
2022-12-31,2022,4,No NRM referral raised,Tunisia,Africa North,Male,25 to 39,10
2022-12-31,2022,4,No NRM referral raised,Turkey,Europe Other,Female,17 and under,11
2022-12-31,2022,4,No NRM referral raised,Turkey,Europe Other,Female,18 to 24,8
2022-12-31,2022,4,No NRM referral raised,Turkey,Europe Other,Female,25 to 39,10
2022-12-31,2022,4,No NRM referral raised,Turkey,Europe Other,Female,40 and over,2
2022-12-31,2022,4,No NRM referral raised,Turkey,Europe Other,Male,17 and under,34
2022-12-31,2022,4,No NRM referral raised,Turkey,Europe Other,Male,18 to 24,148
2022-12-31,2022,4,No NRM referral raised,Turkey,Europe Other,Male,25 to 39,154
2022-12-31,2022,4,No NRM referral raised,Turkey,Europe Other,Male,40 and over,37
2022-12-31,2022,4,No NRM referral raised,Vietnam,Asia South East,Female,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Vietnam,Asia South East,Female,18 to 24,9
2022-12-31,2022,4,No NRM referral raised,Vietnam,Asia South East,Female,25 to 39,11
2022-12-31,2022,4,No NRM referral raised,Vietnam,Asia South East,Female,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Vietnam,Asia South East,Male,17 and under,1
2022-12-31,2022,4,No NRM referral raised,Vietnam,Asia South East,Male,18 to 24,8
2022-12-31,2022,4,No NRM referral raised,Vietnam,Asia South East,Male,25 to 39,24
2022-12-31,2022,4,No NRM referral raised,Vietnam,Asia South East,Male,40 and over,4
2022-12-31,2022,4,No NRM referral raised,Yemen,Middle East,Female,17 and under,2
2022-12-31,2022,4,No NRM referral raised,Yemen,Middle East,Female,18 to 24,1
2022-12-31,2022,4,No NRM referral raised,Yemen,Middle East,Female,25 to 39,1
2022-12-31,2022,4,No NRM referral raised,Yemen,Middle East,Female,40 and over,1
2022-12-31,2022,4,No NRM referral raised,Yemen,Middle East,Male,17 and under,5
2022-12-31,2022,4,No NRM referral raised,Yemen,Middle East,Male,18 to 24,4
2022-12-31,2022,4,No NRM referral raised,Yemen,Middle East,Male,25 to 39,16
2022-12-31,2022,4,No NRM referral raised,Yemen,Middle East,Male,40 and over,3
2022-12-31,2022,4,NRM referral raised,Afghanistan,Asia Central,Female,25 to 39,1
2022-12-31,2022,4,NRM referral raised,Afghanistan,Asia Central,Male,17 and under,44
2022-12-31,2022,4,NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,12
2022-12-31,2022,4,NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,10
2022-12-31,2022,4,NRM referral raised,Afghanistan,Asia Central,Male,40 and over,1
2022-12-31,2022,4,NRM referral raised,Albania,Europe Other,Female,17 and under,2
2022-12-31,2022,4,NRM referral raised,Albania,Europe Other,Female,18 to 24,5
2022-12-31,2022,4,NRM referral raised,Albania,Europe Other,Female,25 to 39,4
2022-12-31,2022,4,NRM referral raised,Albania,Europe Other,Female,40 and over,3
2022-12-31,2022,4,NRM referral raised,Albania,Europe Other,Male,17 and under,20
2022-12-31,2022,4,NRM referral raised,Albania,Europe Other,Male,18 to 24,40
2022-12-31,2022,4,NRM referral raised,Albania,Europe Other,Male,25 to 39,50
2022-12-31,2022,4,NRM referral raised,Albania,Europe Other,Male,40 and over,5
2022-12-31,2022,4,NRM referral raised,Burkina Faso,Africa Sub-Saharan,Male,17 and under,1
2022-12-31,2022,4,NRM referral raised,Chad,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Egypt,Africa North,Male,17 and under,5
2022-12-31,2022,4,NRM referral raised,Egypt,Africa North,Male,18 to 24,3
2022-12-31,2022,4,NRM referral raised,Egypt,Africa North,Male,25 to 39,6
2022-12-31,2022,4,NRM referral raised,Egypt,Africa North,Male,40 and over,1
2022-12-31,2022,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2022-12-31,2022,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,18 to 24,4
2022-12-31,2022,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,6
2022-12-31,2022,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,3
2022-12-31,2022,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,18 to 24,17
2022-12-31,2022,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,20
2022-12-31,2022,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2022-12-31,2022,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,25 to 39,5
2022-12-31,2022,4,NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022-12-31,2022,4,NRM referral raised,Guinea,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,India,Asia South,Female,25 to 39,1
2022-12-31,2022,4,NRM referral raised,India,Asia South,Male,17 and under,1
2022-12-31,2022,4,NRM referral raised,India,Asia South,Male,25 to 39,1
2022-12-31,2022,4,NRM referral raised,India,Asia South,Male,40 and over,1
2022-12-31,2022,4,NRM referral raised,Iran,Middle East,Female,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Iran,Middle East,Female,25 to 39,9
2022-12-31,2022,4,NRM referral raised,Iran,Middle East,Female,40 and over,1
2022-12-31,2022,4,NRM referral raised,Iran,Middle East,Male,17 and under,15
2022-12-31,2022,4,NRM referral raised,Iran,Middle East,Male,18 to 24,3
2022-12-31,2022,4,NRM referral raised,Iran,Middle East,Male,25 to 39,7
2022-12-31,2022,4,NRM referral raised,Iraq,Middle East,Female,17 and under,1
2022-12-31,2022,4,NRM referral raised,Iraq,Middle East,Female,25 to 39,1
2022-12-31,2022,4,NRM referral raised,Iraq,Middle East,Male,17 and under,2
2022-12-31,2022,4,NRM referral raised,Iraq,Middle East,Male,18 to 24,5
2022-12-31,2022,4,NRM referral raised,Iraq,Middle East,Male,25 to 39,1
2022-12-31,2022,4,NRM referral raised,Kuwait,Middle East,Male,17 and under,1
2022-12-31,2022,4,NRM referral raised,Kuwait,Middle East,Male,25 to 39,1
2022-12-31,2022,4,NRM referral raised,Mali,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Morocco,Africa North,Female,25 to 39,1
2022-12-31,2022,4,NRM referral raised,Nigeria,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Pakistan,Asia South,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Senegal,Africa Sub-Saharan,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Senegal,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,NRM referral raised,Somalia,Africa Sub-Saharan,Female,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Somalia,Africa Sub-Saharan,Male,25 to 39,1
2022-12-31,2022,4,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2022-12-31,2022,4,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,5
2022-12-31,2022,4,NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,1
2022-12-31,2022,4,NRM referral raised,Sudan,Africa North,Female,25 to 39,1
2022-12-31,2022,4,NRM referral raised,Sudan,Africa North,Female,40 and over,1
2022-12-31,2022,4,NRM referral raised,Sudan,Africa North,Male,17 and under,20
2022-12-31,2022,4,NRM referral raised,Sudan,Africa North,Male,18 to 24,32
2022-12-31,2022,4,NRM referral raised,Sudan,Africa North,Male,25 to 39,18
2022-12-31,2022,4,NRM referral raised,Sudan,Africa North,Male,40 and over,1
2022-12-31,2022,4,NRM referral raised,Syria,Middle East,Male,17 and under,4
2022-12-31,2022,4,NRM referral raised,Syria,Middle East,Male,18 to 24,7
2022-12-31,2022,4,NRM referral raised,Syria,Middle East,Male,25 to 39,2
2022-12-31,2022,4,NRM referral raised,Turkey,Europe Other,Male,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Turkey,Europe Other,Male,25 to 39,3
2022-12-31,2022,4,NRM referral raised,Turkey,Europe Other,Male,40 and over,2
2022-12-31,2022,4,NRM referral raised,Vietnam,Asia South East,Female,17 and under,2
2022-12-31,2022,4,NRM referral raised,Vietnam,Asia South East,Female,18 to 24,1
2022-12-31,2022,4,NRM referral raised,Vietnam,Asia South East,Female,25 to 39,2
2022-12-31,2022,4,NRM referral raised,Vietnam,Asia South East,Male,17 and under,2
