Date,Year,Quarter,Nationality,Region,Sex,Age Group,NRM Case Outcome,NRM Case Outcome Group,Referrals
2022-07-01,2022,3,Albania,Europe Other,Male,50 to 69,Negative,Reasonable grounds decision,2
2022-07-01,2022,3,Albania,Europe Other,Male,50 to 69,Positive,Reasonable grounds decision,4
2022-07-01,2022,3,Albania,Europe Other,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,67
2022-07-01,2022,3,Albania,Europe Other,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,13
2022-07-01,2022,3,Albania,Europe Other,Male,17 and under,Negative,Conclusive grounds decision,2
2022-07-01,2022,3,Albania,Europe Other,Male,17 and under,Negative,Reasonable grounds decision,42
2022-07-01,2022,3,Albania,Europe Other,Male,17 and under,Positive,Conclusive grounds decision,11
2022-07-01,2022,3,Albania,Europe Other,Male,17 and under,Positive,Reasonable grounds decision,80
2022-07-01,2022,3,Albania,Europe Other,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,39
2022-07-01,2022,3,Albania,Europe Other,Unknown,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Albania,Europe Other,Unknown,17 and under,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Algeria,Africa North,Male,30 to 49,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Algeria,Africa North,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Burundi,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Chad,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2022-07-01,2022,3,Chad,Africa Sub-Saharan,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Chad,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Chad,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,3
2022-07-01,2022,3,Chad,Africa Sub-Saharan,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Egypt,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2022-07-01,2022,3,Egypt,Africa North,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Egypt,Africa North,Male,18 to 29,Negative,Reasonable grounds decision,3
2022-07-01,2022,3,Egypt,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,3
2022-07-01,2022,3,Egypt,Africa North,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2022-07-01,2022,3,Egypt,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,5
2022-07-01,2022,3,Egypt,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,5
2022-07-01,2022,3,Egypt,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,5
2022-07-01,2022,3,Egypt,Africa North,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Egypt,Africa North,Male,17 and under,Negative,Reasonable grounds decision,4
2022-07-01,2022,3,Egypt,Africa North,Male,17 and under,Positive,Reasonable grounds decision,5
2022-07-01,2022,3,Egypt,Africa North,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,3
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,17
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,18 to 29,Negative,Reasonable grounds decision,2
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,17
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,30 to 49,Negative,Reasonable grounds decision,2
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,2
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Positive,Reasonable grounds decision,4
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,17
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,6
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,17
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,2
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,7
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,4
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,10
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Eritrea,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,10
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,2
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Female,17 and under,Positive,Reasonable grounds decision,4
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,15
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,5
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,15
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,4
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,17 and under,Positive,Conclusive grounds decision,1
2022-07-01,2022,3,Ethiopia,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,3
2022-07-01,2022,3,India,Asia South,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Iran,Middle East,Female,18 to 29,Negative,Reasonable grounds decision,3
2022-07-01,2022,3,Iran,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Iran,Middle East,Female,30 to 49,Negative,Reasonable grounds decision,2
2022-07-01,2022,3,Iran,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,4
2022-07-01,2022,3,Iran,Middle East,Female,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2022-07-01,2022,3,Iran,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2022-07-01,2022,3,Iran,Middle East,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,5
2022-07-01,2022,3,Iran,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,7
2022-07-01,2022,3,Iran,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,5
2022-07-01,2022,3,Iran,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,7
2022-07-01,2022,3,Iran,Middle East,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,3
2022-07-01,2022,3,Iran,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,5
2022-07-01,2022,3,Iran,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,7
2022-07-01,2022,3,Iran,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Iran,Middle East,Male,17 and under,Negative,Reasonable grounds decision,4
2022-07-01,2022,3,Iran,Middle East,Male,17 and under,Positive,Reasonable grounds decision,2
2022-07-01,2022,3,Iraq,Middle East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Iraq,Middle East,Female,18 to 29,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Iraq,Middle East,Female,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Iraq,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2022-07-01,2022,3,Iraq,Middle East,Female,30 to 49,Negative,Reasonable grounds decision,2
2022-07-01,2022,3,Iraq,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,3
2022-07-01,2022,3,Iraq,Middle East,Female,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Iraq,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2022-07-01,2022,3,Iraq,Middle East,Male,18 to 29,Negative,Conclusive grounds decision,1
2022-07-01,2022,3,Iraq,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,6
2022-07-01,2022,3,Iraq,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,6
2022-07-01,2022,3,Iraq,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Iraq,Middle East,Male,17 and under,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Iraq,Middle East,Unknown,30 to 49,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Kazakhstan,Asia Central,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Kazakhstan,Asia Central,Female,30 to 49,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Kuwait,Middle East,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Kuwait,Middle East,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Mali,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Mali,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Montenegro,Europe Other,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Morocco,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Morocco,Africa North,Male,18 to 29,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Morocco,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Nigeria,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Nigeria,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,2
2022-07-01,2022,3,Nigeria,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Nigeria,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Nigeria,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Nigeria,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Sierra Leone,Africa Sub-Saharan,Female,17 and under,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Male,17 and under,Positive,Conclusive grounds decision,1
2022-07-01,2022,3,Somalia,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,2
2022-07-01,2022,3,Sri Lanka,Asia South,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Sri Lanka,Asia South,Male,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Sri Lanka,Asia South,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Sri Lanka,Asia South,Male,30 to 49,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Stateless,Other,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Sudan,Africa North,Female,18 to 29,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Sudan,Africa North,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Sudan,Africa North,Female,30 to 49,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Sudan,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,50
2022-07-01,2022,3,Sudan,Africa North,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,15
2022-07-01,2022,3,Sudan,Africa North,Male,18 to 29,Negative,Reasonable grounds decision,20
2022-07-01,2022,3,Sudan,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,50
2022-07-01,2022,3,Sudan,Africa North,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,2
2022-07-01,2022,3,Sudan,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,7
2022-07-01,2022,3,Sudan,Africa North,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,5
2022-07-01,2022,3,Sudan,Africa North,Male,30 to 49,Negative,Reasonable grounds decision,5
2022-07-01,2022,3,Sudan,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,7
2022-07-01,2022,3,Sudan,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,20
2022-07-01,2022,3,Sudan,Africa North,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,6
2022-07-01,2022,3,Sudan,Africa North,Male,17 and under,Awaiting reconsideration,Awaiting a decision,1
2022-07-01,2022,3,Sudan,Africa North,Male,17 and under,Negative,Reasonable grounds decision,9
2022-07-01,2022,3,Sudan,Africa North,Male,17 and under,Positive,Conclusive grounds decision,1
2022-07-01,2022,3,Sudan,Africa North,Male,17 and under,Positive,Reasonable grounds decision,21
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,2
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,4
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Male,17 and under,Positive,Conclusive grounds decision,1
2022-07-01,2022,3,Sudan (South),Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,2
2022-07-01,2022,3,Syria,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,6
2022-07-01,2022,3,Syria,Middle East,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Syria,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,4
2022-07-01,2022,3,Syria,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,6
2022-07-01,2022,3,Syria,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Syria,Middle East,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Syria,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Syria,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,2
2022-07-01,2022,3,Syria,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Syria,Middle East,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Syria,Middle East,Male,17 and under,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Tunisia,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Tunisia,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Tunisia,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Tunisia,Africa North,Male,17 and under,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Turkey,Europe Other,Male,18 to 29,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Turkey,Europe Other,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Turkey,Europe Other,Male,30 to 49,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Turkey,Europe Other,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Turkey,Europe Other,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Turkey,Europe Other,Male,17 and under,Negative,Reasonable grounds decision,1
2022-07-01,2022,3,Turkey,Europe Other,Male,17 and under,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Vietnam,Asia South East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-07-01,2022,3,Vietnam,Asia South East,Female,18 to 29,Positive,Reasonable grounds decision,2
2022-07-01,2022,3,Vietnam,Asia South East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Vietnam,Asia South East,Female,30 to 49,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Vietnam,Asia South East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,6
2022-07-01,2022,3,Vietnam,Asia South East,Male,18 to 29,Negative,Conclusive grounds decision,1
2022-07-01,2022,3,Vietnam,Asia South East,Male,18 to 29,Positive,Reasonable grounds decision,7
2022-07-01,2022,3,Vietnam,Asia South East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,4
2022-07-01,2022,3,Vietnam,Asia South East,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Vietnam,Asia South East,Male,30 to 49,Positive,Reasonable grounds decision,4
2022-07-01,2022,3,Vietnam,Asia South East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,5
2022-07-01,2022,3,Vietnam,Asia South East,Male,17 and under,Positive,Reasonable grounds decision,5
2022-07-01,2022,3,Yemen,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-07-01,2022,3,Yemen,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,1
2022-07-01,2022,3,Yemen,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,1
2022-10-01,2022,4,Afghanistan,Asia Central,Female,18 to 29,Negative,Reasonable grounds decision,1
2022-10-01,2022,4,Afghanistan,Asia Central,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2022-10-01,2022,4,Afghanistan,Asia Central,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,5
2022-10-01,2022,4,Afghanistan,Asia Central,Male,18 to 29,Negative,Reasonable grounds decision,5
2022-10-01,2022,4,Afghanistan,Asia Central,Male,18 to 29,Positive,Reasonable grounds decision,5
2022-10-01,2022,4,Afghanistan,Asia Central,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-10-01,2022,4,Afghanistan,Asia Central,Male,30 to 49,Positive,Reasonable grounds decision,2
2022-10-01,2022,4,Afghanistan,Asia Central,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,10
2022-10-01,2022,4,Afghanistan,Asia Central,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,10
2022-10-01,2022,4,Afghanistan,Asia Central,Male,17 and under,Awaiting reconsideration,Awaiting a decision,1
2022-10-01,2022,4,Afghanistan,Asia Central,Male,17 and under,Negative,Reasonable grounds decision,11
2022-10-01,2022,4,Afghanistan,Asia Central,Male,17 and under,Positive,Reasonable grounds decision,10
2022-10-01,2022,4,Afghanistan,Asia Central,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2022-10-01,2022,4,Albania,Europe Other,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2022-10-01,2022,4,Albania,Europe Other,Female,18 to 29,Negative,Reasonable grounds decision,1
2022-10-01,2022,4,Albania,Europe Other,Female,18 to 29,Positive,Reasonable grounds decision,3
2022-10-01,2022,4,Albania,Europe Other,Female,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2022-10-01,2022,4,Albania,Europe Other,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2022-10-01,2022,4,Albania,Europe Other,Female,30 to 49,Negative,Reasonable grounds decision,1
2022-10-01,2022,4,Albania,Europe Other,Female,30 to 49,Positive,Reasonable grounds decision,3
2022-10-01,2022,4,Albania,Europe Other,Female,17 and under,Negative,Reasonable grounds decision,1
2022-10-01,2022,4,Albania,Europe Other,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,44
2022-10-01,2022,4,Albania,Europe Other,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,10
2022-10-01,2022,4,Albania,Europe Other,Male,18 to 29,Negative,Reasonable grounds decision,7
2022-10-01,2022,4,Albania,Europe Other,Male,18 to 29,Positive,Reasonable grounds decision,44
2022-10-01,2022,4,Albania,Europe Other,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,15
2022-10-01,2022,4,Albania,Europe Other,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-10-01,2022,4,Albania,Europe Other,Male,30 to 49,Awaiting reconsideration,Awaiting a decision,1
2022-10-01,2022,4,Albania,Europe Other,Male,30 to 49,Negative,Conclusive grounds decision,1
2022-10-01,2022,4,Albania,Europe Other,Male,30 to 49,Negative,Reasonable grounds decision,3
2022-10-01,2022,4,Albania,Europe Other,Male,30 to 49,Positive,Conclusive grounds decision,1
2022-10-01,2022,4,Albania,Europe Other,Male,30 to 49,Positive,Reasonable grounds decision,17
2022-10-01,2022,4,Albania,Europe Other,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,7
2022-10-01,2022,4,Albania,Europe Other,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-10-01,2022,4,Albania,Europe Other,Male,17 and under,Negative,Reasonable grounds decision,8
2022-10-01,2022,4,Albania,Europe Other,Male,17 and under,Positive,Conclusive grounds decision,1
2022-10-01,2022,4,Albania,Europe Other,Male,17 and under,Positive,Reasonable grounds decision,8
2022-10-01,2022,4,Albania,Europe Other,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2022-10-01,2022,4,Chad,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-10-01,2022,4,Chad,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2022-10-01,2022,4,Egypt,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-10-01,2022,4,Egypt,Africa North,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2022-10-01,2022,4,Egypt,Africa North,Male,18 to 29,Negative,Reasonable grounds decision,1
2022-10-01,2022,4,Egypt,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,1
2022-10-01,2022,4,Egypt,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2022-10-01,2022,4,Egypt,Africa North,Male,30 to 49,Negative,Reasonable grounds decision,1
2022-10-01,2022,4,Egypt,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,1
2022-10-01,2022,4,Egypt,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2022-10-01,2022,4,Egypt,Africa North,Male,17 and under,Negative,Reasonable grounds decision,2
2022-10-01,2022,4,Egypt,Africa North,Male,17 and under,Positive,Reasonable grounds decision,2
2022-10-01,2022,4,Egypt,Africa North,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
