Date,Year,Quarter,Nationality,Region,Grant,Refused,Initial grant rate
2018-07-01,2018,2018 Q3,Guyana,America Central and South,NA,1,NA
2018-07-01,2018,2018 Q3,Honduras,America Central and South,2,2,0.5
2018-07-01,2018,2018 Q3,Hungary,EU 8,NA,1,NA
2018-07-01,2018,2018 Q3,India,Asia South,7,124,0.05343511450381679
2018-07-01,2018,2018 Q3,Indonesia,Asia South East,1,NA,NA
2018-07-01,2018,2018 Q3,Iran,Middle East,293,285,0.5069204152249135
2018-07-01,2018,2018 Q3,Iraq,Middle East,130,402,0.24436090225563908
2018-07-01,2018,2018 Q3,Italy,EU 14,NA,2,NA
2018-07-01,2018,2018 Q3,Ivory Coast,Africa Sub-Saharan,NA,5,NA
2018-07-01,2018,2018 Q3,Jamaica,America Central and South,6,23,0.20689655172413793
2018-07-01,2018,2018 Q3,Japan,Asia East,NA,1,NA
2018-07-01,2018,2018 Q3,Jordan,Middle East,NA,4,NA
2018-07-01,2018,2018 Q3,Kazakhstan,Asia Central,NA,2,NA
2018-07-01,2018,2018 Q3,Kenya,Africa Sub-Saharan,NA,21,NA
2018-07-01,2018,2018 Q3,Korea (North),Asia East,1,NA,NA
2018-07-01,2018,2018 Q3,Kuwait,Middle East,9,10,0.47368421052631576
2018-07-01,2018,2018 Q3,Kyrgyzstan,Asia Central,2,2,0.5
2018-07-01,2018,2018 Q3,Latvia,EU 8,NA,3,NA
2018-07-01,2018,2018 Q3,Lebanon,Middle East,1,5,0.16666666666666666
2018-07-01,2018,2018 Q3,Liberia,Africa Sub-Saharan,NA,1,NA
2018-07-01,2018,2018 Q3,Libya,Africa North,111,4,0.9652173913043478
2018-07-01,2018,2018 Q3,Malawi,Africa Sub-Saharan,2,5,0.2857142857142857
2018-07-01,2018,2018 Q3,Malaysia,Asia South East,29,20,0.5918367346938775
2018-07-01,2018,2018 Q3,Mali,Africa Sub-Saharan,NA,2,NA
2018-07-01,2018,2018 Q3,Mauritius,Africa Sub-Saharan,NA,7,NA
2018-07-01,2018,2018 Q3,Mexico,America Central and South,NA,1,NA
2018-07-01,2018,2018 Q3,Morocco,Africa North,4,14,0.2222222222222222
2018-07-01,2018,2018 Q3,Namibia,Africa Sub-Saharan,4,17,0.19047619047619047
2018-07-01,2018,2018 Q3,Nepal,Asia South,NA,13,NA
2018-07-01,2018,2018 Q3,Nigeria,Africa Sub-Saharan,23,137,0.14375
2018-07-01,2018,2018 Q3,Occupied Palestinian Territories,Middle East,7,28,0.2
2018-07-01,2018,2018 Q3,Oman,Middle East,1,NA,NA
2018-07-01,2018,2018 Q3,Other and unknown,Other,NA,1,NA
2018-07-01,2018,2018 Q3,Pakistan,Asia South,84,302,0.21761658031088082
2018-07-01,2018,2018 Q3,Philippines,Asia South East,NA,14,NA
2018-07-01,2018,2018 Q3,Poland,EU 8,NA,5,NA
2018-07-01,2018,2018 Q3,Refugee,Other,56,18,0.7567567567567568
2018-07-01,2018,2018 Q3,Romania,EU 2,NA,2,NA
2018-07-01,2018,2018 Q3,Russia,Europe Other,14,13,0.5185185185185185
2018-07-01,2018,2018 Q3,Rwanda,Africa Sub-Saharan,NA,6,NA
2018-07-01,2018,2018 Q3,Saudi Arabia,Middle East,9,4,0.6923076923076923
2018-07-01,2018,2018 Q3,Senegal,Africa Sub-Saharan,2,1,0.6666666666666666
2018-07-01,2018,2018 Q3,Serbia,Europe Other,NA,2,NA
2018-07-01,2018,2018 Q3,Seychelles,Africa Sub-Saharan,1,NA,NA
2018-07-01,2018,2018 Q3,Sierra Leone,Africa Sub-Saharan,3,10,0.23076923076923078
2018-07-01,2018,2018 Q3,Singapore,Asia South East,1,NA,NA
2018-07-01,2018,2018 Q3,Slovakia,EU 8,NA,1,NA
2018-07-01,2018,2018 Q3,Somalia,Africa Sub-Saharan,24,25,0.4897959183673469
2018-07-01,2018,2018 Q3,South Africa,Africa Sub-Saharan,1,8,0.1111111111111111
2018-07-01,2018,2018 Q3,Sri Lanka,Asia South,15,119,0.11194029850746269
2018-07-01,2018,2018 Q3,St. Lucia,America Central and South,1,4,0.2
2018-07-01,2018,2018 Q3,St. Vincent and the Grenadines,America Central and South,5,3,0.625
2018-07-01,2018,2018 Q3,Stateless,Other,12,17,0.41379310344827586
2018-07-01,2018,2018 Q3,Sudan,Africa North,154,154,0.5
2018-07-01,2018,2018 Q3,Sudan (South),Africa Sub-Saharan,NA,1,NA
2018-07-01,2018,2018 Q3,Syria,Middle East,130,15,0.896551724137931
2018-07-01,2018,2018 Q3,Tanzania,Africa Sub-Saharan,2,7,0.2222222222222222
2018-07-01,2018,2018 Q3,Thailand,Asia South East,NA,6,NA
2018-07-01,2018,2018 Q3,Togo,Africa Sub-Saharan,NA,1,NA
2018-07-01,2018,2018 Q3,Trinidad and Tobago,America Central and South,3,3,0.5
2018-07-01,2018,2018 Q3,Tunisia,Africa North,4,7,0.36363636363636365
2018-07-01,2018,2018 Q3,Turkey,Europe Other,42,69,0.3783783783783784
2018-07-01,2018,2018 Q3,Uganda,Africa Sub-Saharan,19,15,0.5588235294117647
2018-07-01,2018,2018 Q3,Ukraine,Europe Other,4,21,0.16
2018-07-01,2018,2018 Q3,United States,America North,NA,1,NA
2018-07-01,2018,2018 Q3,Venezuela,America Central and South,1,3,0.25
2018-07-01,2018,2018 Q3,Vietnam,Asia South East,84,74,0.5316455696202531
2018-07-01,2018,2018 Q3,Yemen,Middle East,25,6,0.8064516129032258
2018-07-01,2018,2018 Q3,Zambia,Africa Sub-Saharan,NA,2,NA
2018-07-01,2018,2018 Q3,Zimbabwe,Africa Sub-Saharan,4,29,0.12121212121212122
2018-10-01,2018,2018 Q4,Afghanistan,Asia Central,161,126,0.5609756097560976
2018-10-01,2018,2018 Q4,Albania,Europe Other,14,152,0.08433734939759036
2018-10-01,2018,2018 Q4,Algeria,Africa North,1,13,0.07142857142857142
2018-10-01,2018,2018 Q4,Angola,Africa Sub-Saharan,NA,8,NA
2018-10-01,2018,2018 Q4,Antigua and Barbuda,America Central and South,NA,1,NA
2018-10-01,2018,2018 Q4,Australia,Oceania,NA,3,NA
2018-10-01,2018,2018 Q4,Azerbaijan,Europe Other,3,7,0.3
2018-10-01,2018,2018 Q4,Bahrain,Middle East,NA,1,NA
2018-10-01,2018,2018 Q4,Bangladesh,Asia South,26,237,0.09885931558935361
2018-10-01,2018,2018 Q4,Barbados,America Central and South,1,NA,NA
2018-10-01,2018,2018 Q4,Belarus,Europe Other,NA,1,NA
2018-10-01,2018,2018 Q4,Belize,America Central and South,NA,1,NA
2018-10-01,2018,2018 Q4,Botswana,Africa Sub-Saharan,1,1,0.5
2018-10-01,2018,2018 Q4,Brazil,America Central and South,NA,5,NA
2018-10-01,2018,2018 Q4,Burkina,Africa Sub-Saharan,NA,1,NA
2018-10-01,2018,2018 Q4,Burma,Asia South East,1,6,0.14285714285714285
2018-10-01,2018,2018 Q4,Burundi,Africa Sub-Saharan,NA,3,NA
2018-10-01,2018,2018 Q4,Cameroon,Africa Sub-Saharan,19,29,0.3958333333333333
2018-10-01,2018,2018 Q4,Canada,America North,NA,1,NA
2018-10-01,2018,2018 Q4,Chad,Africa Sub-Saharan,1,4,0.2
2018-10-01,2018,2018 Q4,Chile,America Central and South,NA,3,NA
2018-10-01,2018,2018 Q4,China,Asia East,8,82,0.08888888888888889
2018-10-01,2018,2018 Q4,Colombia,America Central and South,NA,2,NA
2018-10-01,2018,2018 Q4,Congo,Africa Sub-Saharan,3,4,0.42857142857142855
2018-10-01,2018,2018 Q4,Congo (Democratic Republic),Africa Sub-Saharan,7,33,0.175
2018-10-01,2018,2018 Q4,Costa Rica,America Central and South,NA,1,NA
2018-10-01,2018,2018 Q4,Dominica,America Central and South,NA,1,NA
2018-10-01,2018,2018 Q4,Ecuador,America Central and South,NA,2,NA
2018-10-01,2018,2018 Q4,Egypt,Africa North,5,44,0.10204081632653061
2018-10-01,2018,2018 Q4,El Salvador,America Central and South,3,5,0.375
2018-10-01,2018,2018 Q4,Eritrea,Africa Sub-Saharan,286,172,0.6244541484716157
2018-10-01,2018,2018 Q4,Ethiopia,Africa Sub-Saharan,44,69,0.3893805309734513
2018-10-01,2018,2018 Q4,France,EU 14,NA,2,NA
2018-10-01,2018,2018 Q4,Gabon,Africa Sub-Saharan,1,NA,NA
2018-10-01,2018,2018 Q4,"Gambia, The",Africa Sub-Saharan,6,8,0.42857142857142855
2018-10-01,2018,2018 Q4,Georgia,Europe Other,NA,8,NA
2018-10-01,2018,2018 Q4,Germany,EU 14,NA,1,NA
2018-10-01,2018,2018 Q4,Ghana,Africa Sub-Saharan,3,30,0.09090909090909091
2018-10-01,2018,2018 Q4,Grenada,America Central and South,NA,2,NA
2018-10-01,2018,2018 Q4,Guatemala,America Central and South,1,1,0.5
2018-10-01,2018,2018 Q4,Guinea,Africa Sub-Saharan,2,4,0.3333333333333333
2018-10-01,2018,2018 Q4,Honduras,America Central and South,NA,5,NA
2018-10-01,2018,2018 Q4,India,Asia South,4,117,0.03305785123966942
2018-10-01,2018,2018 Q4,Indonesia,Asia South East,NA,1,NA
2018-10-01,2018,2018 Q4,Iran,Middle East,265,214,0.5532359081419624
2018-10-01,2018,2018 Q4,Iraq,Middle East,94,293,0.24289405684754523
2018-10-01,2018,2018 Q4,Ivory Coast,Africa Sub-Saharan,1,6,0.14285714285714285
2018-10-01,2018,2018 Q4,Jamaica,America Central and South,3,23,0.11538461538461539
2018-10-01,2018,2018 Q4,Japan,Asia East,NA,1,NA
2018-10-01,2018,2018 Q4,Jordan,Middle East,1,4,0.2
2018-10-01,2018,2018 Q4,Kazakhstan,Asia Central,3,1,0.75
2018-10-01,2018,2018 Q4,Kenya,Africa Sub-Saharan,3,13,0.1875
2018-10-01,2018,2018 Q4,Korea (North),Asia East,NA,1,NA
2018-10-01,2018,2018 Q4,Kosovo,Europe Other,1,1,0.5
2018-10-01,2018,2018 Q4,Kuwait,Middle East,28,9,0.7567567567567568
2018-10-01,2018,2018 Q4,Kyrgyzstan,Asia Central,NA,2,NA
2018-10-01,2018,2018 Q4,Latvia,EU 8,NA,2,NA
2018-10-01,2018,2018 Q4,Lebanon,Middle East,3,7,0.3
2018-10-01,2018,2018 Q4,Libya,Africa North,77,4,0.9506172839506173
2018-10-01,2018,2018 Q4,Lithuania,EU 8,NA,2,NA
2018-10-01,2018,2018 Q4,Malawi,Africa Sub-Saharan,NA,11,NA
2018-10-01,2018,2018 Q4,Malaysia,Asia South East,16,23,0.41025641025641024
2018-10-01,2018,2018 Q4,Mauritius,Africa Sub-Saharan,1,5,0.16666666666666666
2018-10-01,2018,2018 Q4,Mexico,America Central and South,NA,3,NA
2018-10-01,2018,2018 Q4,Mongolia,Asia East,NA,2,NA
2018-10-01,2018,2018 Q4,Morocco,Africa North,9,12,0.42857142857142855
2018-10-01,2018,2018 Q4,Mozambique,Africa Sub-Saharan,NA,2,NA
2018-10-01,2018,2018 Q4,Namibia,Africa Sub-Saharan,4,18,0.18181818181818182
2018-10-01,2018,2018 Q4,Nepal,Asia South,2,9,0.18181818181818182
2018-10-01,2018,2018 Q4,Nicaragua,America Central and South,NA,1,NA
2018-10-01,2018,2018 Q4,Nigeria,Africa Sub-Saharan,32,98,0.24615384615384617
2018-10-01,2018,2018 Q4,Occupied Palestinian Territories,Middle East,9,17,0.34615384615384615
2018-10-01,2018,2018 Q4,Oman,Middle East,1,NA,NA
2018-10-01,2018,2018 Q4,Other and unknown,Other,NA,1,NA
2018-10-01,2018,2018 Q4,Pakistan,Asia South,80,269,0.22922636103151864
2018-10-01,2018,2018 Q4,Philippines,Asia South East,1,9,0.1
2018-10-01,2018,2018 Q4,Poland,EU 8,NA,3,NA
2018-10-01,2018,2018 Q4,Refugee,Other,46,5,0.9019607843137255
2018-10-01,2018,2018 Q4,Romania,EU 2,NA,3,NA
2018-10-01,2018,2018 Q4,Russia,Europe Other,13,9,0.5909090909090909
2018-10-01,2018,2018 Q4,Rwanda,Africa Sub-Saharan,2,4,0.3333333333333333
2018-10-01,2018,2018 Q4,Sao Tome and Principe,Africa Sub-Saharan,1,NA,NA
2018-10-01,2018,2018 Q4,Saudi Arabia,Middle East,2,4,0.3333333333333333
2018-10-01,2018,2018 Q4,Senegal,Africa Sub-Saharan,1,3,0.25
2018-10-01,2018,2018 Q4,Sierra Leone,Africa Sub-Saharan,NA,3,NA
2018-10-01,2018,2018 Q4,Singapore,Asia South East,NA,1,NA
2018-10-01,2018,2018 Q4,Slovakia,EU 8,NA,1,NA
2018-10-01,2018,2018 Q4,Somalia,Africa Sub-Saharan,31,21,0.5961538461538461
2018-10-01,2018,2018 Q4,South Africa,Africa Sub-Saharan,1,12,0.07692307692307693
2018-10-01,2018,2018 Q4,Sri Lanka,Asia South,12,105,0.10256410256410256
2018-10-01,2018,2018 Q4,St. Kitts and Nevis,America Central and South,NA,1,NA
2018-10-01,2018,2018 Q4,St. Lucia,America Central and South,NA,2,NA
2018-10-01,2018,2018 Q4,St. Vincent and the Grenadines,America Central and South,1,1,0.5
2018-10-01,2018,2018 Q4,Stateless,Other,29,31,0.48333333333333334
2018-10-01,2018,2018 Q4,Sudan,Africa North,228,136,0.6263736263736264
2018-10-01,2018,2018 Q4,Sudan (South),Africa Sub-Saharan,NA,4,NA
2018-10-01,2018,2018 Q4,Swaziland,Africa Sub-Saharan,1,1,0.5
2018-10-01,2018,2018 Q4,Syria,Middle East,97,16,0.8584070796460177
2018-10-01,2018,2018 Q4,Tanzania,Africa Sub-Saharan,NA,7,NA
2018-10-01,2018,2018 Q4,Thailand,Asia South East,1,4,0.2
2018-10-01,2018,2018 Q4,Togo,Africa Sub-Saharan,NA,1,NA
2018-10-01,2018,2018 Q4,Trinidad and Tobago,America Central and South,2,5,0.2857142857142857
2018-10-01,2018,2018 Q4,Tunisia,Africa North,NA,3,NA
2018-10-01,2018,2018 Q4,Turkey,Europe Other,76,64,0.5428571428571428
2018-10-01,2018,2018 Q4,Turkmenistan,Asia Central,1,NA,NA
2018-10-01,2018,2018 Q4,Uganda,Africa Sub-Saharan,22,7,0.7586206896551724
2018-10-01,2018,2018 Q4,Ukraine,Europe Other,1,24,0.04
2018-10-01,2018,2018 Q4,United States,America North,NA,4,NA
2018-10-01,2018,2018 Q4,Uzbekistan,Asia Central,NA,4,NA
2018-10-01,2018,2018 Q4,Venezuela,America Central and South,1,5,0.16666666666666666
2018-10-01,2018,2018 Q4,Vietnam,Asia South East,72,103,0.4114285714285714
2018-10-01,2018,2018 Q4,Yemen,Middle East,36,6,0.8571428571428571
2018-10-01,2018,2018 Q4,Zambia,Africa Sub-Saharan,NA,5,NA
2018-10-01,2018,2018 Q4,Zimbabwe,Africa Sub-Saharan,3,17,0.15
2019-01-01,2019,2019 Q1,Afghanistan,Asia Central,267,140,0.6560196560196561
2019-01-01,2019,2019 Q1,Albania,Europe Other,59,276,0.1761194029850746
2019-01-01,2019,2019 Q1,Algeria,Africa North,5,22,0.18518518518518517
2019-01-01,2019,2019 Q1,Angola,Africa Sub-Saharan,NA,8,NA
2019-01-01,2019,2019 Q1,Armenia,Europe Other,2,1,0.6666666666666666
2019-01-01,2019,2019 Q1,Azerbaijan,Europe Other,4,5,0.4444444444444444
2019-01-01,2019,2019 Q1,Bahrain,Middle East,NA,2,NA
2019-01-01,2019,2019 Q1,Bangladesh,Asia South,19,113,0.14393939393939395
2019-01-01,2019,2019 Q1,Belarus,Europe Other,NA,1,NA
2019-01-01,2019,2019 Q1,Benin,Africa Sub-Saharan,NA,1,NA
2019-01-01,2019,2019 Q1,Bolivia,America Central and South,NA,2,NA
2019-01-01,2019,2019 Q1,Botswana,Africa Sub-Saharan,1,3,0.25
2019-01-01,2019,2019 Q1,Brazil,America Central and South,NA,9,NA
2019-01-01,2019,2019 Q1,Burkina,Africa Sub-Saharan,NA,1,NA
2019-01-01,2019,2019 Q1,Burma,Asia South East,3,5,0.375
2019-01-01,2019,2019 Q1,Burundi,Africa Sub-Saharan,2,NA,NA
2019-01-01,2019,2019 Q1,Cameroon,Africa Sub-Saharan,12,16,0.42857142857142855
2019-01-01,2019,2019 Q1,Chad,Africa Sub-Saharan,1,NA,NA
2019-01-01,2019,2019 Q1,China,Asia East,6,85,0.06593406593406594
2019-01-01,2019,2019 Q1,Colombia,America Central and South,NA,1,NA
2019-01-01,2019,2019 Q1,Congo,Africa Sub-Saharan,NA,1,NA
2019-01-01,2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,5,16,0.23809523809523808
2019-01-01,2019,2019 Q1,Costa Rica,America Central and South,NA,1,NA
2019-01-01,2019,2019 Q1,Czech Republic,EU 8,NA,1,NA
2019-01-01,2019,2019 Q1,Dominica,America Central and South,NA,1,NA
2019-01-01,2019,2019 Q1,East Timor,Asia South East,2,NA,NA
2019-01-01,2019,2019 Q1,Ecuador,America Central and South,NA,1,NA
2019-01-01,2019,2019 Q1,Egypt,Africa North,11,36,0.23404255319148937
2019-01-01,2019,2019 Q1,El Salvador,America Central and South,5,10,0.3333333333333333
2019-01-01,2019,2019 Q1,Eritrea,Africa Sub-Saharan,441,121,0.7846975088967971
2019-01-01,2019,2019 Q1,Ethiopia,Africa Sub-Saharan,43,81,0.3467741935483871
2019-01-01,2019,2019 Q1,"Gambia, The",Africa Sub-Saharan,4,4,0.5
2019-01-01,2019,2019 Q1,Georgia,Europe Other,1,5,0.16666666666666666
2019-01-01,2019,2019 Q1,Ghana,Africa Sub-Saharan,1,29,0.03333333333333333
2019-01-01,2019,2019 Q1,Grenada,America Central and South,1,2,0.3333333333333333
2019-01-01,2019,2019 Q1,Guatemala,America Central and South,1,NA,NA
2019-01-01,2019,2019 Q1,Guinea,Africa Sub-Saharan,5,5,0.5
2019-01-01,2019,2019 Q1,Guinea-Bissau,Africa Sub-Saharan,NA,1,NA
2019-01-01,2019,2019 Q1,Guyana,America Central and South,NA,1,NA
2019-01-01,2019,2019 Q1,Honduras,America Central and South,NA,2,NA
2019-01-01,2019,2019 Q1,Hungary,EU 8,NA,1,NA
2019-01-01,2019,2019 Q1,India,Asia South,7,110,0.05982905982905983
2019-01-01,2019,2019 Q1,Iran,Middle East,599,356,0.6272251308900524
2019-01-01,2019,2019 Q1,Iraq,Middle East,132,361,0.26774847870182555
2019-01-01,2019,2019 Q1,Italy,EU 14,NA,2,NA
2019-01-01,2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,1,5,0.16666666666666666
2019-01-01,2019,2019 Q1,Jamaica,America Central and South,1,16,0.058823529411764705
2019-01-01,2019,2019 Q1,Jordan,Middle East,NA,4,NA
2019-01-01,2019,2019 Q1,Kazakhstan,Asia Central,NA,1,NA
2019-01-01,2019,2019 Q1,Kenya,Africa Sub-Saharan,2,12,0.14285714285714285
2019-01-01,2019,2019 Q1,Kosovo,Europe Other,NA,1,NA
2019-01-01,2019,2019 Q1,Kuwait,Middle East,4,4,0.5
2019-01-01,2019,2019 Q1,Kyrgyzstan,Asia Central,1,NA,NA
2019-01-01,2019,2019 Q1,Latvia,EU 8,NA,3,NA
2019-01-01,2019,2019 Q1,Lebanon,Middle East,NA,2,NA
2019-01-01,2019,2019 Q1,Libya,Africa North,52,8,0.8666666666666667
2019-01-01,2019,2019 Q1,Lithuania,EU 8,NA,1,NA
2019-01-01,2019,2019 Q1,Malawi,Africa Sub-Saharan,6,10,0.375
2019-01-01,2019,2019 Q1,Malaysia,Asia South East,7,12,0.3684210526315789
2019-01-01,2019,2019 Q1,Mali,Africa Sub-Saharan,1,1,0.5
2019-01-01,2019,2019 Q1,Mauritania,Africa North,NA,1,NA
2019-01-01,2019,2019 Q1,Mauritius,Africa Sub-Saharan,NA,8,NA
2019-01-01,2019,2019 Q1,Mexico,America Central and South,1,NA,NA
2019-01-01,2019,2019 Q1,Moldova,Europe Other,NA,1,NA
2019-01-01,2019,2019 Q1,Mongolia,Asia East,NA,2,NA
2019-01-01,2019,2019 Q1,Morocco,Africa North,3,10,0.23076923076923078
2019-01-01,2019,2019 Q1,Mozambique,Africa Sub-Saharan,NA,1,NA
2019-01-01,2019,2019 Q1,Namibia,Africa Sub-Saharan,2,22,0.08333333333333333
2019-01-01,2019,2019 Q1,Nepal,Asia South,3,7,0.3
2019-01-01,2019,2019 Q1,Netherlands,EU 14,NA,1,NA
2019-01-01,2019,2019 Q1,Nicaragua,America Central and South,1,1,0.5
2019-01-01,2019,2019 Q1,Niger,Africa Sub-Saharan,NA,1,NA
2019-01-01,2019,2019 Q1,Nigeria,Africa Sub-Saharan,58,116,0.3333333333333333
2019-01-01,2019,2019 Q1,Occupied Palestinian Territories,Middle East,3,16,0.15789473684210525
2019-01-01,2019,2019 Q1,Other and unknown,Other,1,NA,NA
2019-01-01,2019,2019 Q1,Pakistan,Asia South,72,155,0.31718061674008813
2019-01-01,2019,2019 Q1,Philippines,Asia South East,1,7,0.125
2019-01-01,2019,2019 Q1,Portugal,EU 14,NA,2,NA
2019-01-01,2019,2019 Q1,Refugee,Other,69,19,0.7840909090909091
2019-01-01,2019,2019 Q1,Romania,EU 2,NA,4,NA
2019-01-01,2019,2019 Q1,Russia,Europe Other,18,7,0.72
2019-01-01,2019,2019 Q1,Rwanda,Africa Sub-Saharan,1,NA,NA
2019-01-01,2019,2019 Q1,Saudi Arabia,Middle East,4,2,0.6666666666666666
2019-01-01,2019,2019 Q1,Senegal,Africa Sub-Saharan,1,5,0.16666666666666666
2019-01-01,2019,2019 Q1,Sierra Leone,Africa Sub-Saharan,NA,6,NA
2019-01-01,2019,2019 Q1,Slovakia,EU 8,NA,1,NA
2019-01-01,2019,2019 Q1,Somalia,Africa Sub-Saharan,47,18,0.7230769230769231
2019-01-01,2019,2019 Q1,South Africa,Africa Sub-Saharan,1,12,0.07692307692307693
2019-01-01,2019,2019 Q1,Sri Lanka,Asia South,25,45,0.35714285714285715
2019-01-01,2019,2019 Q1,St. Kitts and Nevis,America Central and South,NA,3,NA
2019-01-01,2019,2019 Q1,St. Lucia,America Central and South,1,3,0.25
2019-01-01,2019,2019 Q1,St. Vincent and the Grenadines,America Central and South,2,NA,NA
2019-01-01,2019,2019 Q1,Stateless,Other,12,12,0.5
2019-01-01,2019,2019 Q1,Sudan,Africa North,337,106,0.7607223476297968
2019-01-01,2019,2019 Q1,Sudan (South),Africa Sub-Saharan,1,3,0.25
2019-01-01,2019,2019 Q1,Syria,Middle East,117,19,0.8602941176470589
2019-01-01,2019,2019 Q1,Tanzania,Africa Sub-Saharan,2,6,0.25
2019-01-01,2019,2019 Q1,Thailand,Asia South East,1,3,0.25
2019-01-01,2019,2019 Q1,Trinidad and Tobago,America Central and South,2,3,0.4
2019-01-01,2019,2019 Q1,Tunisia,Africa North,NA,3,NA
2019-01-01,2019,2019 Q1,Turkey,Europe Other,67,48,0.5826086956521739
2019-01-01,2019,2019 Q1,Turkmenistan,Asia Central,NA,1,NA
2019-01-01,2019,2019 Q1,Uganda,Africa Sub-Saharan,15,7,0.6818181818181818
2019-01-01,2019,2019 Q1,Ukraine,Europe Other,1,21,0.045454545454545456
2019-01-01,2019,2019 Q1,United Arab Emirates,Middle East,1,NA,NA
2019-01-01,2019,2019 Q1,Uzbekistan,Asia Central,1,1,0.5
2019-01-01,2019,2019 Q1,Venezuela,America Central and South,2,2,0.5
2019-01-01,2019,2019 Q1,Vietnam,Asia South East,84,95,0.4692737430167598
2019-01-01,2019,2019 Q1,Western Sahara,Africa North,NA,1,NA
2019-01-01,2019,2019 Q1,Yemen,Middle East,36,5,0.8780487804878049
2019-01-01,2019,2019 Q1,Zambia,Africa Sub-Saharan,NA,2,NA
2019-01-01,2019,2019 Q1,Zimbabwe,Africa Sub-Saharan,5,13,0.2777777777777778
2019-04-01,2019,2019 Q2,Afghanistan,Asia Central,175,85,0.6730769230769231
2019-04-01,2019,2019 Q2,Albania,Europe Other,63,257,0.196875
2019-04-01,2019,2019 Q2,Algeria,Africa North,NA,22,NA
2019-04-01,2019,2019 Q2,Angola,Africa Sub-Saharan,NA,5,NA
2019-04-01,2019,2019 Q2,Armenia,Europe Other,NA,2,NA
2019-04-01,2019,2019 Q2,Austria,EU 14,NA,1,NA
2019-04-01,2019,2019 Q2,Azerbaijan,Europe Other,3,2,0.6
2019-04-01,2019,2019 Q2,"Bahamas, The",America Central and South,NA,1,NA
2019-04-01,2019,2019 Q2,Bahrain,Middle East,1,NA,NA
2019-04-01,2019,2019 Q2,Bangladesh,Asia South,25,101,0.1984126984126984
2019-04-01,2019,2019 Q2,Barbados,America Central and South,1,NA,NA
2019-04-01,2019,2019 Q2,Belarus,Europe Other,1,NA,NA
2019-04-01,2019,2019 Q2,Bhutan,Asia South,1,NA,NA
2019-04-01,2019,2019 Q2,Bolivia,America Central and South,NA,1,NA
2019-04-01,2019,2019 Q2,Botswana,Africa Sub-Saharan,NA,2,NA
2019-04-01,2019,2019 Q2,Brazil,America Central and South,3,5,0.375
2019-04-01,2019,2019 Q2,Bulgaria,EU 2,NA,1,NA
2019-04-01,2019,2019 Q2,Burma,Asia South East,3,1,0.75
2019-04-01,2019,2019 Q2,Cameroon,Africa Sub-Saharan,9,6,0.6
2019-04-01,2019,2019 Q2,Chad,Africa Sub-Saharan,3,1,0.75
2019-04-01,2019,2019 Q2,China,Asia East,9,65,0.12162162162162163
2019-04-01,2019,2019 Q2,Congo,Africa Sub-Saharan,1,3,0.25
2019-04-01,2019,2019 Q2,Congo (Democratic Republic),Africa Sub-Saharan,7,14,0.3333333333333333
2019-04-01,2019,2019 Q2,Cyprus (Northern part of),Europe Other,NA,1,NA
2019-04-01,2019,2019 Q2,Czech Republic,EU 8,NA,1,NA
2019-04-01,2019,2019 Q2,East Timor,Asia South East,NA,1,NA
2019-04-01,2019,2019 Q2,Ecuador,America Central and South,NA,3,NA
2019-04-01,2019,2019 Q2,Egypt,Africa North,7,31,0.18421052631578946
2019-04-01,2019,2019 Q2,El Salvador,America Central and South,10,33,0.23255813953488372
2019-04-01,2019,2019 Q2,Eritrea,Africa Sub-Saharan,433,55,0.8872950819672131
2019-04-01,2019,2019 Q2,Estonia,EU 8,NA,1,NA
2019-04-01,2019,2019 Q2,Ethiopia,Africa Sub-Saharan,27,60,0.3103448275862069
2019-04-01,2019,2019 Q2,"Gambia, The",Africa Sub-Saharan,5,3,0.625
2019-04-01,2019,2019 Q2,Georgia,Europe Other,1,4,0.2
2019-04-01,2019,2019 Q2,Ghana,Africa Sub-Saharan,7,25,0.21875
2019-04-01,2019,2019 Q2,Grenada,America Central and South,NA,1,NA
2019-04-01,2019,2019 Q2,Guinea,Africa Sub-Saharan,2,4,0.3333333333333333
2019-04-01,2019,2019 Q2,Honduras,America Central and South,2,6,0.25
2019-04-01,2019,2019 Q2,Hungary,EU 8,NA,1,NA
2019-04-01,2019,2019 Q2,India,Asia South,10,124,0.07462686567164178
2019-04-01,2019,2019 Q2,Indonesia,Asia South East,2,NA,NA
2019-04-01,2019,2019 Q2,Iran,Middle East,492,276,0.640625
2019-04-01,2019,2019 Q2,Iraq,Middle East,184,425,0.3021346469622332
2019-04-01,2019,2019 Q2,Israel,Middle East,NA,1,NA
2019-04-01,2019,2019 Q2,Italy,EU 14,NA,1,NA
2019-04-01,2019,2019 Q2,Ivory Coast,Africa Sub-Saharan,5,8,0.38461538461538464
2019-04-01,2019,2019 Q2,Jamaica,America Central and South,2,15,0.11764705882352941
2019-04-01,2019,2019 Q2,Jordan,Middle East,1,1,0.5
2019-04-01,2019,2019 Q2,Kazakhstan,Asia Central,NA,1,NA
2019-04-01,2019,2019 Q2,Kenya,Africa Sub-Saharan,5,16,0.23809523809523808
2019-04-01,2019,2019 Q2,Korea (North),Asia East,NA,1,NA
2019-04-01,2019,2019 Q2,Kosovo,Europe Other,2,2,0.5
