Year of application,Geographical region,Nationality,Applications,Initial decisions,Granted asylum,Granted HP/DL,Other grants,Refused,Applications withdrawn,Initial decisions not yet known,Appeals lodged,Allowed appeals,Dismissed appeals,Withdrawn appeals,Appeal outcome not yet known,Enforced returns,Voluntary returns,Assisted returns (Subset of Voluntary returns),Controlled returns (Subset of Voluntary returns),Other verified returns (Subset of Voluntary returns),Final outcome: Grants of asylum,Final outcomes: Grants of HP/DL and other,Final outcomes: Refused asylum or HP or DL or other leave,Final outcome: Withdrawn application,Final outcome: Cases with final outcome not yet known
2012,EU 14,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Europe Other,Former Yugoslavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EU 14,France,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,America Central and South,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Gabon,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2012,Africa Sub-Saharan,"Gambia, The",296,285,77,18,8,182,10,1,157,38,108,7,4,25,17,8,2,7,112,27,142,10,5
2012,Europe Other,Georgia,23,19,0,1,0,18,3,1,13,2,10,1,0,7,5,2,0,3,1,2,17,3,0
2012,EU 14,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Ghana,185,150,4,9,5,132,34,1,72,12,54,4,2,61,25,19,5,1,12,18,118,34,3
2012,Other,Gibraltar (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EU 14,Greece,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2012,Europe Other,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Grenada,3,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0
2012,America Central and South,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Guatemala,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,Africa Sub-Saharan,Guinea,51,47,13,1,1,32,4,0,30,8,20,1,1,2,3,2,0,1,21,2,23,4,1
2012,Africa Sub-Saharan,Guinea-Bissau,3,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
2012,America Central and South,Guyana,6,5,3,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,3,1,1,1,0
2012,America Central and South,Haiti,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Honduras,8,8,1,4,0,3,0,0,3,0,3,0,0,0,3,3,0,0,1,4,3,0,0
2012,Asia East,Hong Kong,6,5,0,0,0,5,1,0,3,0,3,0,0,1,4,2,2,0,0,0,5,1,0
2012,EU 8,Hungary,6,4,0,0,0,4,2,0,1,0,0,1,0,1,0,0,0,0,0,0,4,2,0
2012,Europe Other,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Asia South,India,1080,606,5,2,2,597,465,9,94,14,75,4,1,349,290,141,113,36,12,11,583,464,10
2012,Asia South East,Indonesia,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2012,Middle East,Iran,2609,2521,1296,68,8,1149,80,8,1058,409,561,77,11,74,106,60,21,25,1690,84,742,77,16
2012,Middle East,Iraq,298,273,55,9,12,197,24,1,165,38,115,11,1,27,44,26,9,9,82,30,161,24,1
2012,EU 14,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Middle East,Israel,3,2,0,0,0,2,1,0,1,0,1,0,0,3,0,0,0,0,0,0,2,1,0
2012,EU 14,Italy,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2012,Africa Sub-Saharan,Ivory Coast,66,65,16,1,3,45,1,0,42,13,24,4,1,5,4,0,0,4,27,5,32,1,1
2012,America Central and South,Jamaica,103,88,13,3,7,65,12,3,35,11,22,2,0,31,5,3,2,0,20,14,54,12,3
2012,Asia East,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Middle East,Jordan,19,17,0,2,0,15,2,0,13,1,10,2,0,6,3,1,2,0,1,2,14,2,0
2012,Asia Central,Kazakhstan,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2012,Africa Sub-Saharan,Kenya,87,86,8,4,0,74,1,0,62,15,42,2,3,23,10,7,2,1,20,7,56,1,3
2012,Oceania,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Asia East,Korea (North),19,16,5,0,0,11,3,0,6,1,3,2,0,0,0,0,0,0,6,0,10,3,0
2012,Asia East,Korea (South),11,7,0,0,0,7,4,0,3,0,1,2,0,5,5,2,3,0,0,0,7,4,0
2012,Europe Other,Kosovo,21,16,0,2,0,14,5,0,3,1,2,0,0,6,4,3,1,0,1,2,13,5,0
2012,Middle East,Kuwait,32,29,11,0,0,18,3,0,16,4,12,0,0,0,4,0,3,1,14,1,14,3,0
2012,Asia Central,Kyrgyzstan,5,5,1,0,0,4,0,0,3,1,1,1,0,1,0,0,0,0,1,1,3,0,0
2012,Asia South East,Laos,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,EU 8,Latvia,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
2012,Middle East,Lebanon,38,35,6,1,0,28,3,0,26,8,16,2,0,0,8,4,3,1,13,1,21,3,0
2012,Africa Sub-Saharan,Lesotho,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012,Africa Sub-Saharan,Liberia,4,3,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0
2012,Africa North,Libya,214,203,64,6,0,133,11,0,109,38,62,8,1,12,32,15,10,7,93,14,95,11,1
2012,Europe Other,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EU 8,Lithuania,7,5,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0
2012,EU 14,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Asia East,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Europe Other,Macedonia,3,3,0,2,0,1,0,0,3,0,1,2,0,0,2,0,2,0,0,2,1,0,0
2012,Africa Sub-Saharan,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Malawi,116,104,10,13,3,78,12,0,60,13,45,2,0,23,20,15,3,2,16,22,66,12,0
2012,Asia South East,Malaysia,50,39,8,1,0,30,11,0,23,1,20,2,0,17,11,4,4,3,9,1,29,11,0
2012,Asia South,Maldives,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2012,Africa Sub-Saharan,Mali,12,12,0,0,0,12,0,0,7,2,5,0,0,5,0,0,0,0,2,0,10,0,0
2012,EU Other,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa North,Mauritania,6,5,1,0,0,4,1,0,3,0,3,0,0,2,1,1,0,0,1,0,4,1,0
2012,Africa Sub-Saharan,Mauritius,40,30,0,1,1,28,10,0,17,4,11,2,0,10,9,3,5,1,1,5,24,10,0
2012,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Mexico,5,4,0,0,0,4,1,0,3,1,2,0,0,0,4,4,0,0,1,0,3,1,0
2012,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Europe Other,Moldova,6,3,0,0,0,3,3,0,0,0,0,0,0,3,1,1,0,0,0,0,3,3,0
2012,Europe Other,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Asia East,Mongolia,20,17,1,2,1,13,3,0,8,2,6,0,0,4,5,4,1,0,2,4,11,3,0
2012,Europe Other,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Other,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa North,Morocco,71,58,5,10,1,42,13,0,30,5,22,1,2,18,12,5,4,3,9,12,35,13,2
2012,Africa Sub-Saharan,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Namibia,16,16,0,0,0,16,0,0,10,4,4,2,0,6,2,2,0,0,0,4,12,0,0
2012,Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Asia South,Nepal,59,46,0,1,0,45,12,1,32,2,26,4,0,18,26,22,4,0,1,2,43,12,1
2012,EU 14,Netherlands,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2012,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Niger,4,4,0,0,1,3,0,0,0,0,0,0,0,1,2,1,1,0,0,1,3,0,0
2012,Africa Sub-Saharan,Nigeria,950,847,67,34,27,719,96,7,403,72,299,22,10,273,100,71,20,9,108,89,641,96,16
2012,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Europe Other,Norway,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2012,Middle East,Occupied Palestinian Territories,108,71,12,1,0,58,36,1,47,5,33,9,0,4,8,0,4,4,16,2,54,36,0
2012,Middle East,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Other,Other and unknown,38,7,0,0,0,7,2,29,7,1,5,1,0,0,2,1,0,1,1,0,6,2,29
2012,Asia South,Pakistan,3227,2811,464,23,17,2307,401,15,1723,322,1256,116,29,694,710,449,186,75,758,64,1962,400,43
2012,Oceania,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Peru,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2012,Asia South East,Philippines,19,17,0,0,0,17,2,0,12,2,9,1,0,3,5,5,0,0,2,0,15,2,0
2012,Other,Pitcairn Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EU 8,Poland,43,30,0,0,0,30,10,3,0,0,0,0,0,28,0,0,0,0,0,0,30,10,3
2012,EU 14,Portugal,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2012,America North,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Middle East,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Other,Refugee,262,260,212,1,0,47,1,1,44,32,9,1,2,3,1,0,1,0,244,0,14,1,3
2012,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EU 2,Romania,8,5,0,0,0,5,2,1,1,0,1,0,0,2,1,0,1,0,0,0,5,2,1
2012,Europe Other,Russia,96,88,35,1,4,48,7,1,40,18,17,5,0,11,7,4,3,0,49,8,32,7,0
2012,Africa Sub-Saharan,Rwanda,17,17,3,0,1,13,0,0,11,3,8,0,0,3,2,1,1,0,5,2,10,0,0
2012,Oceania,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Europe Other,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Middle East,Saudi Arabia,11,8,5,0,0,3,3,0,2,0,2,0,0,1,2,1,1,0,5,0,3,3,0
2012,Africa Sub-Saharan,Senegal,43,41,14,0,0,27,2,0,24,5,16,3,0,6,2,2,0,0,19,0,22,2,0
2012,Europe Other,Serbia,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2012,Europe Other,Serbia and Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Sierra Leone,73,70,15,5,4,46,3,0,34,10,19,1,4,8,3,2,1,0,22,11,33,3,4
2012,Asia South East,Singapore,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0
2012,EU 8,Slovakia,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2012,EU 8,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Somalia,587,554,353,24,5,172,23,10,155,63,73,18,1,16,7,1,5,1,395,48,112,23,9
2012,Africa Sub-Saharan,South Africa,53,43,1,3,2,37,9,1,13,4,8,1,0,8,8,6,1,1,2,8,34,9,0
2012,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EU 14,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Asia South,Sri Lanka,1710,1624,340,11,1,1272,80,6,1202,595,532,62,13,134,162,104,43,15,901,41,672,78,18
2012,Other,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,St. Kitts and Nevis,2,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
2012,America Central and South,St. Lucia,6,6,1,2,0,3,0,0,1,0,1,0,0,0,1,0,1,0,1,2,3,0,0
2012,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,St. Vincent and the Grenadines,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2012,Other,Stateless,52,47,9,1,0,37,5,0,31,2,24,5,0,8,3,1,1,1,10,2,35,5,0
2012,Africa North,Sudan,618,602,461,2,0,139,14,2,76,42,25,8,1,46,9,6,2,1,501,4,96,14,3
2012,Africa Sub-Saharan,Sudan (South),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,America Central and South,Surinam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Swaziland,6,6,2,0,0,4,0,0,4,3,1,0,0,1,0,0,0,0,5,0,1,0,0
2012,EU 14,Sweden,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012,Europe Other,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Middle East,Syria,916,876,695,33,0,148,37,3,118,45,45,25,3,22,15,4,6,5,736,36,101,37,6
2012,Asia East,Taiwan,3,2,0,0,0,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,2,1,0
2012,Asia Central,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Tanzania,34,31,2,2,1,26,3,0,19,0,17,2,0,7,3,2,0,1,2,3,26,3,0
2012,Asia South East,Thailand,10,6,0,1,1,4,4,0,4,0,4,0,0,2,3,2,1,0,0,2,4,4,0
2012,Africa Sub-Saharan,Togo,11,11,1,0,0,10,0,0,9,2,6,1,0,3,1,1,0,0,2,1,8,0,0
2012,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Trinidad and Tobago,14,11,3,1,0,7,3,0,6,0,4,1,1,4,4,1,2,1,3,1,6,3,1
2012,Africa North,Tunisia,26,19,1,2,1,15,7,0,10,2,7,0,1,8,4,2,1,1,3,3,12,7,1
2012,Europe Other,Turkey,189,168,32,7,5,124,16,5,113,51,57,5,0,21,11,0,2,9,80,14,74,16,5
2012,Asia Central,Turkmenistan,5,4,0,0,0,4,1,0,4,1,3,0,0,1,1,0,1,0,1,0,3,1,0
2012,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa Sub-Saharan,Uganda,260,248,117,12,3,116,9,3,109,40,62,7,0,15,17,11,3,3,154,16,79,8,3
2012,Europe Other,Ukraine,34,24,3,2,0,19,10,0,9,5,2,0,2,9,9,3,4,2,6,3,13,10,2
2012,Middle East,United Arab Emirates,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,America North,United States,13,8,0,0,0,8,5,0,1,0,1,0,0,4,7,1,6,0,0,0,8,5,0
2012,America Central and South,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Asia Central,Uzbekistan,14,13,4,0,0,9,1,0,8,3,5,0,0,2,1,0,0,1,7,0,6,1,0
2012,Oceania,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Europe Other,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America Central and South,Venezuela,5,4,3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,3,0,1,1,0
2012,Asia South East,Vietnam,388,172,10,19,9,134,209,7,72,18,47,6,1,114,14,5,4,5,25,29,117,209,8
2012,Other,Virgin Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,America North,Virgin Islands (US),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Oceania,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Africa North,Western Sahara,3,3,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2,0,0
2012,Middle East,Yemen,48,46,16,1,1,28,2,0,26,14,9,3,0,1,1,0,1,0,27,4,15,2,0
2012,Africa Sub-Saharan,Zambia,22,17,2,0,1,14,5,0,10,2,7,1,0,4,6,5,1,0,4,1,12,5,0
2012,Africa Sub-Saharan,Zimbabwe,429,407,118,39,22,228,19,3,214,49,133,30,2,8,23,17,3,3,160,68,177,19,5
2013,Asia Central,Afghanistan,1023,907,210,28,74,595,114,2,480,201,246,29,4,241,92,66,10,16,396,83,426,112,6
2013,Europe Other,Albania,1310,1099,37,105,173,784,203,8,577,211,331,31,4,340,181,100,50,31,227,259,610,203,11
2013,Africa North,Algeria,169,124,6,3,8,107,43,2,66,12,51,3,0,33,22,8,5,9,16,13,95,43,2
2013,Oceania,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Europe Other,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Africa Sub-Saharan,Angola,43,39,5,2,2,30,4,0,27,9,16,2,0,7,2,1,0,1,12,4,23,4,0
2013,Other,Anguilla (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,America Central and South,Antigua and Barbuda,2,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0
2013,America Central and South,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Europe Other,Armenia,11,9,4,0,0,5,2,0,4,0,3,1,0,0,0,0,0,0,4,0,5,2,0
2013,America Central and South,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Oceania,Australia,4,3,0,0,0,3,1,0,0,0,0,0,0,2,1,1,0,0,0,0,3,1,0
2013,EU 14,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Europe Other,Azerbaijan,14,14,2,3,0,9,0,0,6,3,3,0,0,1,4,2,1,1,5,3,6,0,0
2013,America Central and South,"Bahamas, The",1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2013,Middle East,Bahrain,10,10,8,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,9,1,0,0,0
2013,Asia South,Bangladesh,1121,857,46,7,25,779,252,12,573,39,500,29,5,261,422,367,25,30,79,38,738,250,16
2013,America Central and South,Barbados,3,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0
2013,Europe Other,Belarus,12,11,8,0,0,3,0,1,2,1,1,0,0,0,2,1,1,0,9,0,2,0,1
2013,EU 14,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,America Central and South,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Africa Sub-Saharan,Benin,3,3,0,1,0,2,0,0,3,1,2,0,0,1,0,0,0,0,1,0,2,0,0
2013,Other,Bermuda (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Asia South,Bhutan,3,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1
2013,America Central and South,Bolivia,6,3,0,0,0,3,3,0,0,0,0,0,0,2,1,1,0,0,0,0,3,3,0
2013,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Europe Other,Bosnia and Herzegovina,4,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0
2013,Africa Sub-Saharan,Botswana,9,9,1,0,2,6,0,0,5,0,4,1,0,1,1,1,0,0,1,2,6,0,0
2013,America Central and South,Brazil,19,11,0,0,0,11,8,0,0,0,0,0,0,8,4,1,2,1,0,0,11,8,0
2013,Other,British overseas citizens,133,132,91,2,0,39,1,0,38,35,2,1,0,0,0,0,0,0,125,2,5,1,0
2013,Asia South East,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EU 2,Bulgaria,3,2,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,0,0,1,0
2013,Africa Sub-Saharan,Burkina,2,2,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0
2013,Asia South East,Burma,68,63,32,0,0,31,5,0,28,10,16,2,0,0,2,1,1,0,42,0,21,5,0
2013,Africa Sub-Saharan,Burundi,4,4,1,0,1,2,0,0,2,0,1,1,0,1,1,0,1,0,1,1,2,0,0
2013,Asia South East,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Africa Sub-Saharan,Cameroon,117,113,38,1,2,72,4,0,61,21,37,3,0,17,7,7,0,0,56,6,51,4,0
2013,America North,Canada,6,4,0,0,0,4,2,0,1,0,0,1,0,5,0,0,0,0,0,0,4,2,0
2013,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Other,Cayman Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Africa Sub-Saharan,Central African Republic,4,4,1,0,0,3,0,0,3,0,1,2,0,0,0,0,0,0,1,0,3,0,0
2013,Africa Sub-Saharan,Chad,20,19,4,0,0,15,1,0,8,2,6,0,0,7,0,0,0,0,6,0,13,1,0
2013,America Central and South,Chile,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2013,Asia East,China,732,612,41,9,18,544,117,3,412,45,342,17,8,111,96,63,11,22,72,41,491,117,11
2013,Oceania,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,America Central and South,Colombia,8,6,0,0,0,6,2,0,3,1,2,0,0,2,3,1,2,0,1,0,5,2,0
