Date,Year,Quarter,Nationality,Region,Asylum Case Outcome,Asylum Case Outcome Group,Applicant type,UASC,Sex,Age Group,Decisions
2022-06-30,2022,2,Yemen,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,43
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,3
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,29
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,5
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,70
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,25 to 39,4
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Unknown,17 and under,1
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,17 and under,2
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,6
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,19
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,4
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,129
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1016
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,666
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,50
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Female,17 and under,1
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,271
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,15
2022-09-30,2022,3,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,25 to 39,3
2022-09-30,2022,3,Afghanistan,Asia Central,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,22
2022-09-30,2022,3,Afghanistan,Asia Central,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,15
2022-09-30,2022,3,Afghanistan,Asia Central,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Afghanistan,Asia Central,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Afghanistan,Asia Central,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Afghanistan,Asia Central,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Afghanistan,Asia Central,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,13
2022-09-30,2022,3,Afghanistan,Asia Central,Other Withdrawal,Withdrawn,Main applicant,UASC,Male,18 to 24,1
2022-09-30,2022,3,Afghanistan,Asia Central,Other Withdrawal,Withdrawn,Main applicant,UASC,Male,25 to 39,1
2022-09-30,2022,3,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,UASC,Female,17 and under,1
2022-09-30,2022,3,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,61
2022-09-30,2022,3,Afghanistan,Asia Central,Temporary Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Afghanistan,Asia Central,Temporary Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Afghanistan,Asia Central,Temporary Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Afghanistan,Asia Central,Temporary Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Afghanistan,Asia Central,Temporary Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,2
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,269
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,43
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,108
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,30
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,298
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,18 to 24,4
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,25 to 39,3
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,40 and over,3
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Unknown,17 and under,15
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Unknown,40 and over,1
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,17 and under,17
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,91
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,183
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,51
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,42
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1381
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1361
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,282
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,17 and under,1
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,18 to 24,6
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,25 to 39,1
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,40 and over,1
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Female,17 and under,4
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,421
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,6
2022-09-30,2022,3,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,25 to 39,2
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Dependant,Non-UASC,Female,17 and under,8
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Dependant,Non-UASC,Female,25 to 39,2
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Dependant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Dependant,Non-UASC,Male,17 and under,9
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Main applicant,Non-UASC,Female,25 to 39,3
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,12
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,21
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,8
2022-09-30,2022,3,Albania,Europe Other,Certified Refusal,Refused,Main applicant,UASC,Male,17 and under,3
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Female,17 and under,8
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Female,18 to 24,13
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Female,25 to 39,12
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Female,40 and over,2
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Male,17 and under,11
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Female,18 to 24,36
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Female,25 to 39,33
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Female,40 and over,7
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,798
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,683
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,127
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Unknown,18 to 24,11
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Unknown,25 to 39,6
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Unknown,40 and over,3
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,26
2022-09-30,2022,3,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,18 to 24,1
2022-09-30,2022,3,Albania,Europe Other,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Albania,Europe Other,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Albania,Europe Other,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Albania,Europe Other,Other Refusals,Refused,Main applicant,UASC,Female,17 and under,1
2022-09-30,2022,3,Albania,Europe Other,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,30
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,17 and under,16
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,18 to 24,9
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,25 to 39,5
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Female,40 and over,3
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Male,17 and under,22
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,18 to 24,12
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,25 to 39,17
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,40 and over,3
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,358
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,370
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,78
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Unknown,25 to 39,1
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Unknown,40 and over,1
2022-09-30,2022,3,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,6
2022-09-30,2022,3,Albania,Europe Other,UASC Leave,Grant of Other Leave,Main applicant,UASC,Male,17 and under,9
2022-09-30,2022,3,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,12
2022-09-30,2022,3,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,28
2022-09-30,2022,3,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Algeria,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,2
2022-09-30,2022,3,Azerbaijan,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Bolivia,America Central and South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Burkina Faso,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Burkina Faso,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Burundi,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Cameroon,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Cameroon,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,3
2022-09-30,2022,3,Chad,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,15
2022-09-30,2022,3,Chad,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,8
2022-09-30,2022,3,Chad,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,9
2022-09-30,2022,3,Chad,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,3
2022-09-30,2022,3,Chad,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,China,Asia East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Cyprus (Northern part of),Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,2
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,11
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,205
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,178
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,43
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,25 to 39,1
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,40
2022-09-30,2022,3,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,1
2022-09-30,2022,3,Egypt,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,12
2022-09-30,2022,3,Egypt,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,7
2022-09-30,2022,3,Egypt,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,2
2022-09-30,2022,3,Egypt,Africa North,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2022-09-30,2022,3,Egypt,Africa North,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,2
2022-09-30,2022,3,Egypt,Africa North,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Egypt,Africa North,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,24
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,5
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,7
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,25
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Unknown,17 and under,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,17 and under,3
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,53
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,50
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,4
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,12
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,118
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,176
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,10
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,25 to 39,3
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Female,17 and under,15
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,30
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Other Withdrawal,Withdrawn,Main applicant,UASC,Female,17 and under,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Female,17 and under,2
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,4
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Temporary Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Temporary Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Eritrea,Africa Sub-Saharan,Temporary Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,6
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,3
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,9
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,6
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,20
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,4
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,48
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,81
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,8
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Female,17 and under,3
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,16
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Female,17 and under,4
2022-09-30,2022,3,Ethiopia,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,"Gambia, The",Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,"Gambia, The",Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,"Gambia, The",Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Georgia,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Georgia,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,2
2022-09-30,2022,3,Georgia,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Georgia,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Georgia,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,2
2022-09-30,2022,3,Georgia,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,13
2022-09-30,2022,3,Georgia,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,69
2022-09-30,2022,3,Georgia,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,35
2022-09-30,2022,3,Georgia,Europe Other,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Georgia,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Georgia,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,12
2022-09-30,2022,3,Georgia,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,3
2022-09-30,2022,3,Germany,EU 14,Temporary Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,1
