Date,Nationality,Region,Support Type,Support Sub-Type,UK Region,People
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,74
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,14
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,320
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,268
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,357
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,68
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,36
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,15
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,13
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Unknown,1
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,95
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,253
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,318
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,London,7
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,North East,1
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,North West,1
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,South East,1
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,Wales,1
2021-06-30,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,4
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,55
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,3
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,86
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,89
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,131
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,11
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,24
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,8
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,3
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,45
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,97
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,83
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,London,5
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,North East,1
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,North West,1
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,2
2021-06-30,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,4
2021-06-30,Fiji,Oceania,Section 95,Subsistence Only,East of England,1
2021-06-30,France,EU 14,Section 95,Dispersed Accommodation,East of England,2
2021-06-30,Gabon,Africa Sub-Saharan,Section 95,Subsistence Only,London,4
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,8
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,2
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,14
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,15
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,35
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,1
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,44
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,11
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,9
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,29
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,21
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,East of England,1
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,North East,3
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,North West,1
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,South East,2
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,South West,1
2021-06-30,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,5
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,East of England,7
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,London,48
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,North East,49
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,North West,39
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,Scotland,15
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,South East,9
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,South West,2
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,Wales,5
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,West Midlands,9
2021-06-30,Georgia,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,18
2021-06-30,Georgia,Europe Other,Section 95,Subsistence Only,London,7
2021-06-30,Georgia,Europe Other,Section 95,Subsistence Only,North West,1
2021-06-30,Georgia,Europe Other,Section 95,Subsistence Only,Northern Ireland,1
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,15
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,2
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,16
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,12
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,38
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,9
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,10
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,7
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,5
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,16
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,29
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,25
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,3
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,London,3
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,North West,1
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,South East,7
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,5
2021-06-30,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,2
2021-06-30,Grenada,America Central and South,Section 95,Dispersed Accommodation,London,5
2021-06-30,Grenada,America Central and South,Section 95,Dispersed Accommodation,North East,1
2021-06-30,Grenada,America Central and South,Section 95,Dispersed Accommodation,Scotland,1
2021-06-30,Grenada,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,3
2021-06-30,Grenada,America Central and South,Section 95,Subsistence Only,London,1
2021-06-30,Guatemala,America Central and South,Section 95,Dispersed Accommodation,North West,1
2021-06-30,Guatemala,America Central and South,Section 95,Dispersed Accommodation,West Midlands,1
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,8
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,2
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,24
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,7
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,8
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,1
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,1
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,14
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,9
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,10
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,London,2
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,North East,3
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,South West,1
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,Wales,1
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,1
2021-06-30,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,1
2021-06-30,Guinea-Bissau,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,1
2021-06-30,Guinea-Bissau,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,3
2021-06-30,Guyana,America Central and South,Section 95,Dispersed Accommodation,South West,5
2021-06-30,Guyana,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2021-06-30,Haiti,America Central and South,Section 95,Dispersed Accommodation,Scotland,6
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,East Midlands,20
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,East of England,4
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,London,27
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,North East,25
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,North West,65
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,Scotland,1
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,South East,4
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,South West,4
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,Wales,9
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,West Midlands,29
2021-06-30,Honduras,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,46
2021-06-30,Honduras,America Central and South,Section 95,Subsistence Only,London,4
2021-06-30,Honduras,America Central and South,Section 95,Subsistence Only,North West,1
2021-06-30,Honduras,America Central and South,Section 95,Subsistence Only,South East,1
2021-06-30,Hong Kong,Asia East,Section 95,Dispersed Accommodation,London,2
2021-06-30,Hong Kong,Asia East,Section 95,Dispersed Accommodation,North East,2
2021-06-30,Hong Kong,Asia East,Section 95,Dispersed Accommodation,North West,1
2021-06-30,Hong Kong,Asia East,Section 95,Dispersed Accommodation,Northern Ireland,1
2021-06-30,Hong Kong,Asia East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,6
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,East Midlands,23
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,East of England,9
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,London,91
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,North East,66
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,North West,95
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,Scotland,30
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,South East,15
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,South West,13
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,Unknown,7
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,Wales,25
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,West Midlands,112
2021-06-30,India,Asia South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,43
2021-06-30,India,Asia South,Section 95,Subsistence Only,East Midlands,4
2021-06-30,India,Asia South,Section 95,Subsistence Only,East of England,6
2021-06-30,India,Asia South,Section 95,Subsistence Only,London,49
2021-06-30,India,Asia South,Section 95,Subsistence Only,North West,7
2021-06-30,India,Asia South,Section 95,Subsistence Only,Scotland,4
2021-06-30,India,Asia South,Section 95,Subsistence Only,South East,5
2021-06-30,India,Asia South,Section 95,Subsistence Only,South West,5
2021-06-30,India,Asia South,Section 95,Subsistence Only,Unknown,2
2021-06-30,India,Asia South,Section 95,Subsistence Only,West Midlands,9
2021-06-30,India,Asia South,Section 95,Subsistence Only,Yorkshire and The Humber,2
2021-06-30,Indonesia,Asia South East,Section 95,Dispersed Accommodation,London,1
2021-06-30,Indonesia,Asia South East,Section 95,Dispersed Accommodation,North East,3
2021-06-30,Indonesia,Asia South East,Section 95,Dispersed Accommodation,Scotland,5
2021-06-30,Indonesia,Asia South East,Section 95,Dispersed Accommodation,South West,3
2021-06-30,Indonesia,Asia South East,Section 95,Dispersed Accommodation,Wales,1
2021-06-30,Indonesia,Asia South East,Section 95,Subsistence Only,North West,3
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,East Midlands,292
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,East of England,88
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,London,455
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,North East,521
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,North West,1065
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,45
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Scotland,217
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,South East,52
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,South West,72
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Unknown,2
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Wales,186
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,West Midlands,730
2021-06-30,Iran,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,706
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,East Midlands,20
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,East of England,7
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,London,107
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,North East,18
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,North West,31
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,Scotland,14
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,South East,19
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,South West,6
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,Unknown,3
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,Wales,2
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,West Midlands,18
2021-06-30,Iran,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,28
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,East Midlands,410
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,East of England,131
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,London,467
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,North East,832
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,North West,1592
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,68
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Scotland,359
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,South East,79
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,South West,72
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Unknown,1
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Wales,347
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,West Midlands,1165
2021-06-30,Iraq,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1080
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,East Midlands,50
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,East of England,12
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,London,44
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,North East,33
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,North West,55
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,Northern Ireland,10
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,Scotland,12
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,South East,15
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,South West,8
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,Unknown,4
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,Wales,17
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,West Midlands,41
2021-06-30,Iraq,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,53
2021-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,East Midlands,1
2021-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,North West,4
2021-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,Wales,2
2021-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,West Midlands,4
2021-06-30,Israel,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2021-06-30,Israel,Middle East,Section 95,Subsistence Only,West Midlands,3
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,6
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,1
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,26
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,11
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,20
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,1
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,5
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,5
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,2
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,8
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,11
2021-06-30,Ivory Coast,Africa Sub-Saharan,Section 95,Subsistence Only,London,10
2021-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,London,18
2021-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,North East,3
2021-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,North West,1
2021-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,South East,1
2021-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,West Midlands,6
2021-06-30,Jamaica,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,3
2021-06-30,Jamaica,America Central and South,Section 95,Subsistence Only,London,3
2021-06-30,Jamaica,America Central and South,Section 95,Subsistence Only,North West,1
2021-06-30,Jamaica,America Central and South,Section 95,Subsistence Only,South West,1
2021-06-30,Jamaica,America Central and South,Section 95,Subsistence Only,West Midlands,2
2021-06-30,Jamaica,America Central and South,Section 95,Subsistence Only,Yorkshire and The Humber,1
2021-06-30,Japan,Asia East,Section 95,Dispersed Accommodation,East of England,3
2021-06-30,Japan,Asia East,Section 95,Dispersed Accommodation,London,1
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,East Midlands,5
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,London,10
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,North East,11
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,North West,28
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,11
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,Scotland,1
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,South West,1
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,Wales,10
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,West Midlands,10
2021-06-30,Jordan,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,10
2021-06-30,Jordan,Middle East,Section 95,Subsistence Only,East Midlands,1
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,East Midlands,3
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,East of England,1
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,London,20
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,North East,4
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,North West,13
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,South West,2
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,Wales,3
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,West Midlands,1
2021-06-30,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,Yorkshire and The Humber,18
2021-06-30,Kazakhstan,Asia Central,Section 95,Subsistence Only,London,2
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,4
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,4
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,25
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,7
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,23
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,4
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,21
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,3
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,8
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,10
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,11
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,14
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,East Midlands,1
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,London,12
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,North West,2
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,South East,8
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,South West,2
2021-06-30,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,3
2021-06-30,Korea (North),Asia East,Section 95,Dispersed Accommodation,London,7
2021-06-30,Korea (North),Asia East,Section 95,Dispersed Accommodation,North East,2
2021-06-30,Korea (North),Asia East,Section 95,Dispersed Accommodation,North West,7
2021-06-30,Korea (North),Asia East,Section 95,Dispersed Accommodation,Scotland,4
2021-06-30,Korea (North),Asia East,Section 95,Dispersed Accommodation,Wales,3
2021-06-30,Korea (North),Asia East,Section 95,Dispersed Accommodation,West Midlands,8
2021-06-30,Korea (North),Asia East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,2
2021-06-30,Korea (North),Asia East,Section 95,Subsistence Only,East Midlands,2
2021-06-30,Korea (North),Asia East,Section 95,Subsistence Only,London,2
2021-06-30,Korea (North),Asia East,Section 95,Subsistence Only,Scotland,3
2021-06-30,Korea (North),Asia East,Section 95,Subsistence Only,Yorkshire and The Humber,3
2021-06-30,Kosovo,Europe Other,Section 95,Dispersed Accommodation,East Midlands,6
2021-06-30,Kosovo,Europe Other,Section 95,Dispersed Accommodation,London,2
2021-06-30,Kosovo,Europe Other,Section 95,Dispersed Accommodation,North West,7
2021-06-30,Kosovo,Europe Other,Section 95,Dispersed Accommodation,West Midlands,1
2021-06-30,Kosovo,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2021-06-30,Kosovo,Europe Other,Section 95,Subsistence Only,East of England,1
2021-06-30,Kosovo,Europe Other,Section 95,Subsistence Only,London,2
2021-06-30,Kosovo,Europe Other,Section 95,Subsistence Only,North West,3
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,East Midlands,10
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,East of England,4
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,London,53
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,North East,39
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,North West,78
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,9
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,Scotland,11
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,South East,1
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,South West,15
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,Wales,13
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,West Midlands,17
2021-06-30,Kuwait,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,38
2021-06-30,Kuwait,Middle East,Section 95,Subsistence Only,East Midlands,5
2021-06-30,Kuwait,Middle East,Section 95,Subsistence Only,London,27
2021-06-30,Kuwait,Middle East,Section 95,Subsistence Only,North West,22
2021-06-30,Kuwait,Middle East,Section 95,Subsistence Only,Scotland,1
2021-06-30,Kuwait,Middle East,Section 95,Subsistence Only,South West,1
2021-06-30,Kuwait,Middle East,Section 95,Subsistence Only,Wales,8
2021-06-30,Kuwait,Middle East,Section 95,Subsistence Only,West Midlands,1
2021-06-30,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,East Midlands,1
2021-06-30,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,London,1
2021-06-30,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,North East,4
2021-06-30,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,North West,6
2021-06-30,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,South East,4
2021-06-30,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,West Midlands,5
2021-06-30,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,Yorkshire and The Humber,5
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,East Midlands,9
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,East of England,1
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,London,19
