Year,Nationality,Region,Grant,Refused,Initial grant rate
2012,Antigua and Barbuda,America Central and South,0,2,0
2012,Argentina,America Central and South,0,3,0
2012,Armenia,Europe Other,3,3,0.5
2012,Australia,Oceania,0,1,0
2012,Azerbaijan,Europe Other,4,4,0.5
2012,"Bahamas, The",America Central and South,0,2,0
2012,Bahrain,Middle East,14,7,0.6666666666666666
2012,Bangladesh,Asia South,45,658,0.06401137980085349
2012,Barbados,America Central and South,0,2,0
2012,Belarus,Europe Other,9,5,0.6428571428571429
2012,Belize,America Central and South,1,0,1
2012,Benin,Africa Sub-Saharan,0,2,0
2012,Bhutan,Asia South,6,2,0.75
2012,Bolivia,America Central and South,0,5,0
2012,Bosnia and Herzegovina,Europe Other,2,3,0.4
2012,Botswana,Africa Sub-Saharan,1,10,0.09090909090909091
2012,Brazil,America Central and South,0,8,0
2012,British overseas citizens,Other,1,1,0.5
2012,Bulgaria,EU 2,0,2,0
2012,Burkina Faso,Africa Sub-Saharan,0,1,0
2012,Burundi,Africa Sub-Saharan,0,4,0
2012,Cameroon,Africa Sub-Saharan,31,65,0.3229166666666667
2012,Canada,America North,0,4,0
2012,Central African Republic,Africa Sub-Saharan,0,4,0
2012,Chad,Africa Sub-Saharan,0,9,0
2012,China,Asia East,99,443,0.18265682656826568
2012,Christmas Island (Australian),Other,0,1,0
2012,Colombia,America Central and South,0,13,0
2012,Comoros,Africa Sub-Saharan,2,0,1
2012,Congo,Africa Sub-Saharan,5,12,0.29411764705882354
2012,Congo (Democratic Republic),Africa Sub-Saharan,68,100,0.40476190476190477
2012,Croatia,EU Other,1,2,0.3333333333333333
2012,Cuba,America Central and South,2,3,0.4
2012,Djibouti,Africa Sub-Saharan,0,1,0
2012,Dominica,America Central and South,0,4,0
2012,Dominican Republic,America Central and South,0,1,0
2012,Egypt,Africa North,42,117,0.2641509433962264
2012,El Salvador,America Central and South,0,2,0
2012,Eritrea,Africa Sub-Saharan,589,118,0.8330975954738331
2012,Eswatini,Africa Sub-Saharan,4,3,0.5714285714285714
2012,Ethiopia,Africa Sub-Saharan,46,69,0.4
2012,Fiji,Oceania,2,1,0.6666666666666666
2012,Gabon,Africa Sub-Saharan,0,1,0
2012,"Gambia, The",Africa Sub-Saharan,101,164,0.38113207547169814
2012,Georgia,Europe Other,2,17,0.10526315789473684
2012,Ghana,Africa Sub-Saharan,17,112,0.13178294573643412
2012,Greece,EU 14,0,1,0
2012,Grenada,America Central and South,2,0,1
2012,Guatemala,America Central and South,1,0,1
2012,Guinea,Africa Sub-Saharan,12,34,0.2608695652173913
2012,Guinea-Bissau,Africa Sub-Saharan,1,3,0.25
2012,Guyana,America Central and South,4,2,0.6666666666666666
2012,Haiti,America Central and South,0,1,0
2012,Honduras,America Central and South,5,3,0.625
2012,Hong Kong,Asia East,0,5,0
2012,India,Asia South,9,500,0.01768172888015717
2012,Iran,Middle East,1193,1069,0.5274093722369585
2012,Iraq,Middle East,54,164,0.24770642201834864
2012,Israel,Middle East,0,2,0
2012,Ivory Coast,Africa Sub-Saharan,18,37,0.32727272727272727
2012,Jamaica,America Central and South,22,82,0.21153846153846154
2012,Japan,Asia East,0,1,0
2012,Jordan,Middle East,2,16,0.1111111111111111
2012,Kenya,Africa Sub-Saharan,12,61,0.1643835616438356
2012,Kosovo,Europe Other,1,8,0.1111111111111111
2012,Kuwait,Middle East,33,33,0.5
2012,Kyrgyzstan,Asia Central,2,2,0.5
2012,Latvia,EU 8,0,1,0
2012,Lebanon,Middle East,4,21,0.16
2012,Lesotho,Africa Sub-Saharan,1,1,0.5
2012,Liberia,Africa Sub-Saharan,1,3,0.25
2012,Libya,Africa North,50,130,0.2777777777777778
2012,Lithuania,EU 8,0,4,0
2012,Madagascar,Africa Sub-Saharan,0,1,0
2012,Malawi,Africa Sub-Saharan,22,75,0.2268041237113402
2012,Malaysia,Asia South East,11,29,0.275
2012,Maldives,Asia South,2,0,1
2012,Mali,Africa Sub-Saharan,0,7,0
2012,Mauritania,Africa North,0,5,0
2012,Mauritius,Africa Sub-Saharan,2,27,0.06896551724137931
2012,Mexico,America Central and South,0,6,0
2012,Moldova,Europe Other,1,3,0.25
2012,Mongolia,Asia East,1,11,0.08333333333333333
2012,Morocco,Africa North,13,31,0.29545454545454547
2012,Mozambique,Africa Sub-Saharan,1,0,1
2012,Myanmar (Burma),Asia South East,52,29,0.6419753086419753
2012,Namibia,Africa Sub-Saharan,0,15,0
2012,Nepal,Asia South,1,42,0.023255813953488372
2012,Nigeria,Africa Sub-Saharan,108,602,0.15211267605633802
2012,North Korea,Asia East,5,11,0.3125
2012,North Macedonia,Europe Other,1,1,0.5
2012,Norway,Europe Other,0,1,0
2012,Occupied Palestinian Territories,Middle East,22,77,0.2222222222222222
2012,Pakistan,Asia South,378,2075,0.154097024052181
2012,Philippines,Asia South East,0,15,0
2012,Poland,EU 8,0,15,0
2012,Refugee,Other,133,18,0.8807947019867549
2012,Romania,EU 2,0,4,0
2012,Russia,Europe Other,26,40,0.3939393939393939
2012,Rwanda,Africa Sub-Saharan,2,10,0.16666666666666666
2012,Saudi Arabia,Middle East,6,2,0.75
2012,Senegal,Africa Sub-Saharan,11,27,0.2894736842105263
2012,Serbia and Montenegro,Europe Other,0,2,0
2012,Sierra Leone,Africa Sub-Saharan,13,44,0.22807017543859648
2012,Slovakia,EU 8,0,2,0
2012,Somalia,Africa Sub-Saharan,342,141,0.7080745341614907
2012,South Africa,Africa Sub-Saharan,5,34,0.1282051282051282
2012,South Korea,Asia East,0,4,0
2012,Sri Lanka,Asia South,333,1051,0.24060693641618497
2012,St Kitts and Nevis,America Central and South,0,1,0
2012,St Lucia,America Central and South,2,3,0.4
2012,St Vincent and the Grenadines,America Central and South,4,1,0.8
2012,Stateless,Other,60,48,0.5555555555555556
2012,Sudan,Africa North,429,160,0.7283531409168081
2012,Syria,Middle East,661,188,0.7785630153121319
2012,Taiwan,Asia East,0,2,0
2012,Tanzania,Africa Sub-Saharan,4,16,0.2
2012,Thailand,Asia South East,4,3,0.5714285714285714
2012,Togo,Africa Sub-Saharan,1,8,0.1111111111111111
2012,Trinidad and Tobago,America Central and South,3,8,0.2727272727272727
2012,Tunisia,Africa North,4,18,0.18181818181818182
2012,Turkey,Europe Other,33,88,0.2727272727272727
2012,Turkmenistan,Asia Central,0,4,0
2012,Uganda,Africa Sub-Saharan,118,113,0.5108225108225108
2012,Ukraine,Europe Other,6,20,0.23076923076923078
2012,United States,America North,2,5,0.2857142857142857
2012,Uzbekistan,Asia Central,7,6,0.5384615384615384
2012,Venezuela,America Central and South,3,0,1
2012,Vietnam,Asia South East,33,130,0.20245398773006135
2012,Western Sahara,Africa North,1,1,0.5
2012,Yemen,Middle East,12,22,0.35294117647058826
2012,Zambia,Africa Sub-Saharan,2,13,0.13333333333333333
2012,Zimbabwe,Africa Sub-Saharan,174,203,0.46153846153846156
2013,Afghanistan,Asia Central,334,587,0.36264929424538545
2013,Albania,Europe Other,282,503,0.3592356687898089
2013,Algeria,Africa North,24,104,0.1875
2013,Angola,Africa Sub-Saharan,8,20,0.2857142857142857
2013,Antigua and Barbuda,America Central and South,0,1,0
2013,Armenia,Europe Other,3,6,0.3333333333333333
2013,Australia,Oceania,0,1,0
2013,Azerbaijan,Europe Other,3,8,0.2727272727272727
2013,"Bahamas, The",America Central and South,0,2,0
2013,Bahrain,Middle East,11,2,0.8461538461538461
2013,Bangladesh,Asia South,50,709,0.06587615283267458
2013,Belarus,Europe Other,12,6,0.6666666666666666
2013,Benin,Africa Sub-Saharan,0,4,0
2013,Bhutan,Asia South,4,3,0.5714285714285714
2013,Bolivia,America Central and South,1,2,0.3333333333333333
2013,Botswana,Africa Sub-Saharan,0,3,0
2013,Brazil,America Central and South,4,8,0.3333333333333333
2013,British overseas citizens,Other,0,1,0
2013,Burkina Faso,Africa Sub-Saharan,1,1,0.5
2013,Burundi,Africa Sub-Saharan,3,5,0.375
2013,Cameroon,Africa Sub-Saharan,35,77,0.3125
2013,Canada,America North,0,5,0
2013,Cape Verde,Africa Sub-Saharan,1,0,1
2013,Central African Republic,Africa Sub-Saharan,1,3,0.25
2013,Chad,Africa Sub-Saharan,0,12,0
2013,China,Asia East,62,432,0.12550607287449392
2013,Colombia,America Central and South,1,8,0.1111111111111111
2013,Comoros,Africa Sub-Saharan,0,1,0
2013,Congo,Africa Sub-Saharan,3,15,0.16666666666666666
2013,Congo (Democratic Republic),Africa Sub-Saharan,68,87,0.43870967741935485
2013,Cuba,America Central and South,1,1,0.5
2013,Czechia,EU 8,0,4,0
2013,Dominica,America Central and South,0,2,0
2013,Ecuador,America Central and South,0,5,0
2013,Egypt,Africa North,40,148,0.2127659574468085
2013,El Salvador,America Central and South,0,1,0
2013,Equatorial Guinea,Africa Sub-Saharan,0,1,0
2013,Eritrea,Africa Sub-Saharan,790,173,0.8203530633437176
2013,Estonia,EU 8,0,1,0
2013,Eswatini,Africa Sub-Saharan,2,3,0.4
2013,Ethiopia,Africa Sub-Saharan,56,76,0.42424242424242425
2013,Fiji,Oceania,0,2,0
2013,France,EU 14,0,1,0
2013,Gabon,Africa Sub-Saharan,0,1,0
2013,"Gambia, The",Africa Sub-Saharan,75,124,0.3768844221105528
2013,Georgia,Europe Other,0,13,0
2013,Ghana,Africa Sub-Saharan,17,121,0.12318840579710146
2013,Grenada,America Central and South,0,2,0
2013,Guinea,Africa Sub-Saharan,22,43,0.3384615384615385
2013,Guyana,America Central and South,2,2,0.5
2013,Honduras,America Central and South,0,1,0
2013,Hungary,EU 8,0,4,0
2013,India,Asia South,12,577,0.02037351443123939
2013,Indonesia,Asia South East,2,3,0.4
2013,Iran,Middle East,1068,856,0.5550935550935551
2013,Iraq,Middle East,71,162,0.30472103004291845
2013,Israel,Middle East,0,2,0
2013,Italy,EU 14,0,2,0
2013,Ivory Coast,Africa Sub-Saharan,19,40,0.3220338983050847
2013,Jamaica,America Central and South,15,98,0.13274336283185842
2013,Japan,Asia East,0,2,0
2013,Jordan,Middle East,0,16,0
2013,Kazakhstan,Asia Central,1,2,0.3333333333333333
2013,Kenya,Africa Sub-Saharan,5,62,0.07462686567164178
2013,Kosovo,Europe Other,5,15,0.25
2013,Kuwait,Middle East,24,18,0.5714285714285714
2013,Kyrgyzstan,Asia Central,1,8,0.1111111111111111
2013,Laos,Asia South East,1,0,1
2013,Latvia,EU 8,0,7,0
2013,Lebanon,Middle East,7,29,0.19444444444444445
2013,Liberia,Africa Sub-Saharan,2,2,0.5
2013,Libya,Africa North,61,106,0.3652694610778443
2013,Lithuania,EU 8,0,11,0
2013,Malawi,Africa Sub-Saharan,22,71,0.23655913978494625
2013,Malaysia,Asia South East,7,29,0.19444444444444445
2013,Maldives,Asia South,1,0,1
2013,Mali,Africa Sub-Saharan,2,18,0.1
2013,Mauritania,Africa North,2,2,0.5
2013,Mauritius,Africa Sub-Saharan,5,20,0.2
2013,Mexico,America Central and South,1,4,0.2
2013,Moldova,Europe Other,0,1,0
2013,Mongolia,Asia East,3,10,0.23076923076923078
2013,Morocco,Africa North,15,28,0.3488372093023256
2013,Myanmar (Burma),Asia South East,19,15,0.5588235294117647
2013,Namibia,Africa Sub-Saharan,0,11,0
2013,Nepal,Asia South,1,38,0.02564102564102564
2013,Netherlands,EU 14,0,2,0
2013,Niger,Africa Sub-Saharan,0,6,0
2013,Nigeria,Africa Sub-Saharan,105,637,0.14150943396226415
2013,North Korea,Asia East,8,15,0.34782608695652173
2013,North Macedonia,Europe Other,1,0,1
2013,Occupied Palestinian Territories,Middle East,30,50,0.375
2013,Other and unknown,Other,1,3,0.25
2013,Pakistan,Asia South,590,2035,0.22476190476190477
2013,Peru,America Central and South,0,1,0
2013,Philippines,Asia South East,1,22,0.043478260869565216
2013,Poland,EU 8,0,79,0
2013,Portugal,EU 14,0,1,0
2013,Qatar,Middle East,0,1,0
2013,Refugee,Other,159,18,0.8983050847457628
2013,Romania,EU 2,0,2,0
2013,Russia,Europe Other,26,35,0.4262295081967213
2013,Rwanda,Africa Sub-Saharan,6,11,0.35294117647058826
2013,Saudi Arabia,Middle East,7,4,0.6363636363636364
2013,Senegal,Africa Sub-Saharan,7,20,0.25925925925925924
2013,Serbia and Montenegro,Europe Other,0,2,0
2013,Seychelles,Africa Sub-Saharan,0,1,0
2013,Sierra Leone,Africa Sub-Saharan,30,36,0.45454545454545453
2013,Slovakia,EU 8,0,2,0
2013,Somalia,Africa Sub-Saharan,246,160,0.6059113300492611
2013,South Africa,Africa Sub-Saharan,7,33,0.175
2013,South Korea,Asia East,1,2,0.3333333333333333
2013,Sri Lanka,Asia South,263,1025,0.20419254658385094
2013,St Kitts and Nevis,America Central and South,0,3,0
2013,St Vincent and the Grenadines,America Central and South,1,3,0.25
2013,Stateless,Other,22,32,0.4074074074074074
2013,Sudan,Africa North,433,161,0.7289562289562289
2013,Syria,Middle East,1119,202,0.8470855412566237
2013,Taiwan,Asia East,0,1,0
2013,Tanzania,Africa Sub-Saharan,2,31,0.06060606060606061
2013,Thailand,Asia South East,0,8,0
2013,Togo,Africa Sub-Saharan,1,10,0.09090909090909091
2013,Trinidad and Tobago,America Central and South,1,14,0.06666666666666667
2013,Tunisia,Africa North,1,19,0.05
2013,Turkey,Europe Other,39,145,0.21195652173913043
2013,Turkmenistan,Asia Central,0,3,0
2013,Uganda,Africa Sub-Saharan,78,95,0.4508670520231214
2013,Ukraine,Europe Other,3,17,0.15
2013,United States,America North,0,9,0
2013,Uzbekistan,Asia Central,5,13,0.2777777777777778
2013,Venezuela,America Central and South,0,2,0
2013,Vietnam,Asia South East,59,199,0.22868217054263565
2013,Western Sahara,Africa North,3,2,0.6
2013,Yemen,Middle East,17,21,0.4473684210526316
2013,Zambia,Africa Sub-Saharan,5,10,0.3333333333333333
2013,Zimbabwe,Africa Sub-Saharan,99,188,0.34494773519163763
2014,Afghanistan,Asia Central,328,615,0.34782608695652173
2014,Albania,Europe Other,241,787,0.23443579766536965
2014,Algeria,Africa North,16,108,0.12903225806451613
2014,American Samoa (United States),Oceania,0,1,0
2014,Angola,Africa Sub-Saharan,13,31,0.29545454545454547
2014,Antigua and Barbuda,America Central and South,1,0,1
2014,Argentina,America Central and South,0,1,0
2014,Armenia,Europe Other,3,2,0.6
2014,Australia,Oceania,1,2,0.3333333333333333
2014,Azerbaijan,Europe Other,5,2,0.7142857142857143
2014,Bahrain,Middle East,5,6,0.45454545454545453
2014,Bangladesh,Asia South,64,527,0.10829103214890017
2014,Barbados,America Central and South,0,2,0
2014,Belarus,Europe Other,17,2,0.8947368421052632
2014,Belize,America Central and South,0,1,0
2014,Benin,Africa Sub-Saharan,0,3,0
2014,Bhutan,Asia South,3,3,0.5
2014,Bolivia,America Central and South,2,5,0.2857142857142857
2014,Bosnia and Herzegovina,Europe Other,0,6,0
2014,Botswana,Africa Sub-Saharan,1,6,0.14285714285714285
2014,Brazil,America Central and South,0,15,0
2014,British overseas citizens,Other,0,25,0
2014,Burkina Faso,Africa Sub-Saharan,0,1,0
2014,Burundi,Africa Sub-Saharan,1,3,0.25
2014,Cameroon,Africa Sub-Saharan,29,75,0.27884615384615385
2014,Canada,America North,0,1,0
2014,Central African Republic,Africa Sub-Saharan,3,3,0.5
2014,Chad,Africa Sub-Saharan,4,4,0.5
2014,Chile,America Central and South,0,2,0
2014,China,Asia East,53,589,0.08255451713395638
2014,Colombia,America Central and South,1,9,0.1
2014,Comoros,Africa Sub-Saharan,0,1,0
2014,Congo,Africa Sub-Saharan,4,12,0.25
2014,Congo (Democratic Republic),Africa Sub-Saharan,72,130,0.3564356435643564
2014,Costa Rica,America Central and South,0,2,0
2014,Cuba,America Central and South,2,1,0.6666666666666666
2014,Cyprus (Northern part of),Europe Other,1,0,1
2014,Czechia,EU 8,0,2,0
2014,Djibouti,Africa Sub-Saharan,1,1,0.5
2014,Dominica,America Central and South,0,1,0
2014,Ecuador,America Central and South,0,3,0
2014,Egypt,Africa North,41,127,0.24404761904761904
2014,El Salvador,America Central and South,1,11,0.08333333333333333
2014,Equatorial Guinea,Africa Sub-Saharan,0,1,0
2014,Eritrea,Africa Sub-Saharan,2155,308,0.8749492488834755
2014,Eswatini,Africa Sub-Saharan,8,6,0.5714285714285714
2014,Ethiopia,Africa Sub-Saharan,52,95,0.35374149659863946
2014,France,EU 14,1,1,0.5
2014,"Gambia, The",Africa Sub-Saharan,79,112,0.41361256544502617
2014,Georgia,Europe Other,0,21,0
2014,Ghana,Africa Sub-Saharan,20,109,0.15503875968992248
2014,Greece,EU 14,0,1,0
2014,Grenada,America Central and South,0,2,0
2014,Guatemala,America Central and South,0,1,0
2014,Guinea,Africa Sub-Saharan,7,27,0.20588235294117646
2014,Guinea-Bissau,Africa Sub-Saharan,0,1,0
2014,Guyana,America Central and South,2,1,0.6666666666666666
2014,Honduras,America Central and South,3,7,0.3
2014,Hong Kong,Asia East,0,3,0
2014,Hungary,EU 8,0,2,0
2014,India,Asia South,16,576,0.02702702702702703
2014,Indonesia,Asia South East,0,10,0
2014,Iran,Middle East,993,808,0.5513603553581343
2014,Iraq,Middle East,117,257,0.31283422459893045
2014,Israel,Middle East,0,2,0
2014,Italy,EU 14,0,1,0
2014,Ivory Coast,Africa Sub-Saharan,11,50,0.18032786885245902
2014,Jamaica,America Central and South,17,99,0.14655172413793102
2014,Japan,Asia East,0,3,0
2014,Jordan,Middle East,1,15,0.0625
2014,Kazakhstan,Asia Central,1,4,0.2
2014,Kenya,Africa Sub-Saharan,17,43,0.2833333333333333
2014,Kosovo,Europe Other,4,34,0.10526315789473684
2014,Kuwait,Middle East,14,15,0.4827586206896552
2014,Kyrgyzstan,Asia Central,2,2,0.5
2014,Laos,Asia South East,0,1,0
2014,Latvia,EU 8,0,11,0
2014,Lebanon,Middle East,9,21,0.3
2014,Liberia,Africa Sub-Saharan,3,8,0.2727272727272727
2014,Libya,Africa North,48,115,0.294478527607362
2014,Lithuania,EU 8,0,15,0
2014,Malawi,Africa Sub-Saharan,10,55,0.15384615384615385
2014,Malaysia,Asia South East,11,20,0.3548387096774194
2014,Maldives,Asia South,1,0,1
2014,Mali,Africa Sub-Saharan,2,14,0.125
2014,Mauritania,Africa North,0,3,0
2014,Mauritius,Africa Sub-Saharan,0,25,0
2014,Mexico,America Central and South,0,3,0
2014,Moldova,Europe Other,1,6,0.14285714285714285
2014,Mongolia,Asia East,0,16,0
2014,Montenegro,Europe Other,0,1,0
2014,Morocco,Africa North,15,38,0.2830188679245283
2014,Mozambique,Africa Sub-Saharan,0,1,0
2014,Myanmar (Burma),Asia South East,41,45,0.47674418604651164
2014,Namibia,Africa Sub-Saharan,0,14,0
2014,Nepal,Asia South,1,33,0.029411764705882353
2014,Nicaragua,America Central and South,0,1,0
2014,Niger,Africa Sub-Saharan,1,3,0.25
2014,Nigeria,Africa Sub-Saharan,150,607,0.19815059445178335
2014,North Korea,Asia East,6,16,0.2727272727272727
2014,North Macedonia,Europe Other,1,2,0.3333333333333333
2014,Occupied Palestinian Territories,Middle East,31,56,0.3563218390804598
2014,Oman,Middle East,2,0,1
2014,Other and unknown,Other,1,9,0.1
2014,Pakistan,Asia South,466,1810,0.2047451669595782
2014,Panama,America Central and South,0,1,0
2014,Peru,America Central and South,0,2,0
2014,Philippines,Asia South East,1,19,0.05
2014,Poland,EU 8,0,108,0
2014,Portugal,EU 14,0,5,0
2014,Qatar,Middle East,1,0,1
2014,Refugee,Other,148,21,0.8757396449704142
2014,Romania,EU 2,0,29,0
2014,Russia,Europe Other,19,31,0.38
2014,Rwanda,Africa Sub-Saharan,9,7,0.5625
2014,Saudi Arabia,Middle East,4,10,0.2857142857142857
2014,Senegal,Africa Sub-Saharan,2,19,0.09523809523809523
2014,Serbia and Montenegro,Europe Other,0,3,0
2014,Seychelles,Africa Sub-Saharan,0,4,0
2014,Sierra Leone,Africa Sub-Saharan,18,49,0.26865671641791045
2014,Singapore,Asia South East,0,2,0
2014,Somalia,Africa Sub-Saharan,156,179,0.46567164179104475
2014,South Africa,Africa Sub-Saharan,6,36,0.14285714285714285
2014,South Korea,Asia East,0,6,0
2014,South Sudan,Africa Sub-Saharan,3,2,0.6
2014,Spain,EU 14,0,1,0
2014,Sri Lanka,Asia South,157,1060,0.12900575184880855
2014,St Kitts and Nevis,America Central and South,0,1,0
2014,St Lucia,America Central and South,2,2,0.5
2014,St Vincent and the Grenadines,America Central and South,1,2,0.3333333333333333
2014,Stateless,Other,44,58,0.43137254901960786
2014,Sudan,Africa North,776,207,0.7894201424211598
2014,Syria,Middle East,1195,169,0.876099706744868
2014,Tanzania,Africa Sub-Saharan,6,16,0.2727272727272727
2014,Thailand,Asia South East,1,7,0.125
2014,Togo,Africa Sub-Saharan,1,2,0.3333333333333333
2014,Trinidad and Tobago,America Central and South,2,15,0.11764705882352941
2014,Tunisia,Africa North,3,33,0.08333333333333333
2014,Turkey,Europe Other,71,178,0.285140562248996
2014,Turkmenistan,Asia Central,1,1,0.5
2014,Uganda,Africa Sub-Saharan,129,114,0.5308641975308642
2014,Ukraine,Europe Other,6,120,0.047619047619047616
2014,United Arab Emirates,Middle East,3,0,1
2014,United States,America North,0,21,0
2014,Uruguay,America Central and South,0,1,0
2014,Uzbekistan,Asia Central,0,11,0
2014,Venezuela,America Central and South,1,17,0.05555555555555555
2014,Vietnam,Asia South East,75,153,0.32894736842105265
2014,Western Sahara,Africa North,1,4,0.2
2014,Yemen,Middle East,9,34,0.20930232558139536
2014,Zambia,Africa Sub-Saharan,11,12,0.4782608695652174
2014,Zimbabwe,Africa Sub-Saharan,56,166,0.25225225225225223
2015,Afghanistan,Asia Central,512,917,0.3582925122463261
2015,Albania,Europe Other,347,1069,0.24505649717514125
2015,Algeria,Africa North,18,115,0.13533834586466165
2015,Angola,Africa Sub-Saharan,12,25,0.32432432432432434
2015,Antigua and Barbuda,America Central and South,0,2,0
2015,Argentina,America Central and South,0,1,0
2015,Armenia,Europe Other,5,22,0.18518518518518517
2015,Australia,Oceania,0,2,0
2015,Azerbaijan,Europe Other,3,8,0.2727272727272727
2015,Bahrain,Middle East,6,4,0.6
2015,Bangladesh,Asia South,82,678,0.10789473684210527
2015,Barbados,America Central and South,0,3,0
2015,Belarus,Europe Other,8,3,0.7272727272727273
2015,Belgium,EU 14,0,2,0
2015,Benin,Africa Sub-Saharan,1,0,1
2015,Bhutan,Asia South,2,1,0.6666666666666666
2015,Bolivia,America Central and South,1,8,0.1111111111111111
2015,Bosnia and Herzegovina,Europe Other,0,3,0
2015,Botswana,Africa Sub-Saharan,4,10,0.2857142857142857
2015,Brazil,America Central and South,1,11,0.08333333333333333
2015,British overseas citizens,Other,4,1,0.8
2015,Bulgaria,EU 2,0,4,0
2015,Burkina Faso,Africa Sub-Saharan,0,2,0
2015,Burundi,Africa Sub-Saharan,4,6,0.4
2015,Cambodia,Asia South East,0,1,0
2015,Cameroon,Africa Sub-Saharan,49,93,0.34507042253521125
2015,Canada,America North,0,5,0
2015,Cape Verde,Africa Sub-Saharan,0,1,0
2015,Central African Republic,Africa Sub-Saharan,0,3,0
2015,Chad,Africa Sub-Saharan,8,20,0.2857142857142857
2015,China,Asia East,60,579,0.09389671361502347
2015,Colombia,America Central and South,0,9,0
2015,Congo,Africa Sub-Saharan,5,22,0.18518518518518517
2015,Congo (Democratic Republic),Africa Sub-Saharan,82,171,0.3241106719367589
2015,Costa Rica,America Central and South,0,1,0
2015,Cuba,America Central and South,0,2,0
2015,Cyprus (Northern part of),Europe Other,0,3,0
2015,Czechia,EU 8,0,3,0
2015,Denmark,EU 14,0,1,0
2015,Djibouti,Africa Sub-Saharan,1,0,1
2015,Dominica,America Central and South,2,1,0.6666666666666666
2015,Ecuador,America Central and South,0,1,0
2015,Egypt,Africa North,80,234,0.25477707006369427
2015,El Salvador,America Central and South,2,12,0.14285714285714285
2015,Equatorial Guinea,Africa Sub-Saharan,0,2,0
2015,Eritrea,Africa Sub-Saharan,1531,1660,0.4797869006581009
2015,Estonia,EU 8,0,1,0
2015,Eswatini,Africa Sub-Saharan,15,6,0.7142857142857143
2015,Ethiopia,Africa Sub-Saharan,348,271,0.5621970920840065
2015,Fiji,Oceania,0,2,0
2015,France,EU 14,0,2,0
2015,Gabon,Africa Sub-Saharan,1,0,1
2015,"Gambia, The",Africa Sub-Saharan,62,167,0.27074235807860264
2015,Georgia,Europe Other,2,42,0.045454545454545456
2015,Germany,EU 14,0,2,0
2015,Ghana,Africa Sub-Saharan,13,130,0.09090909090909091
2015,Greece,EU 14,0,2,0
2015,Grenada,America Central and South,0,3,0
2015,Guatemala,America Central and South,0,2,0
2015,Guinea,Africa Sub-Saharan,8,26,0.23529411764705882
2015,Guinea-Bissau,Africa Sub-Saharan,1,1,0.5
2015,Guyana,America Central and South,1,6,0.14285714285714285
2015,Haiti,America Central and South,1,1,0.5
2015,Honduras,America Central and South,4,5,0.4444444444444444
2015,Hong Kong,Asia East,0,2,0
2015,Hungary,EU 8,0,5,0
2015,India,Asia South,15,637,0.023006134969325152
2015,Indonesia,Asia South East,0,7,0
2015,Iran,Middle East,1532,1258,0.5491039426523298
2015,Iraq,Middle East,216,838,0.2049335863377609
2015,Ireland,EU 14,0,3,0
2015,Israel,Middle East,0,9,0
2015,Ivory Coast,Africa Sub-Saharan,7,38,0.15555555555555556
2015,Jamaica,America Central and South,20,137,0.12738853503184713
2015,Jordan,Middle East,4,18,0.18181818181818182
2015,Kazakhstan,Asia Central,1,6,0.14285714285714285
2015,Kenya,Africa Sub-Saharan,11,64,0.14666666666666667
2015,Kosovo,Europe Other,0,26,0
2015,Kuwait,Middle East,25,27,0.4807692307692308
2015,Kyrgyzstan,Asia Central,3,3,0.5
2015,Laos,Asia South East,0,1,0
2015,Latvia,EU 8,0,20,0
2015,Lebanon,Middle East,6,43,0.12244897959183673
2015,Lesotho,Africa Sub-Saharan,0,1,0
2015,Liberia,Africa Sub-Saharan,0,5,0
2015,Libya,Africa North,85,406,0.17311608961303462
2015,Lithuania,EU 8,0,33,0
2015,Madagascar,Africa Sub-Saharan,0,1,0
2015,Malawi,Africa Sub-Saharan,21,73,0.22340425531914893
2015,Malaysia,Asia South East,14,32,0.30434782608695654
2015,Maldives,Asia South,5,0,1
2015,Mali,Africa Sub-Saharan,0,18,0
2015,Mauritania,Africa North,0,1,0
2015,Mauritius,Africa Sub-Saharan,2,36,0.05263157894736842
2015,Mexico,America Central and South,0,9,0
2015,Moldova,Europe Other,1,1,0.5
2015,Mongolia,Asia East,3,10,0.23076923076923078
2015,Morocco,Africa North,13,49,0.20967741935483872
2015,Mozambique,Africa Sub-Saharan,0,1,0
2015,Myanmar (Burma),Asia South East,53,130,0.2896174863387978
2015,Namibia,Africa Sub-Saharan,5,13,0.2777777777777778
2015,Nepal,Asia South,1,44,0.022222222222222223
2015,Niger,Africa Sub-Saharan,1,2,0.3333333333333333
2015,Nigeria,Africa Sub-Saharan,135,783,0.14705882352941177
2015,North Korea,Asia East,0,23,0
2015,North Macedonia,Europe Other,0,1,0
2015,Occupied Palestinian Territories,Middle East,45,89,0.3358208955223881
2015,Oman,Middle East,1,5,0.16666666666666666
2015,Other and unknown,Other,1,2,0.3333333333333333
2015,Pakistan,Asia South,489,1869,0.20737913486005088
2015,Philippines,Asia South East,0,30,0
2015,Poland,EU 8,0,82,0
2015,Portugal,EU 14,0,3,0
2015,Qatar,Middle East,1,1,0.5
2015,Refugee,Other,311,37,0.8936781609195402
2015,Romania,EU 2,0,16,0
2015,Russia,Europe Other,28,47,0.37333333333333335
2015,Rwanda,Africa Sub-Saharan,6,13,0.3157894736842105
2015,Saudi Arabia,Middle East,9,8,0.5294117647058824
2015,Senegal,Africa Sub-Saharan,8,21,0.27586206896551724
2015,Serbia and Montenegro,Europe Other,0,1,0
