Date,Year,Quarter,Nationality,Region,Initial decisions from designated states,Refusals from designated states,Clearly unfounded refusals (designated states),Clearly unfounded refusals (non-designated states),Total clearly unfounded refusals
2015-12-31,2015,4,South Korea,Asia East,2,2,2,0,2
2015-12-31,2015,4,Sri Lanka,Asia South,0,0,0,1,1
2015-12-31,2015,4,St Lucia,America Central and South,0,0,0,1,1
2015-12-31,2015,4,St Vincent and the Grenadines,America Central and South,0,0,0,1,1
2015-12-31,2015,4,Syria,Middle East,0,0,0,1,1
2015-12-31,2015,4,Tanzania,Africa Sub-Saharan,0,0,0,1,1
2015-12-31,2015,4,Thailand,Asia South East,0,0,0,1,1
2015-12-31,2015,4,Togo,Africa Sub-Saharan,0,0,0,1,1
2015-12-31,2015,4,Trinidad and Tobago,America Central and South,0,0,0,1,1
2015-12-31,2015,4,Tunisia,Africa North,0,0,0,1,1
2015-12-31,2015,4,Turkey,Europe Other,0,0,0,1,1
2015-12-31,2015,4,Uganda,Africa Sub-Saharan,0,0,0,3,3
2015-12-31,2015,4,Ukraine,Europe Other,42,42,26,0,26
2015-12-31,2015,4,United States,America North,0,0,0,1,1
2015-12-31,2015,4,Vietnam,Asia South East,0,0,0,9,9
2015-12-31,2015,4,Zambia,Africa Sub-Saharan,0,0,0,1,1
2016-03-31,2016,1,Afghanistan,Asia Central,0,0,0,1,1
2016-03-31,2016,1,Albania,Europe Other,249,171,66,0,66
2016-03-31,2016,1,Algeria,Africa North,0,0,0,1,1
2016-03-31,2016,1,Bangladesh,Asia South,0,0,0,47,47
2016-03-31,2016,1,Barbados,America Central and South,0,0,0,1,1
2016-03-31,2016,1,Belize,America Central and South,0,0,0,1,1
2016-03-31,2016,1,Botswana,Africa Sub-Saharan,0,0,0,1,1
2016-03-31,2016,1,Brazil,America Central and South,5,5,5,0,5
2016-03-31,2016,1,Bulgaria,EU 2,0,0,0,1,1
2016-03-31,2016,1,Cameroon,Africa Sub-Saharan,0,0,0,2,2
2016-03-31,2016,1,Canada,America North,0,0,0,1,1
2016-03-31,2016,1,China,Asia East,0,0,0,13,13
2016-03-31,2016,1,Colombia,America Central and South,0,0,0,1,1
2016-03-31,2016,1,Congo (Democratic Republic),Africa Sub-Saharan,0,0,0,1,1
2016-03-31,2016,1,Ecuador,America Central and South,2,2,1,0,1
2016-03-31,2016,1,Egypt,Africa North,0,0,0,3,3
2016-03-31,2016,1,El Salvador,America Central and South,0,0,0,1,1
2016-03-31,2016,1,Estonia,EU 8,0,0,0,1,1
2016-03-31,2016,1,Ethiopia,Africa Sub-Saharan,0,0,0,1,1
2016-03-31,2016,1,"Gambia, The",Africa Sub-Saharan,17,17,3,1,4
2016-03-31,2016,1,Georgia,Europe Other,0,0,0,3,3
2016-03-31,2016,1,Ghana,Africa Sub-Saharan,32,31,17,0,17
2016-03-31,2016,1,India,Asia South,267,266,239,0,239
2016-03-31,2016,1,Iran,Middle East,0,0,0,1,1
2016-03-31,2016,1,Jamaica,America Central and South,0,0,0,21,21
2016-03-31,2016,1,Kenya,Africa Sub-Saharan,7,6,5,2,7
2016-03-31,2016,1,Korea (North),Asia East,0,0,0,5,5
2016-03-31,2016,1,Kosovo,Europe Other,2,2,1,0,1
2016-03-31,2016,1,Lebanon,Middle East,0,0,0,1,1
2016-03-31,2016,1,Liberia,Africa Sub-Saharan,2,2,2,0,2
2016-03-31,2016,1,Lithuania,EU 8,0,0,0,1,1
2016-03-31,2016,1,Malawi,Africa Sub-Saharan,6,4,1,1,2
2016-03-31,2016,1,Malaysia,Asia South East,0,0,0,1,1
2016-03-31,2016,1,Mali,Africa Sub-Saharan,3,3,1,0,1
2016-03-31,2016,1,Mauritius,Africa Sub-Saharan,4,4,2,0,2
2016-03-31,2016,1,Mongolia,Asia East,1,1,0,0,0
2016-03-31,2016,1,Namibia,Africa Sub-Saharan,0,0,0,1,1
2016-03-31,2016,1,Nepal,Asia South,0,0,0,7,7
2016-03-31,2016,1,Nigeria,Africa Sub-Saharan,96,89,45,21,66
2016-03-31,2016,1,Pakistan,Asia South,0,0,0,83,83
2016-03-31,2016,1,Philippines,Asia South East,0,0,0,5,5
2016-03-31,2016,1,Poland,EU 8,0,0,0,2,2
2016-03-31,2016,1,Portugal,EU 14,0,0,0,2,2
2016-03-31,2016,1,Romania,EU 2,0,0,0,1,1
2016-03-31,2016,1,Saudi Arabia,Middle East,0,0,0,1,1
2016-03-31,2016,1,Sierra Leone,Africa Sub-Saharan,5,5,5,0,5
2016-03-31,2016,1,South Africa,Africa Sub-Saharan,1,1,1,0,1
2016-03-31,2016,1,Sri Lanka,Asia South,0,0,0,3,3
2016-03-31,2016,1,St Kitts and Nevis,America Central and South,0,0,0,1,1
2016-03-31,2016,1,Tanzania,Africa Sub-Saharan,0,0,0,2,2
2016-03-31,2016,1,Thailand,Asia South East,0,0,0,1,1
2016-03-31,2016,1,Togo,Africa Sub-Saharan,0,0,0,1,1
2016-03-31,2016,1,Trinidad and Tobago,America Central and South,0,0,0,4,4
2016-03-31,2016,1,Tunisia,Africa North,0,0,0,1,1
2016-03-31,2016,1,Turkey,Europe Other,0,0,0,1,1
2016-03-31,2016,1,Ukraine,Europe Other,26,26,9,0,9
2016-03-31,2016,1,United States,America North,0,0,0,3,3
2016-03-31,2016,1,Uzbekistan,Asia Central,0,0,0,1,1
2016-03-31,2016,1,Vietnam,Asia South East,0,0,0,6,6
2016-03-31,2016,1,Zambia,Africa Sub-Saharan,0,0,0,1,1
2016-03-31,2016,1,Zimbabwe,Africa Sub-Saharan,0,0,0,1,1
2016-06-30,2016,2,Albania,Europe Other,222,166,68,0,68
2016-06-30,2016,2,Algeria,Africa North,0,0,0,4,4
2016-06-30,2016,2,Bangladesh,Asia South,0,0,0,35,35
2016-06-30,2016,2,Bolivia,America Central and South,2,2,2,0,2
2016-06-30,2016,2,Bosnia and Herzegovina,Europe Other,1,1,0,0,0
2016-06-30,2016,2,Brazil,America Central and South,2,2,1,0,1
2016-06-30,2016,2,Cameroon,Africa Sub-Saharan,0,0,0,1,1
2016-06-30,2016,2,Canada,America North,0,0,0,1,1
2016-06-30,2016,2,China,Asia East,0,0,0,21,21
2016-06-30,2016,2,Colombia,America Central and South,0,0,0,1,1
2016-06-30,2016,2,Congo (Democratic Republic),Africa Sub-Saharan,0,0,0,2,2
2016-06-30,2016,2,Cuba,America Central and South,0,0,0,1,1
2016-06-30,2016,2,Dominica,America Central and South,0,0,0,1,1
2016-06-30,2016,2,Egypt,Africa North,0,0,0,5,5
2016-06-30,2016,2,"Gambia, The",Africa Sub-Saharan,13,12,1,0,1
2016-06-30,2016,2,Ghana,Africa Sub-Saharan,27,24,12,3,15
2016-06-30,2016,2,Guinea,Africa Sub-Saharan,0,0,0,1,1
2016-06-30,2016,2,India,Asia South,189,189,150,0,150
2016-06-30,2016,2,Iraq,Middle East,0,0,0,5,5
2016-06-30,2016,2,Jamaica,America Central and South,0,0,0,18,18
2016-06-30,2016,2,Jordan,Middle East,0,0,0,1,1
2016-06-30,2016,2,Kenya,Africa Sub-Saharan,5,5,1,0,1
2016-06-30,2016,2,Korea (North),Asia East,0,0,0,2,2
2016-06-30,2016,2,Kosovo,Europe Other,2,1,1,0,1
2016-06-30,2016,2,Latvia,EU 8,0,0,0,1,1
2016-06-30,2016,2,Lithuania,EU 8,0,0,0,2,2
2016-06-30,2016,2,Malawi,Africa Sub-Saharan,3,3,2,0,2
2016-06-30,2016,2,Malaysia,Asia South East,0,0,0,4,4
2016-06-30,2016,2,Mali,Africa Sub-Saharan,1,1,0,0,0
2016-06-30,2016,2,Mauritius,Africa Sub-Saharan,11,9,7,0,7
2016-06-30,2016,2,Mongolia,Asia East,3,3,1,0,1
2016-06-30,2016,2,Morocco,Africa North,0,0,0,1,1
2016-06-30,2016,2,Namibia,Africa Sub-Saharan,0,0,0,1,1
2016-06-30,2016,2,Nepal,Asia South,0,0,0,10,10
2016-06-30,2016,2,Nigeria,Africa Sub-Saharan,94,87,40,7,47
2016-06-30,2016,2,Pakistan,Asia South,0,0,0,90,90
2016-06-30,2016,2,Philippines,Asia South East,0,0,0,2,2
2016-06-30,2016,2,Refugee,Other,0,0,0,1,1
2016-06-30,2016,2,Romania,EU 2,0,0,0,1,1
2016-06-30,2016,2,Serbia and Montenegro,Europe Other,1,1,0,0,0
2016-06-30,2016,2,Sierra Leone,Africa Sub-Saharan,5,4,2,1,3
2016-06-30,2016,2,Somalia,Africa Sub-Saharan,0,0,0,2,2
2016-06-30,2016,2,South Africa,Africa Sub-Saharan,8,8,5,0,5
2016-06-30,2016,2,Spain,EU 14,0,0,0,1,1
2016-06-30,2016,2,Sri Lanka,Asia South,0,0,0,1,1
2016-06-30,2016,2,St Lucia,America Central and South,0,0,0,1,1
2016-06-30,2016,2,Syria,Middle East,0,0,0,2,2
2016-06-30,2016,2,Tanzania,Africa Sub-Saharan,0,0,0,1,1
2016-06-30,2016,2,Thailand,Asia South East,0,0,0,1,1
2016-06-30,2016,2,Trinidad and Tobago,America Central and South,0,0,0,2,2
2016-06-30,2016,2,Tunisia,Africa North,0,0,0,1,1
2016-06-30,2016,2,Turkey,Europe Other,0,0,0,3,3
2016-06-30,2016,2,Uganda,Africa Sub-Saharan,0,0,0,1,1
2016-06-30,2016,2,Ukraine,Europe Other,13,13,6,0,6
2016-06-30,2016,2,United States,America North,0,0,0,8,8
2016-06-30,2016,2,Uzbekistan,Asia Central,0,0,0,1,1
2016-06-30,2016,2,Venezuela,America Central and South,0,0,0,1,1
2016-06-30,2016,2,Vietnam,Asia South East,0,0,0,11,11
2016-06-30,2016,2,Zimbabwe,Africa Sub-Saharan,0,0,0,3,3
2016-09-30,2016,3,Albania,Europe Other,169,127,49,0,49
2016-09-30,2016,3,Algeria,Africa North,0,0,0,5,5
2016-09-30,2016,3,Angola,Africa Sub-Saharan,0,0,0,1,1
2016-09-30,2016,3,Bangladesh,Asia South,0,0,0,25,25
2016-09-30,2016,3,Barbados,America Central and South,0,0,0,1,1
2016-09-30,2016,3,Bolivia,America Central and South,2,2,1,0,1
2016-09-30,2016,3,Botswana,Africa Sub-Saharan,0,0,0,1,1
2016-09-30,2016,3,Brazil,America Central and South,5,5,4,0,4
2016-09-30,2016,3,China,Asia East,0,0,0,8,8
2016-09-30,2016,3,Congo (Democratic Republic),Africa Sub-Saharan,0,0,0,2,2
2016-09-30,2016,3,Dominica,America Central and South,0,0,0,2,2
2016-09-30,2016,3,Egypt,Africa North,0,0,0,2,2
2016-09-30,2016,3,"Gambia, The",Africa Sub-Saharan,16,13,1,0,1
2016-09-30,2016,3,Georgia,Europe Other,0,0,0,2,2
2016-09-30,2016,3,Ghana,Africa Sub-Saharan,29,27,12,2,14
2016-09-30,2016,3,Guinea,Africa Sub-Saharan,0,0,0,1,1
2016-09-30,2016,3,India,Asia South,243,240,193,0,193
2016-09-30,2016,3,Iraq,Middle East,0,0,0,6,6
2016-09-30,2016,3,Israel,Middle East,0,0,0,1,1
2016-09-30,2016,3,Jamaica,America Central and South,0,0,0,22,22
2016-09-30,2016,3,Kenya,Africa Sub-Saharan,4,4,2,2,4
2016-09-30,2016,3,Korea (North),Asia East,0,0,0,3,3
2016-09-30,2016,3,Kosovo,Europe Other,2,2,1,0,1
2016-09-30,2016,3,Malawi,Africa Sub-Saharan,6,5,1,3,4
2016-09-30,2016,3,Malaysia,Asia South East,0,0,0,2,2
2016-09-30,2016,3,Mali,Africa Sub-Saharan,3,3,1,0,1
2016-09-30,2016,3,Mauritius,Africa Sub-Saharan,12,12,8,0,8
2016-09-30,2016,3,Mexico,America Central and South,0,0,0,2,2
2016-09-30,2016,3,Moldova,Europe Other,1,1,0,0,0
2016-09-30,2016,3,Mongolia,Asia East,3,2,2,0,2
2016-09-30,2016,3,Morocco,Africa North,0,0,0,4,4
2016-09-30,2016,3,Nepal,Asia South,0,0,0,12,12
2016-09-30,2016,3,Netherlands,EU 14,0,0,0,1,1
2016-09-30,2016,3,Nigeria,Africa Sub-Saharan,100,94,38,14,52
2016-09-30,2016,3,North Macedonia,Europe Other,2,1,1,0,1
2016-09-30,2016,3,Pakistan,Asia South,0,0,0,88,88
2016-09-30,2016,3,Philippines,Asia South East,0,0,0,3,3
2016-09-30,2016,3,Russia,Europe Other,0,0,0,1,1
2016-09-30,2016,3,Rwanda,Africa Sub-Saharan,0,0,0,2,2
2016-09-30,2016,3,Sierra Leone,Africa Sub-Saharan,3,3,2,1,3
2016-09-30,2016,3,South Africa,Africa Sub-Saharan,9,7,3,0,3
2016-09-30,2016,3,South Korea,Asia East,2,2,2,0,2
2016-09-30,2016,3,Sri Lanka,Asia South,0,0,0,4,4
2016-09-30,2016,3,Trinidad and Tobago,America Central and South,0,0,0,1,1
2016-09-30,2016,3,Tunisia,Africa North,0,0,0,1,1
2016-09-30,2016,3,Turkey,Europe Other,0,0,0,2,2
2016-09-30,2016,3,Uganda,Africa Sub-Saharan,0,0,0,2,2
2016-09-30,2016,3,Ukraine,Europe Other,10,10,3,0,3
2016-09-30,2016,3,United States,America North,0,0,0,1,1
2016-09-30,2016,3,Vietnam,Asia South East,0,0,0,4,4
2016-09-30,2016,3,Zimbabwe,Africa Sub-Saharan,0,0,0,1,1
2016-12-31,2016,4,Albania,Europe Other,179,133,65,0,65
2016-12-31,2016,4,Algeria,Africa North,0,0,0,1,1
2016-12-31,2016,4,Argentina,America Central and South,0,0,0,1,1
2016-12-31,2016,4,Bangladesh,Asia South,0,0,0,33,33
2016-12-31,2016,4,Bolivia,America Central and South,2,2,1,0,1
2016-12-31,2016,4,Brazil,America Central and South,2,2,2,0,2
2016-12-31,2016,4,Cameroon,Africa Sub-Saharan,0,0,0,1,1
2016-12-31,2016,4,China,Asia East,0,0,0,11,11
2016-12-31,2016,4,Egypt,Africa North,0,0,0,1,1
2016-12-31,2016,4,Fiji,Oceania,0,0,0,1,1
2016-12-31,2016,4,"Gambia, The",Africa Sub-Saharan,19,17,2,1,3
2016-12-31,2016,4,Ghana,Africa Sub-Saharan,36,34,23,1,24
2016-12-31,2016,4,Guyana,America Central and South,0,0,0,3,3
2016-12-31,2016,4,India,Asia South,200,199,151,0,151
2016-12-31,2016,4,Iran,Middle East,0,0,0,1,1
2016-12-31,2016,4,Iraq,Middle East,0,0,0,1,1
2016-12-31,2016,4,Jamaica,America Central and South,0,0,0,16,16
2016-12-31,2016,4,Kenya,Africa Sub-Saharan,4,4,1,0,1
2016-12-31,2016,4,Kosovo,Europe Other,1,1,1,0,1
2016-12-31,2016,4,Liberia,Africa Sub-Saharan,1,1,0,0,0
2016-12-31,2016,4,Malawi,Africa Sub-Saharan,3,3,1,2,3
2016-12-31,2016,4,Malaysia,Asia South East,0,0,0,3,3
2016-12-31,2016,4,Mauritius,Africa Sub-Saharan,11,11,6,0,6
2016-12-31,2016,4,Mongolia,Asia East,1,1,1,0,1
2016-12-31,2016,4,Nepal,Asia South,0,0,0,8,8
2016-12-31,2016,4,Niger,Africa Sub-Saharan,0,0,0,1,1
2016-12-31,2016,4,Nigeria,Africa Sub-Saharan,116,112,47,15,62
2016-12-31,2016,4,Other and unknown,Other,0,0,0,1,1
2016-12-31,2016,4,Pakistan,Asia South,0,0,0,81,81
2016-12-31,2016,4,Philippines,Asia South East,0,0,0,3,3
2016-12-31,2016,4,Serbia and Montenegro,Europe Other,1,1,1,0,1
2016-12-31,2016,4,Sierra Leone,Africa Sub-Saharan,6,4,0,0,0
2016-12-31,2016,4,South Africa,Africa Sub-Saharan,16,14,9,0,9
2016-12-31,2016,4,South Korea,Asia East,1,1,1,0,1
2016-12-31,2016,4,Sri Lanka,Asia South,0,0,0,2,2
2016-12-31,2016,4,St Lucia,America Central and South,0,0,0,1,1
2016-12-31,2016,4,St Vincent and the Grenadines,America Central and South,0,0,0,1,1
2016-12-31,2016,4,Syria,Middle East,0,0,0,1,1
2016-12-31,2016,4,Tanzania,Africa Sub-Saharan,0,0,0,1,1
2016-12-31,2016,4,Thailand,Asia South East,0,0,0,1,1
2016-12-31,2016,4,Trinidad and Tobago,America Central and South,0,0,0,1,1
2016-12-31,2016,4,Tunisia,Africa North,0,0,0,2,2
2016-12-31,2016,4,Turkey,Europe Other,0,0,0,4,4
2016-12-31,2016,4,Ukraine,Europe Other,23,23,9,0,9
2016-12-31,2016,4,Vietnam,Asia South East,0,0,0,1,1
2017-03-31,2017,1,Afghanistan,Asia Central,0,0,0,1,1
2017-03-31,2017,1,Albania,Europe Other,161,135,63,0,63
2017-03-31,2017,1,Algeria,Africa North,0,0,0,5,5
2017-03-31,2017,1,Angola,Africa Sub-Saharan,0,0,0,1,1
2017-03-31,2017,1,Australia,Oceania,0,0,0,1,1
2017-03-31,2017,1,Bangladesh,Asia South,0,0,0,31,31
2017-03-31,2017,1,Brazil,America Central and South,2,2,2,0,2
2017-03-31,2017,1,China,Asia East,0,0,0,12,12
2017-03-31,2017,1,Egypt,Africa North,0,0,0,2,2
2017-03-31,2017,1,"Gambia, The",Africa Sub-Saharan,19,18,4,0,4
2017-03-31,2017,1,Ghana,Africa Sub-Saharan,39,38,18,1,19
2017-03-31,2017,1,Hong Kong,Asia East,0,0,0,1,1
2017-03-31,2017,1,India,Asia South,212,208,158,0,158
2017-03-31,2017,1,Iraq,Middle East,0,0,0,1,1
2017-03-31,2017,1,Ivory Coast,Africa Sub-Saharan,0,0,0,1,1
2017-03-31,2017,1,Jamaica,America Central and South,0,0,0,19,19
2017-03-31,2017,1,Japan,Asia East,0,0,0,1,1
2017-03-31,2017,1,Kenya,Africa Sub-Saharan,6,6,2,0,2
2017-03-31,2017,1,Kosovo,Europe Other,5,4,3,0,3
2017-03-31,2017,1,Liberia,Africa Sub-Saharan,2,2,2,0,2
2017-03-31,2017,1,Malawi,Africa Sub-Saharan,3,3,0,1,1
2017-03-31,2017,1,Malaysia,Asia South East,0,0,0,1,1
2017-03-31,2017,1,Mauritius,Africa Sub-Saharan,13,13,7,0,7
2017-03-31,2017,1,Mongolia,Asia East,3,3,0,0,0
2017-03-31,2017,1,Nepal,Asia South,0,0,0,6,6
2017-03-31,2017,1,New Zealand,Oceania,0,0,0,1,1
2017-03-31,2017,1,Nigeria,Africa Sub-Saharan,104,97,46,9,55
2017-03-31,2017,1,Pakistan,Asia South,0,0,0,83,83
2017-03-31,2017,1,Papua New Guinea,Oceania,0,0,0,1,1
2017-03-31,2017,1,Peru,America Central and South,2,2,2,0,2
2017-03-31,2017,1,Philippines,Asia South East,0,0,0,7,7
2017-03-31,2017,1,Senegal,Africa Sub-Saharan,0,0,0,1,1
2017-03-31,2017,1,Sierra Leone,Africa Sub-Saharan,2,2,1,0,1
2017-03-31,2017,1,South Africa,Africa Sub-Saharan,4,4,2,0,2
2017-03-31,2017,1,South Korea,Asia East,2,2,2,0,2
2017-03-31,2017,1,St Kitts and Nevis,America Central and South,0,0,0,1,1
2017-03-31,2017,1,St Lucia,America Central and South,0,0,0,1,1
2017-03-31,2017,1,St Vincent and the Grenadines,America Central and South,0,0,0,2,2
2017-03-31,2017,1,Tanzania,Africa Sub-Saharan,0,0,0,3,3
2017-03-31,2017,1,Trinidad and Tobago,America Central and South,0,0,0,1,1
2017-03-31,2017,1,Tunisia,Africa North,0,0,0,2,2
2017-03-31,2017,1,Turkey,Europe Other,0,0,0,1,1
2017-03-31,2017,1,Ukraine,Europe Other,13,10,3,0,3
2017-03-31,2017,1,United States,America North,0,0,0,1,1
2017-03-31,2017,1,Vietnam,Asia South East,0,0,0,12,12
2017-03-31,2017,1,Zimbabwe,Africa Sub-Saharan,0,0,0,5,5
2017-06-30,2017,2,Albania,Europe Other,131,127,44,0,44
2017-06-30,2017,2,Algeria,Africa North,0,0,0,4,4
2017-06-30,2017,2,Bangladesh,Asia South,0,0,0,25,25
2017-06-30,2017,2,Bosnia and Herzegovina,Europe Other,1,1,1,0,1
2017-06-30,2017,2,Brazil,America Central and South,5,5,5,0,5
2017-06-30,2017,2,Cameroon,Africa Sub-Saharan,0,0,0,1,1
2017-06-30,2017,2,China,Asia East,0,0,0,4,4
2017-06-30,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,0,0,0,1,1
2017-06-30,2017,2,Eritrea,Africa Sub-Saharan,0,0,0,1,1
2017-06-30,2017,2,"Gambia, The",Africa Sub-Saharan,10,8,3,0,3
2017-06-30,2017,2,Georgia,Europe Other,0,0,0,2,2
2017-06-30,2017,2,Ghana,Africa Sub-Saharan,33,32,16,3,19
2017-06-30,2017,2,Grenada,America Central and South,0,0,0,1,1
2017-06-30,2017,2,India,Asia South,226,223,177,0,177
2017-06-30,2017,2,Iraq,Middle East,0,0,0,3,3
2017-06-30,2017,2,Israel,Middle East,0,0,0,1,1
2017-06-30,2017,2,Ivory Coast,Africa Sub-Saharan,0,0,0,2,2
2017-06-30,2017,2,Jamaica,America Central and South,0,0,0,23,23
2017-06-30,2017,2,Kenya,Africa Sub-Saharan,8,8,3,1,4
2017-06-30,2017,2,Korea (North),Asia East,0,0,0,1,1
2017-06-30,2017,2,Kosovo,Europe Other,3,3,3,0,3
2017-06-30,2017,2,Liberia,Africa Sub-Saharan,1,1,0,0,0
2017-06-30,2017,2,Malawi,Africa Sub-Saharan,3,2,1,0,1
2017-06-30,2017,2,Mali,Africa Sub-Saharan,1,1,0,0,0
2017-06-30,2017,2,Mauritius,Africa Sub-Saharan,4,4,3,0,3
2017-06-30,2017,2,Mongolia,Asia East,2,1,0,0,0
2017-06-30,2017,2,Morocco,Africa North,0,0,0,1,1
2017-06-30,2017,2,Nepal,Asia South,0,0,0,4,4
2017-06-30,2017,2,Nigeria,Africa Sub-Saharan,99,89,34,12,46
2017-06-30,2017,2,Pakistan,Asia South,0,0,0,69,69
2017-06-30,2017,2,Philippines,Asia South East,0,0,0,5,5
2017-06-30,2017,2,Sierra Leone,Africa Sub-Saharan,2,2,1,0,1
2017-06-30,2017,2,South Africa,Africa Sub-Saharan,11,11,6,0,6
2017-06-30,2017,2,Sri Lanka,Asia South,0,0,0,1,1
2017-06-30,2017,2,St Lucia,America Central and South,0,0,0,1,1
2017-06-30,2017,2,Trinidad and Tobago,America Central and South,0,0,0,3,3
2017-06-30,2017,2,Tunisia,Africa North,0,0,0,3,3
2017-06-30,2017,2,Turkey,Europe Other,0,0,0,1,1
2017-06-30,2017,2,Ukraine,Europe Other,19,18,5,0,5
2017-06-30,2017,2,Venezuela,America Central and South,0,0,0,1,1
2017-06-30,2017,2,Vietnam,Asia South East,0,0,0,12,12
2017-06-30,2017,2,Zambia,Africa Sub-Saharan,0,0,0,1,1
2017-06-30,2017,2,Zimbabwe,Africa Sub-Saharan,0,0,0,2,2
2017-09-30,2017,3,Albania,Europe Other,135,118,46,0,46
2017-09-30,2017,3,Algeria,Africa North,0,0,0,1,1
2017-09-30,2017,3,Bangladesh,Asia South,0,0,0,25,25
2017-09-30,2017,3,Bolivia,America Central and South,1,1,0,0,0
2017-09-30,2017,3,Botswana,Africa Sub-Saharan,0,0,0,2,2
2017-09-30,2017,3,Brazil,America Central and South,1,1,0,0,0
2017-09-30,2017,3,China,Asia East,0,0,0,5,5
2017-09-30,2017,3,"Gambia, The",Africa Sub-Saharan,6,6,2,1,3
2017-09-30,2017,3,Georgia,Europe Other,0,0,0,1,1
2017-09-30,2017,3,Ghana,Africa Sub-Saharan,37,31,10,1,11
2017-09-30,2017,3,India,Asia South,233,229,170,0,170
2017-09-30,2017,3,Ivory Coast,Africa Sub-Saharan,0,0,0,1,1
2017-09-30,2017,3,Jamaica,America Central and South,0,0,0,9,9
2017-09-30,2017,3,Kenya,Africa Sub-Saharan,8,8,1,0,1
2017-09-30,2017,3,Korea (North),Asia East,0,0,0,2,2
2017-09-30,2017,3,Kosovo,Europe Other,4,4,2,0,2
2017-09-30,2017,3,Lebanon,Middle East,0,0,0,1,1
2017-09-30,2017,3,Liberia,Africa Sub-Saharan,1,1,1,0,1
2017-09-30,2017,3,Malawi,Africa Sub-Saharan,4,4,2,0,2
2017-09-30,2017,3,Malaysia,Asia South East,0,0,0,1,1
2017-09-30,2017,3,Mali,Africa Sub-Saharan,1,1,0,0,0
2017-09-30,2017,3,Mauritius,Africa Sub-Saharan,15,15,9,0,9
2017-09-30,2017,3,Mongolia,Asia East,1,1,1,0,1
2017-09-30,2017,3,Morocco,Africa North,0,0,0,1,1
2017-09-30,2017,3,Namibia,Africa Sub-Saharan,0,0,0,1,1
2017-09-30,2017,3,Nepal,Asia South,0,0,0,5,5
2017-09-30,2017,3,Nigeria,Africa Sub-Saharan,117,105,42,9,51
2017-09-30,2017,3,North Macedonia,Europe Other,1,1,1,0,1
2017-09-30,2017,3,Occupied Palestinian Territories,Middle East,0,0,0,1,1
2017-09-30,2017,3,Pakistan,Asia South,0,0,0,66,66
2017-09-30,2017,3,Peru,America Central and South,1,1,0,0,0
2017-09-30,2017,3,Philippines,Asia South East,0,0,0,5,5
2017-09-30,2017,3,Serbia and Montenegro,Europe Other,1,0,0,0,0
2017-09-30,2017,3,Sierra Leone,Africa Sub-Saharan,7,6,0,0,0
2017-09-30,2017,3,South Africa,Africa Sub-Saharan,12,12,3,0,3
2017-09-30,2017,3,Sri Lanka,Asia South,0,0,0,1,1
2017-09-30,2017,3,St Lucia,America Central and South,0,0,0,1,1
2017-09-30,2017,3,St Vincent and the Grenadines,America Central and South,0,0,0,1,1
2017-09-30,2017,3,Ukraine,Europe Other,16,15,2,0,2
2017-09-30,2017,3,United States,America North,0,0,0,3,3
2017-09-30,2017,3,Vietnam,Asia South East,0,0,0,7,7
2017-09-30,2017,3,Zimbabwe,Africa Sub-Saharan,0,0,0,1,1
2017-12-31,2017,4,Albania,Europe Other,193,167,43,0,43
2017-12-31,2017,4,Algeria,Africa North,0,0,0,4,4
2017-12-31,2017,4,Armenia,Europe Other,0,0,0,1,1
2017-12-31,2017,4,Bangladesh,Asia South,0,0,0,32,32
2017-12-31,2017,4,Bolivia,America Central and South,2,2,2,0,2
2017-12-31,2017,4,Brazil,America Central and South,2,2,2,0,2
2017-12-31,2017,4,Canada,America North,0,0,0,1,1
2017-12-31,2017,4,China,Asia East,0,0,0,2,2
2017-12-31,2017,4,Colombia,America Central and South,0,0,0,1,1
2017-12-31,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,0,0,0,1,1
2017-12-31,2017,4,Egypt,Africa North,0,0,0,1,1
2017-12-31,2017,4,"Gambia, The",Africa Sub-Saharan,5,5,3,0,3
2017-12-31,2017,4,Georgia,Europe Other,0,0,0,1,1
2017-12-31,2017,4,Ghana,Africa Sub-Saharan,21,19,12,2,14
2017-12-31,2017,4,India,Asia South,220,219,169,0,169
2017-12-31,2017,4,Indonesia,Asia South East,0,0,0,1,1
2017-12-31,2017,4,Jamaica,America Central and South,0,0,0,10,10
2017-12-31,2017,4,Kenya,Africa Sub-Saharan,7,7,1,0,1
2017-12-31,2017,4,Korea (North),Asia East,0,0,0,2,2
2017-12-31,2017,4,Kosovo,Europe Other,2,2,0,0,0
2017-12-31,2017,4,Lebanon,Middle East,0,0,0,1,1
2017-12-31,2017,4,Liberia,Africa Sub-Saharan,1,0,0,0,0
2017-12-31,2017,4,Malawi,Africa Sub-Saharan,5,5,0,0,0
2017-12-31,2017,4,Malaysia,Asia South East,0,0,0,1,1
2017-12-31,2017,4,Mauritius,Africa Sub-Saharan,2,2,1,0,1
2017-12-31,2017,4,Mexico,America Central and South,0,0,0,1,1
2017-12-31,2017,4,Moldova,Europe Other,1,1,0,0,0
2017-12-31,2017,4,Mongolia,Asia East,2,2,0,0,0
2017-12-31,2017,4,Morocco,Africa North,0,0,0,1,1
2017-12-31,2017,4,Namibia,Africa Sub-Saharan,0,0,0,1,1
2017-12-31,2017,4,Nepal,Asia South,0,0,0,6,6
