Date,Year,Quarter,Return destination,Return destination region,Number of foreign national offender returns
2018-04-01,2018,2,South Africa,Africa Sub-Saharan,1
2018-04-01,2018,2,Spain,EU 14,18
2018-04-01,2018,2,Sri Lanka,Asia South,7
2018-04-01,2018,2,St. Lucia,America Central and South,1
2018-04-01,2018,2,Sudan,Africa North,1
2018-04-01,2018,2,Surinam,America Central and South,1
2018-04-01,2018,2,Sweden,EU 14,10
2018-04-01,2018,2,Tanzania,Africa Sub-Saharan,1
2018-04-01,2018,2,Tunisia,Africa North,1
2018-04-01,2018,2,Turkey,Europe Other,2
2018-04-01,2018,2,Ukraine,Europe Other,3
2018-04-01,2018,2,United States,America North,8
2018-04-01,2018,2,Uzbekistan,Asia Central,2
2018-04-01,2018,2,Vietnam,Asia South East,19
2018-04-01,2018,2,Zambia,Africa Sub-Saharan,1
2018-07-01,2018,3,Afghanistan,Asia Central,4
2018-07-01,2018,3,Albania,Europe Other,166
2018-07-01,2018,3,Algeria,Africa North,11
2018-07-01,2018,3,Australia,Oceania,4
2018-07-01,2018,3,Bangladesh,Asia South,9
2018-07-01,2018,3,Barbados,America Central and South,2
2018-07-01,2018,3,Belarus,Europe Other,2
2018-07-01,2018,3,Belgium,EU 14,2
2018-07-01,2018,3,Bolivia,America Central and South,1
2018-07-01,2018,3,Botswana,Africa Sub-Saharan,1
2018-07-01,2018,3,Brazil,America Central and South,11
2018-07-01,2018,3,Bulgaria,EU 2,25
2018-07-01,2018,3,Burma,Asia South East,1
2018-07-01,2018,3,Cameroon,Africa Sub-Saharan,3
2018-07-01,2018,3,Canada,America North,3
2018-07-01,2018,3,Chile,America Central and South,8
2018-07-01,2018,3,China,Asia East,10
2018-07-01,2018,3,Colombia,America Central and South,3
2018-07-01,2018,3,Congo (Democratic Republic),Africa Sub-Saharan,3
2018-07-01,2018,3,Croatia,EU Other,4
2018-07-01,2018,3,Cyprus,EU Other,2
2018-07-01,2018,3,Czech Republic,EU 8,9
2018-07-01,2018,3,Denmark,EU 14,3
2018-07-01,2018,3,Djibouti,Africa Sub-Saharan,1
2018-07-01,2018,3,Egypt,Africa North,4
2018-07-01,2018,3,Estonia,EU 8,2
2018-07-01,2018,3,Finland,EU 14,1
2018-07-01,2018,3,France,EU 14,22
2018-07-01,2018,3,Georgia,Europe Other,1
2018-07-01,2018,3,Germany,EU 14,4
2018-07-01,2018,3,Ghana,Africa Sub-Saharan,5
2018-07-01,2018,3,Greece,EU 14,2
2018-07-01,2018,3,Hungary,EU 8,16
2018-07-01,2018,3,India,Asia South,26
2018-07-01,2018,3,Indonesia,Asia South East,1
2018-07-01,2018,3,Iran,Middle East,1
2018-07-01,2018,3,Iraq,Middle East,6
2018-07-01,2018,3,Ireland,EU 14,4
2018-07-01,2018,3,Israel,Middle East,1
2018-07-01,2018,3,Italy,EU 14,16
2018-07-01,2018,3,Ivory Coast,Africa Sub-Saharan,1
2018-07-01,2018,3,Jamaica,America Central and South,13
2018-07-01,2018,3,Kenya,Africa Sub-Saharan,3
2018-07-01,2018,3,Korea (South),Asia East,1
2018-07-01,2018,3,Kosovo,Europe Other,1
2018-07-01,2018,3,Latvia,EU 8,37
2018-07-01,2018,3,Lithuania,EU 8,100
2018-07-01,2018,3,Malaysia,Asia South East,1
2018-07-01,2018,3,Moldova,Europe Other,2
2018-07-01,2018,3,Mongolia,Asia East,1
2018-07-01,2018,3,Morocco,Africa North,1
2018-07-01,2018,3,Netherlands,EU 14,22
2018-07-01,2018,3,New Zealand,Oceania,1
2018-07-01,2018,3,Nigeria,Africa Sub-Saharan,14
2018-07-01,2018,3,Norway,Europe Other,3
2018-07-01,2018,3,Other and unknown,Other,82
2018-07-01,2018,3,Pakistan,Asia South,13
2018-07-01,2018,3,Poland,EU 8,174
2018-07-01,2018,3,Portugal,EU 14,40
2018-07-01,2018,3,Romania,EU 2,256
2018-07-01,2018,3,Serbia,Europe Other,1
2018-07-01,2018,3,Sierra Leone,Africa Sub-Saharan,1
2018-07-01,2018,3,Slovakia,EU 8,33
2018-07-01,2018,3,Somalia,Africa Sub-Saharan,8
2018-07-01,2018,3,South Africa,Africa Sub-Saharan,1
2018-07-01,2018,3,Spain,EU 14,18
2018-07-01,2018,3,Sri Lanka,Asia South,5
2018-07-01,2018,3,St. Vincent and the Grenadines,America Central and South,1
2018-07-01,2018,3,Sweden,EU 14,3
2018-07-01,2018,3,Togo,Africa Sub-Saharan,1
2018-07-01,2018,3,Tunisia,Africa North,1
2018-07-01,2018,3,Turkey,Europe Other,5
2018-07-01,2018,3,Ukraine,Europe Other,16
2018-07-01,2018,3,United States,America North,2
2018-07-01,2018,3,Vietnam,Asia South East,10
2018-07-01,2018,3,Zimbabwe,Africa Sub-Saharan,3
2018-10-01,2018,4,Afghanistan,Asia Central,4
2018-10-01,2018,4,Albania,Europe Other,170
2018-10-01,2018,4,Algeria,Africa North,2
2018-10-01,2018,4,Angola,Africa Sub-Saharan,2
2018-10-01,2018,4,Antigua and Barbuda,America Central and South,2
2018-10-01,2018,4,Austria,EU 14,1
2018-10-01,2018,4,Bangladesh,Asia South,5
2018-10-01,2018,4,Belgium,EU 14,2
2018-10-01,2018,4,Brazil,America Central and South,6
2018-10-01,2018,4,Bulgaria,EU 2,50
2018-10-01,2018,4,Cape Verde,Africa Sub-Saharan,1
2018-10-01,2018,4,Chile,America Central and South,7
2018-10-01,2018,4,China,Asia East,6
2018-10-01,2018,4,Colombia,America Central and South,6
2018-10-01,2018,4,Congo (Democratic Republic),Africa Sub-Saharan,1
2018-10-01,2018,4,Croatia,EU Other,1
2018-10-01,2018,4,Cuba,America Central and South,1
2018-10-01,2018,4,Cyprus,EU Other,2
2018-10-01,2018,4,Czech Republic,EU 8,16
2018-10-01,2018,4,Denmark,EU 14,2
2018-10-01,2018,4,Dominican Republic,America Central and South,1
2018-10-01,2018,4,Egypt,Africa North,2
2018-10-01,2018,4,Eritrea,Africa Sub-Saharan,1
2018-10-01,2018,4,Estonia,EU 8,1
2018-10-01,2018,4,Ethiopia,Africa Sub-Saharan,1
2018-10-01,2018,4,Fiji,Oceania,1
2018-10-01,2018,4,Finland,EU 14,1
2018-10-01,2018,4,France,EU 14,31
2018-10-01,2018,4,"Gambia, The",Africa Sub-Saharan,3
2018-10-01,2018,4,Georgia,Europe Other,4
2018-10-01,2018,4,Germany,EU 14,6
2018-10-01,2018,4,Ghana,Africa Sub-Saharan,6
2018-10-01,2018,4,Greece,EU 14,1
2018-10-01,2018,4,Grenada,America Central and South,1
2018-10-01,2018,4,Hungary,EU 8,8
2018-10-01,2018,4,India,Asia South,14
2018-10-01,2018,4,Indonesia,Asia South East,1
2018-10-01,2018,4,Iraq,Middle East,14
2018-10-01,2018,4,Ireland,EU 14,3
2018-10-01,2018,4,Italy,EU 14,22
2018-10-01,2018,4,Ivory Coast,Africa Sub-Saharan,1
2018-10-01,2018,4,Jamaica,America Central and South,6
2018-10-01,2018,4,Kenya,Africa Sub-Saharan,1
2018-10-01,2018,4,Korea (South),Asia East,1
2018-10-01,2018,4,Latvia,EU 8,40
2018-10-01,2018,4,Lithuania,EU 8,95
2018-10-01,2018,4,Moldova,Europe Other,2
2018-10-01,2018,4,Morocco,Africa North,2
2018-10-01,2018,4,Namibia,Africa Sub-Saharan,1
2018-10-01,2018,4,Nepal,Asia South,2
2018-10-01,2018,4,Netherlands,EU 14,21
2018-10-01,2018,4,Nigeria,Africa Sub-Saharan,17
2018-10-01,2018,4,Norway,Europe Other,2
2018-10-01,2018,4,Other and unknown,Other,80
2018-10-01,2018,4,Pakistan,Asia South,16
2018-10-01,2018,4,Philippines,Asia South East,2
2018-10-01,2018,4,Poland,EU 8,158
2018-10-01,2018,4,Portugal,EU 14,38
2018-10-01,2018,4,Romania,EU 2,254
2018-10-01,2018,4,Russia,Europe Other,1
2018-10-01,2018,4,Saudi Arabia,Middle East,1
2018-10-01,2018,4,Slovakia,EU 8,30
2018-10-01,2018,4,Somalia,Africa Sub-Saharan,10
2018-10-01,2018,4,South Africa,Africa Sub-Saharan,4
2018-10-01,2018,4,Spain,EU 14,9
2018-10-01,2018,4,Sri Lanka,Asia South,3
2018-10-01,2018,4,St. Lucia,America Central and South,1
2018-10-01,2018,4,St. Vincent and the Grenadines,America Central and South,1
2018-10-01,2018,4,Sweden,EU 14,4
2018-10-01,2018,4,Switzerland,Europe Other,1
2018-10-01,2018,4,Trinidad and Tobago,America Central and South,2
2018-10-01,2018,4,Tunisia,Africa North,3
2018-10-01,2018,4,Turkey,Europe Other,5
2018-10-01,2018,4,Ukraine,Europe Other,12
2018-10-01,2018,4,United States,America North,8
2018-10-01,2018,4,Vietnam,Asia South East,7
2018-10-01,2018,4,Zimbabwe,Africa Sub-Saharan,6
2019-01-01,2019,1,Afghanistan,Asia Central,5
2019-01-01,2019,1,Albania,Europe Other,157
2019-01-01,2019,1,Algeria,Africa North,6
2019-01-01,2019,1,Angola,Africa Sub-Saharan,2
2019-01-01,2019,1,Argentina,America Central and South,1
2019-01-01,2019,1,Australia,Oceania,1
2019-01-01,2019,1,Austria,EU 14,1
2019-01-01,2019,1,Bangladesh,Asia South,5
2019-01-01,2019,1,Belgium,EU 14,2
2019-01-01,2019,1,Bolivia,America Central and South,3
2019-01-01,2019,1,Botswana,Africa Sub-Saharan,1
2019-01-01,2019,1,Brazil,America Central and South,3
2019-01-01,2019,1,Bulgaria,EU 2,47
2019-01-01,2019,1,Chile,America Central and South,3
2019-01-01,2019,1,China,Asia East,12
2019-01-01,2019,1,Colombia,America Central and South,2
2019-01-01,2019,1,Congo (Democratic Republic),Africa Sub-Saharan,5
2019-01-01,2019,1,Croatia,EU Other,2
2019-01-01,2019,1,Cyprus,EU Other,3
2019-01-01,2019,1,Czech Republic,EU 8,27
2019-01-01,2019,1,Denmark,EU 14,2
2019-01-01,2019,1,Egypt,Africa North,4
2019-01-01,2019,1,Estonia,EU 8,1
2019-01-01,2019,1,Finland,EU 14,2
2019-01-01,2019,1,France,EU 14,24
2019-01-01,2019,1,Georgia,Europe Other,3
2019-01-01,2019,1,Germany,EU 14,4
2019-01-01,2019,1,Ghana,Africa Sub-Saharan,7
2019-01-01,2019,1,Greece,EU 14,5
2019-01-01,2019,1,Grenada,America Central and South,1
2019-01-01,2019,1,Guyana,America Central and South,1
2019-01-01,2019,1,Hong Kong,Asia East,1
2019-01-01,2019,1,Hungary,EU 8,12
2019-01-01,2019,1,India,Asia South,21
2019-01-01,2019,1,Iran,Middle East,2
2019-01-01,2019,1,Iraq,Middle East,14
2019-01-01,2019,1,Italy,EU 14,14
2019-01-01,2019,1,Ivory Coast,Africa Sub-Saharan,1
2019-01-01,2019,1,Jamaica,America Central and South,34
2019-01-01,2019,1,Japan,Asia East,2
2019-01-01,2019,1,Kenya,Africa Sub-Saharan,1
2019-01-01,2019,1,Kosovo,Europe Other,1
2019-01-01,2019,1,Latvia,EU 8,23
2019-01-01,2019,1,Lithuania,EU 8,86
2019-01-01,2019,1,Malaysia,Asia South East,5
2019-01-01,2019,1,Moldova,Europe Other,1
2019-01-01,2019,1,Morocco,Africa North,5
2019-01-01,2019,1,Namibia,Africa Sub-Saharan,1
2019-01-01,2019,1,Netherlands,EU 14,22
2019-01-01,2019,1,Nigeria,Africa Sub-Saharan,17
2019-01-01,2019,1,Other and unknown,Other,86
2019-01-01,2019,1,Pakistan,Asia South,18
2019-01-01,2019,1,Poland,EU 8,167
2019-01-01,2019,1,Portugal,EU 14,38
2019-01-01,2019,1,Romania,EU 2,289
2019-01-01,2019,1,Sao Tome and Principe,Africa Sub-Saharan,1
2019-01-01,2019,1,Saudi Arabia,Middle East,1
2019-01-01,2019,1,Serbia,Europe Other,3
2019-01-01,2019,1,Seychelles,Africa Sub-Saharan,1
2019-01-01,2019,1,Singapore,Asia South East,2
2019-01-01,2019,1,Slovakia,EU 8,23
2019-01-01,2019,1,Somalia,Africa Sub-Saharan,16
2019-01-01,2019,1,South Africa,Africa Sub-Saharan,1
2019-01-01,2019,1,Spain,EU 14,10
2019-01-01,2019,1,Sri Lanka,Asia South,4
2019-01-01,2019,1,St. Lucia,America Central and South,1
2019-01-01,2019,1,St. Vincent and the Grenadines,America Central and South,2
2019-01-01,2019,1,Sudan,Africa North,2
2019-01-01,2019,1,Sweden,EU 14,5
2019-01-01,2019,1,Taiwan,Asia East,1
2019-01-01,2019,1,Tanzania,Africa Sub-Saharan,1
2019-01-01,2019,1,Thailand,Asia South East,1
2019-01-01,2019,1,Trinidad and Tobago,America Central and South,3
2019-01-01,2019,1,Tunisia,Africa North,1
2019-01-01,2019,1,Ukraine,Europe Other,5
2019-01-01,2019,1,United States,America North,4
2019-01-01,2019,1,Vietnam,Asia South East,14
2019-01-01,2019,1,Zimbabwe,Africa Sub-Saharan,7
2019-04-01,2019,2,Afghanistan,Asia Central,2
2019-04-01,2019,2,Albania,Europe Other,158
2019-04-01,2019,2,Algeria,Africa North,5
2019-04-01,2019,2,Argentina,America Central and South,1
2019-04-01,2019,2,Austria,EU 14,1
2019-04-01,2019,2,Bangladesh,Asia South,7
2019-04-01,2019,2,Belgium,EU 14,5
2019-04-01,2019,2,Bolivia,America Central and South,2
2019-04-01,2019,2,Bosnia and Herzegovina,Europe Other,1
2019-04-01,2019,2,Brazil,America Central and South,3
2019-04-01,2019,2,Bulgaria,EU 2,44
2019-04-01,2019,2,Cameroon,Africa Sub-Saharan,2
2019-04-01,2019,2,Chile,America Central and South,6
2019-04-01,2019,2,China,Asia East,11
2019-04-01,2019,2,Colombia,America Central and South,1
2019-04-01,2019,2,Congo (Democratic Republic),Africa Sub-Saharan,1
2019-04-01,2019,2,Cuba,America Central and South,1
2019-04-01,2019,2,Czech Republic,EU 8,25
2019-04-01,2019,2,Denmark,EU 14,3
2019-04-01,2019,2,Ecuador,America Central and South,1
2019-04-01,2019,2,Egypt,Africa North,3
2019-04-01,2019,2,Estonia,EU 8,3
2019-04-01,2019,2,Ethiopia,Africa Sub-Saharan,1
2019-04-01,2019,2,France,EU 14,19
2019-04-01,2019,2,Georgia,Europe Other,4
2019-04-01,2019,2,Germany,EU 14,3
2019-04-01,2019,2,Ghana,Africa Sub-Saharan,1
2019-04-01,2019,2,Greece,EU 14,8
2019-04-01,2019,2,Grenada,America Central and South,1
2019-04-01,2019,2,Guyana,America Central and South,1
2019-04-01,2019,2,Honduras,America Central and South,2
2019-04-01,2019,2,Hong Kong,Asia East,2
2019-04-01,2019,2,Hungary,EU 8,14
2019-04-01,2019,2,India,Asia South,22
2019-04-01,2019,2,Iran,Middle East,8
2019-04-01,2019,2,Iraq,Middle East,13
2019-04-01,2019,2,Ireland,EU 14,5
2019-04-01,2019,2,Italy,EU 14,13
2019-04-01,2019,2,Ivory Coast,Africa Sub-Saharan,1
2019-04-01,2019,2,Jamaica,America Central and South,2
2019-04-01,2019,2,Kenya,Africa Sub-Saharan,1
2019-04-01,2019,2,Kosovo,Europe Other,1
2019-04-01,2019,2,Latvia,EU 8,35
2019-04-01,2019,2,Lebanon,Middle East,1
2019-04-01,2019,2,Lithuania,EU 8,116
2019-04-01,2019,2,Macedonia,Europe Other,1
2019-04-01,2019,2,Malawi,Africa Sub-Saharan,1
2019-04-01,2019,2,Malaysia,Asia South East,1
2019-04-01,2019,2,Mauritius,Africa Sub-Saharan,1
2019-04-01,2019,2,Moldova,Europe Other,1
2019-04-01,2019,2,Morocco,Africa North,4
2019-04-01,2019,2,Mozambique,Africa Sub-Saharan,1
2019-04-01,2019,2,Nepal,Asia South,3
2019-04-01,2019,2,Netherlands,EU 14,25
2019-04-01,2019,2,New Zealand,Oceania,1
2019-04-01,2019,2,Nigeria,Africa Sub-Saharan,5
2019-04-01,2019,2,Norway,Europe Other,1
2019-04-01,2019,2,Other and unknown,Other,72
2019-04-01,2019,2,Pakistan,Asia South,12
2019-04-01,2019,2,Philippines,Asia South East,3
2019-04-01,2019,2,Poland,EU 8,157
2019-04-01,2019,2,Portugal,EU 14,32
2019-04-01,2019,2,Romania,EU 2,342
2019-04-01,2019,2,Saudi Arabia,Middle East,1
2019-04-01,2019,2,Seychelles,Africa Sub-Saharan,1
2019-04-01,2019,2,Sierra Leone,Africa Sub-Saharan,1
2019-04-01,2019,2,Slovakia,EU 8,26
2019-04-01,2019,2,Somalia,Africa Sub-Saharan,9
2019-04-01,2019,2,South Africa,Africa Sub-Saharan,4
2019-04-01,2019,2,Spain,EU 14,14
2019-04-01,2019,2,Sri Lanka,Asia South,3
2019-04-01,2019,2,St. Lucia,America Central and South,3
2019-04-01,2019,2,St. Vincent and the Grenadines,America Central and South,2
2019-04-01,2019,2,Sudan,Africa North,2
2019-04-01,2019,2,Sweden,EU 14,4
2019-04-01,2019,2,Thailand,Asia South East,2
2019-04-01,2019,2,Trinidad and Tobago,America Central and South,4
2019-04-01,2019,2,Turkey,Europe Other,4
2019-04-01,2019,2,Uganda,Africa Sub-Saharan,1
2019-04-01,2019,2,Ukraine,Europe Other,10
2019-04-01,2019,2,United Arab Emirates,Middle East,1
2019-04-01,2019,2,United States,America North,2
2019-04-01,2019,2,Uzbekistan,Asia Central,1
2019-04-01,2019,2,Vietnam,Asia South East,14
2019-04-01,2019,2,Zambia,Africa Sub-Saharan,1
2019-04-01,2019,2,Zimbabwe,Africa Sub-Saharan,5
2019-07-01,2019,3,Afghanistan,Asia Central,5
2019-07-01,2019,3,Albania,Europe Other,164
2019-07-01,2019,3,Algeria,Africa North,4
2019-07-01,2019,3,Angola,Africa Sub-Saharan,5
2019-07-01,2019,3,Antigua and Barbuda,America Central and South,1
2019-07-01,2019,3,Austria,EU 14,1
2019-07-01,2019,3,Bangladesh,Asia South,8
2019-07-01,2019,3,Barbados,America Central and South,1
2019-07-01,2019,3,Belgium,EU 14,2
2019-07-01,2019,3,Brazil,America Central and South,6
2019-07-01,2019,3,Bulgaria,EU 2,39
2019-07-01,2019,3,Canada,America North,1
2019-07-01,2019,3,Chile,America Central and South,7
2019-07-01,2019,3,China,Asia East,8
2019-07-01,2019,3,Colombia,America Central and South,1
2019-07-01,2019,3,Croatia,EU Other,2
2019-07-01,2019,3,Cyprus,EU Other,1
2019-07-01,2019,3,Czech Republic,EU 8,16
2019-07-01,2019,3,Denmark,EU 14,2
2019-07-01,2019,3,Dominican Republic,America Central and South,1
2019-07-01,2019,3,Ecuador,America Central and South,1
2019-07-01,2019,3,Estonia,EU 8,1
2019-07-01,2019,3,Ethiopia,Africa Sub-Saharan,3
2019-07-01,2019,3,Fiji,Oceania,1
2019-07-01,2019,3,Finland,EU 14,2
2019-07-01,2019,3,France,EU 14,17
2019-07-01,2019,3,"Gambia, The",Africa Sub-Saharan,1
2019-07-01,2019,3,Georgia,Europe Other,2
2019-07-01,2019,3,Germany,EU 14,3
2019-07-01,2019,3,Ghana,Africa Sub-Saharan,4
2019-07-01,2019,3,Greece,EU 14,4
2019-07-01,2019,3,Guinea,Africa Sub-Saharan,1
2019-07-01,2019,3,Hungary,EU 8,18
2019-07-01,2019,3,India,Asia South,19
2019-07-01,2019,3,Indonesia,Asia South East,1
2019-07-01,2019,3,Iran,Middle East,11
2019-07-01,2019,3,Iraq,Middle East,12
2019-07-01,2019,3,Ireland,EU 14,3
2019-07-01,2019,3,Italy,EU 14,12
2019-07-01,2019,3,Jamaica,America Central and South,7
2019-07-01,2019,3,Japan,Asia East,1
2019-07-01,2019,3,Korea (South),Asia East,1
2019-07-01,2019,3,Kosovo,Europe Other,2
2019-07-01,2019,3,Latvia,EU 8,22
2019-07-01,2019,3,Lithuania,EU 8,100
2019-07-01,2019,3,Malawi,Africa Sub-Saharan,2
2019-07-01,2019,3,Malaysia,Asia South East,5
2019-07-01,2019,3,Malta,EU Other,1
2019-07-01,2019,3,Moldova,Europe Other,4
2019-07-01,2019,3,Morocco,Africa North,2
2019-07-01,2019,3,Netherlands,EU 14,24
2019-07-01,2019,3,Nigeria,Africa Sub-Saharan,8
2019-07-01,2019,3,Norway,Europe Other,1
2019-07-01,2019,3,Other and unknown,Other,56
2019-07-01,2019,3,Pakistan,Asia South,14
2019-07-01,2019,3,Paraguay,America Central and South,1
2019-07-01,2019,3,Peru,America Central and South,1
2019-07-01,2019,3,Philippines,Asia South East,3
2019-07-01,2019,3,Poland,EU 8,146
2019-07-01,2019,3,Portugal,EU 14,29
2019-07-01,2019,3,Romania,EU 2,306
2019-07-01,2019,3,Saudi Arabia,Middle East,2
2019-07-01,2019,3,Serbia,Europe Other,1
2019-07-01,2019,3,Seychelles,Africa Sub-Saharan,1
2019-07-01,2019,3,Sierra Leone,Africa Sub-Saharan,3
2019-07-01,2019,3,Singapore,Asia South East,1
2019-07-01,2019,3,Slovakia,EU 8,15
2019-07-01,2019,3,Slovenia,EU 8,1
2019-07-01,2019,3,Somalia,Africa Sub-Saharan,8
2019-07-01,2019,3,South Africa,Africa Sub-Saharan,3
2019-07-01,2019,3,Spain,EU 14,10
2019-07-01,2019,3,Sudan,Africa North,1
2019-07-01,2019,3,Sweden,EU 14,6
2019-07-01,2019,3,Trinidad and Tobago,America Central and South,2
2019-07-01,2019,3,Tunisia,Africa North,1
2019-07-01,2019,3,Turkey,Europe Other,4
2019-07-01,2019,3,Uganda,Africa Sub-Saharan,1
2019-07-01,2019,3,Ukraine,Europe Other,4
2019-07-01,2019,3,United States,America North,6
2019-07-01,2019,3,Venezuela,America Central and South,1
2019-07-01,2019,3,Vietnam,Asia South East,15
2019-07-01,2019,3,Zambia,Africa Sub-Saharan,1
2019-07-01,2019,3,Zimbabwe,Africa Sub-Saharan,6
2019-10-01,2019,4,Afghanistan,Asia Central,7
2019-10-01,2019,4,Albania,Europe Other,188
2019-10-01,2019,4,Algeria,Africa North,6
2019-10-01,2019,4,Australia,Oceania,1
2019-10-01,2019,4,Austria,EU 14,1
2019-10-01,2019,4,Bangladesh,Asia South,6
2019-10-01,2019,4,Belgium,EU 14,1
2019-10-01,2019,4,Bosnia and Herzegovina,Europe Other,1
2019-10-01,2019,4,Brazil,America Central and South,13
2019-10-01,2019,4,Bulgaria,EU 2,45
2019-10-01,2019,4,Chile,America Central and South,10
2019-10-01,2019,4,China,Asia East,13
2019-10-01,2019,4,Colombia,America Central and South,3
2019-10-01,2019,4,Congo (Democratic Republic),Africa Sub-Saharan,1
2019-10-01,2019,4,Croatia,EU Other,2
2019-10-01,2019,4,Cyprus,EU Other,1
2019-10-01,2019,4,Czech Republic,EU 8,17
2019-10-01,2019,4,Denmark,EU 14,1
2019-10-01,2019,4,Ecuador,America Central and South,1
2019-10-01,2019,4,Egypt,Africa North,1
2019-10-01,2019,4,Eritrea,Africa Sub-Saharan,1
2019-10-01,2019,4,Estonia,EU 8,1
2019-10-01,2019,4,Ethiopia,Africa Sub-Saharan,2
2019-10-01,2019,4,France,EU 14,15
2019-10-01,2019,4,Georgia,Europe Other,4
2019-10-01,2019,4,Germany,EU 14,4
2019-10-01,2019,4,Ghana,Africa Sub-Saharan,1
2019-10-01,2019,4,Greece,EU 14,6
2019-10-01,2019,4,Grenada,America Central and South,1
2019-10-01,2019,4,Hungary,EU 8,13
2019-10-01,2019,4,India,Asia South,16
2019-10-01,2019,4,Iran,Middle East,6
2019-10-01,2019,4,Iraq,Middle East,10
2019-10-01,2019,4,Ireland,EU 14,2
2019-10-01,2019,4,Israel,Middle East,1
2019-10-01,2019,4,Italy,EU 14,16
2019-10-01,2019,4,Jamaica,America Central and South,3
2019-10-01,2019,4,Jordan,Middle East,1
2019-10-01,2019,4,Kenya,Africa Sub-Saharan,2
2019-10-01,2019,4,Kosovo,Europe Other,1
2019-10-01,2019,4,Kuwait,Middle East,1
2019-10-01,2019,4,Latvia,EU 8,40
2019-10-01,2019,4,Lithuania,EU 8,97
2019-10-01,2019,4,Malaysia,Asia South East,1
2019-10-01,2019,4,Mauritius,Africa Sub-Saharan,4
2019-10-01,2019,4,Mexico,America Central and South,3
2019-10-01,2019,4,Moldova,Europe Other,1
2019-10-01,2019,4,Morocco,Africa North,7
2019-10-01,2019,4,Netherlands,EU 14,17
2019-10-01,2019,4,Netherlands Antilles,America Central and South,1
2019-10-01,2019,4,Nigeria,Africa Sub-Saharan,10
2019-10-01,2019,4,Norway,Europe Other,1
2019-10-01,2019,4,Other and unknown,Other,61
2019-10-01,2019,4,Pakistan,Asia South,5
2019-10-01,2019,4,Poland,EU 8,118
2019-10-01,2019,4,Portugal,EU 14,37
2019-10-01,2019,4,Romania,EU 2,322
2019-10-01,2019,4,Russia,Europe Other,1
2019-10-01,2019,4,Saudi Arabia,Middle East,2
2019-10-01,2019,4,Serbia,Europe Other,1
2019-10-01,2019,4,Slovakia,EU 8,24
2019-10-01,2019,4,Somalia,Africa Sub-Saharan,10
2019-10-01,2019,4,Spain,EU 14,5
2019-10-01,2019,4,Sri Lanka,Asia South,5
2019-10-01,2019,4,St. Kitts and Nevis,America Central and South,1
2019-10-01,2019,4,Sudan,Africa North,5
2019-10-01,2019,4,Swaziland,Africa Sub-Saharan,1
2019-10-01,2019,4,Sweden,EU 14,8
2019-10-01,2019,4,Tanzania,Africa Sub-Saharan,1
2019-10-01,2019,4,Thailand,Asia South East,2
2019-10-01,2019,4,Trinidad and Tobago,America Central and South,6
2019-10-01,2019,4,Tunisia,Africa North,1
2019-10-01,2019,4,Turkey,Europe Other,8
2019-10-01,2019,4,Ukraine,Europe Other,3
2019-10-01,2019,4,United States,America North,5
2019-10-01,2019,4,Vietnam,Asia South East,16
2019-10-01,2019,4,Zimbabwe,Africa Sub-Saharan,2
2020-01-01,2020,1,Afghanistan,Asia Central,4
2020-01-01,2020,1,Albania,Europe Other,139
2020-01-01,2020,1,Algeria,Africa North,8
2020-01-01,2020,1,Angola,Africa Sub-Saharan,1
2020-01-01,2020,1,Australia,Oceania,1
2020-01-01,2020,1,Austria,EU 14,1
2020-01-01,2020,1,Bangladesh,Asia South,3
2020-01-01,2020,1,Belarus,Europe Other,1
2020-01-01,2020,1,Belgium,EU 14,1
2020-01-01,2020,1,Belize,America Central and South,1
2020-01-01,2020,1,Bosnia and Herzegovina,Europe Other,1
2020-01-01,2020,1,Brazil,America Central and South,6
2020-01-01,2020,1,Bulgaria,EU 2,30
2020-01-01,2020,1,Cameroon,Africa Sub-Saharan,1
2020-01-01,2020,1,Canada,America North,1
2020-01-01,2020,1,Chile,America Central and South,4
2020-01-01,2020,1,China,Asia East,8
2020-01-01,2020,1,Colombia,America Central and South,3
2020-01-01,2020,1,Congo (Democratic Republic),Africa Sub-Saharan,2
2020-01-01,2020,1,Cuba,America Central and South,1
2020-01-01,2020,1,Cyprus,EU Other,1
2020-01-01,2020,1,Czech Republic,EU 8,10
2020-01-01,2020,1,East Timor,Asia South East,1
2020-01-01,2020,1,Ecuador,America Central and South,1
2020-01-01,2020,1,Egypt,Africa North,1
2020-01-01,2020,1,Ethiopia,Africa Sub-Saharan,2
2020-01-01,2020,1,France,EU 14,11
2020-01-01,2020,1,"Gambia, The",Africa Sub-Saharan,3
2020-01-01,2020,1,Germany,EU 14,6
2020-01-01,2020,1,Ghana,Africa Sub-Saharan,2
2020-01-01,2020,1,Greece,EU 14,4
2020-01-01,2020,1,Grenada,America Central and South,3
2020-01-01,2020,1,Guinea,Africa Sub-Saharan,1
2020-01-01,2020,1,Hungary,EU 8,17
2020-01-01,2020,1,India,Asia South,9
2020-01-01,2020,1,Iraq,Middle East,5
2020-01-01,2020,1,Ireland,EU 14,5
2020-01-01,2020,1,Italy,EU 14,9
2020-01-01,2020,1,Ivory Coast,Africa Sub-Saharan,1
2020-01-01,2020,1,Jamaica,America Central and South,23
2020-01-01,2020,1,Kenya,Africa Sub-Saharan,2
2020-01-01,2020,1,Kosovo,Europe Other,3
2020-01-01,2020,1,Latvia,EU 8,19
2020-01-01,2020,1,Lithuania,EU 8,78
