Date,Year,Quarter,Asylum application,Nationality,Region,Applicant type,UASC,Sex,Age Group,Applications
2022-12-31,2022,4,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,18 to 24,280
2022-12-31,2022,4,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,25 to 39,39
2022-12-31,2022,4,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,25 to 39,359
2022-12-31,2022,4,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,40 and over,26
2022-12-31,2022,4,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,40 and over,69
2022-12-31,2022,4,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,17 and under,46
2022-12-31,2022,4,Asylum application raised,Ivory Coast,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Jordan,Middle East,Main applicant,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Kosovo,Europe Other,Main applicant,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,Asylum application raised,Kosovo,Europe Other,Main applicant,Non-UASC,Male,25 to 39,2
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,17 and under,2
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Male,17 and under,6
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,25 to 39,2
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,17 and under,1
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,18 to 24,8
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,25 to 39,2
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,25 to 39,34
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,40 and over,12
2022-12-31,2022,4,Asylum application raised,Kuwait,Middle East,Main applicant,UASC,Male,17 and under,1
2022-12-31,2022,4,Asylum application raised,Lebanon,Middle East,Main applicant,Non-UASC,Male,18 to 24,3
2022-12-31,2022,4,Asylum application raised,Lebanon,Middle East,Main applicant,Non-UASC,Male,25 to 39,4
2022-12-31,2022,4,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,18 to 24,5
2022-12-31,2022,4,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,25 to 39,14
2022-12-31,2022,4,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,40 and over,3
2022-12-31,2022,4,Asylum application raised,Mali,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,1
2022-12-31,2022,4,Asylum application raised,Mali,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,3
2022-12-31,2022,4,Asylum application raised,Mauritania,Africa North,Main applicant,Non-UASC,Male,25 to 39,2
2022-12-31,2022,4,Asylum application raised,Moldova,Europe Other,Dependant,Non-UASC,Female,17 and under,1
2022-12-31,2022,4,Asylum application raised,Moldova,Europe Other,Main applicant,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Male,25 to 39,6
2022-12-31,2022,4,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,1
2022-12-31,2022,4,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,5
2022-12-31,2022,4,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,1
2022-12-31,2022,4,Asylum application raised,Occupied Palestinian Territories,Middle East,Dependant,Non-UASC,Male,17 and under,3
2022-12-31,2022,4,Asylum application raised,Occupied Palestinian Territories,Middle East,Dependant,Non-UASC,Female,17 and under,5
2022-12-31,2022,4,Asylum application raised,Occupied Palestinian Territories,Middle East,Dependant,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,25 to 39,4
2022-12-31,2022,4,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,40 and over,4
2022-12-31,2022,4,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,UASC,Male,17 and under,1
2022-12-31,2022,4,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,17 and under,1
2022-12-31,2022,4,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,18 to 24,16
2022-12-31,2022,4,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Unknown,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,25 to 39,28
2022-12-31,2022,4,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,40 and over,4
2022-12-31,2022,4,Asylum application raised,Pakistan,Asia South,Main applicant,UASC,Male,17 and under,1
2022-12-31,2022,4,Asylum application raised,Qatar,Middle East,Main applicant,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Russia,Europe Other,Main applicant,Non-UASC,Male,25 to 39,2
2022-12-31,2022,4,Asylum application raised,Senegal,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,Asylum application raised,Senegal,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Sierra Leone,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,Asylum application raised,Sierra Leone,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,1
2022-12-31,2022,4,Asylum application raised,Somalia,Africa Sub-Saharan,Dependant,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,2
2022-12-31,2022,4,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,1
2022-12-31,2022,4,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,5
2022-12-31,2022,4,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,10
2022-12-31,2022,4,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,3
2022-12-31,2022,4,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,14
2022-12-31,2022,4,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,3
2022-12-31,2022,4,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,1
2022-12-31,2022,4,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,6
2022-12-31,2022,4,Asylum application raised,Sri Lanka,Asia South,Dependant,Non-UASC,Female,17 and under,2
2022-12-31,2022,4,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,18 to 24,6
2022-12-31,2022,4,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,25 to 39,37
2022-12-31,2022,4,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Sri Lanka,Asia South,Main applicant,Non-UASC,Male,40 and over,3
2022-12-31,2022,4,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,17 and under,3
2022-12-31,2022,4,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,18 to 24,3
2022-12-31,2022,4,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,25 to 39,9
2022-12-31,2022,4,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,40 and over,2
2022-12-31,2022,4,Asylum application raised,Stateless,Other,Main applicant,UASC,Male,17 and under,1
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Dependant,Non-UASC,Female,17 and under,4
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,17 and under,26
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,18 to 24,181
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Female,25 to 39,2
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,25 to 39,141
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,40 and over,9
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,17 and under,62
2022-12-31,2022,4,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,18 to 24,3
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,17 and under,10
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Male,17 and under,25
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,18 to 24,2
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,25 to 39,10
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Dependant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,17 and under,16
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,18 to 24,5
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,18 to 24,288
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,25 to 39,5
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,25 to 39,264
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,40 and over,3
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,40 and over,44
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,UASC,Male,17 and under,55
2022-12-31,2022,4,Asylum application raised,Syria,Middle East,Main applicant,UASC,Male,18 to 24,1
2022-12-31,2022,4,Asylum application raised,Tajikistan,Asia Central,Main applicant,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Tanzania,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,Asylum application raised,Tanzania,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,2
2022-12-31,2022,4,Asylum application raised,Tunisia,Africa North,Main applicant,Non-UASC,Male,18 to 24,7
2022-12-31,2022,4,Asylum application raised,Tunisia,Africa North,Main applicant,Non-UASC,Male,25 to 39,9
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Dependant,Non-UASC,Male,17 and under,9
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Dependant,Non-UASC,Female,17 and under,10
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Dependant,Non-UASC,Female,25 to 39,6
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Dependant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Male,17 and under,6
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Female,18 to 24,8
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Male,18 to 24,136
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Female,25 to 39,4
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Male,25 to 39,150
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Male,40 and over,37
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,UASC,Female,17 and under,1
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,UASC,Male,17 and under,18
2022-12-31,2022,4,Asylum application raised,Turkey,Europe Other,Main applicant,UASC,Male,18 to 24,1
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Dependant,Non-UASC,Female,25 to 39,2
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Female,17 and under,1
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Male,18 to 24,7
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Female,18 to 24,10
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Female,25 to 39,11
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Male,25 to 39,20
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,Non-UASC,Male,40 and over,5
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,UASC,Female,17 and under,2
2022-12-31,2022,4,Asylum application raised,Vietnam,Asia South East,Main applicant,UASC,Male,17 and under,2
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Dependant,Non-UASC,Female,17 and under,2
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Dependant,Non-UASC,Male,17 and under,2
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Female,18 to 24,1
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,25 to 39,11
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,40 and over,3
2022-12-31,2022,4,Asylum application raised,Yemen,Middle East,Main applicant,UASC,Male,17 and under,3
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Female,17 and under,1
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Unknown,17 and under,2
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,17 and under,39
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Female,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Unknown,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,18 to 24,250
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Female,25 to 39,3
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,25 to 39,97
2022-12-31,2022,4,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,40 and over,9
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Female,17 and under,9
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Male,17 and under,11
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Female,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Male,18 to 24,53
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Unknown,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Female,25 to 39,6
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Male,25 to 39,42
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Unknown,40 and over,1
2022-12-31,2022,4,No asylum application raised,Albania,Europe Other,N/A - No asylum application,Non-UASC,Male,40 and over,9
2022-12-31,2022,4,No asylum application raised,Algeria,Africa North,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Algeria,Africa North,N/A - No asylum application,Non-UASC,Male,25 to 39,3
2022-12-31,2022,4,No asylum application raised,Burundi,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Chad,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Chad,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Egypt,Africa North,N/A - No asylum application,Non-UASC,Male,17 and under,5
2022-12-31,2022,4,No asylum application raised,Egypt,Africa North,N/A - No asylum application,Non-UASC,Male,18 to 24,16
2022-12-31,2022,4,No asylum application raised,Egypt,Africa North,N/A - No asylum application,Non-UASC,Male,25 to 39,12
2022-12-31,2022,4,No asylum application raised,Egypt,Africa North,N/A - No asylum application,Non-UASC,Male,40 and over,1
2022-12-31,2022,4,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Female,17 and under,1
2022-12-31,2022,4,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,17 and under,3
2022-12-31,2022,4,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Female,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,18 to 24,18
2022-12-31,2022,4,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Female,25 to 39,2
2022-12-31,2022,4,No asylum application raised,Eritrea,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,9
2022-12-31,2022,4,No asylum application raised,Ethiopia,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Female,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Ethiopia,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Ethiopia,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,2
2022-12-31,2022,4,No asylum application raised,"Gambia, The",Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Georgia,Europe Other,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Georgia,Europe Other,N/A - No asylum application,Non-UASC,Unknown,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Georgia,Europe Other,N/A - No asylum application,Non-UASC,Male,25 to 39,2
2022-12-31,2022,4,No asylum application raised,Georgia,Europe Other,N/A - No asylum application,Non-UASC,Male,40 and over,3
2022-12-31,2022,4,No asylum application raised,Ghana,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,No asylum application raised,India,Asia South,N/A - No asylum application,Non-UASC,Male,18 to 24,15
2022-12-31,2022,4,No asylum application raised,India,Asia South,N/A - No asylum application,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,No asylum application raised,India,Asia South,N/A - No asylum application,Non-UASC,Male,25 to 39,21
2022-12-31,2022,4,No asylum application raised,India,Asia South,N/A - No asylum application,Non-UASC,Male,40 and over,2
2022-12-31,2022,4,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Female,17 and under,2
2022-12-31,2022,4,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,17 and under,24
2022-12-31,2022,4,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Female,18 to 24,4
2022-12-31,2022,4,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,65
2022-12-31,2022,4,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Female,25 to 39,3
2022-12-31,2022,4,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,92
2022-12-31,2022,4,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Female,40 and over,2
2022-12-31,2022,4,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,40 and over,18
2022-12-31,2022,4,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Unknown,17 and under,1
2022-12-31,2022,4,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Female,17 and under,5
2022-12-31,2022,4,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,17 and under,12
2022-12-31,2022,4,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,31
2022-12-31,2022,4,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Female,25 to 39,16
2022-12-31,2022,4,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,35
2022-12-31,2022,4,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Female,40 and over,2
2022-12-31,2022,4,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,40 and over,3
2022-12-31,2022,4,No asylum application raised,Israel,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Jordan,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Kuwait,Middle East,N/A - No asylum application,Non-UASC,Male,17 and under,1
2022-12-31,2022,4,No asylum application raised,Kuwait,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Kuwait,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,6
2022-12-31,2022,4,No asylum application raised,Libya,Africa North,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Libya,Africa North,N/A - No asylum application,Non-UASC,Male,25 to 39,2
2022-12-31,2022,4,No asylum application raised,Mali,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Morocco,Africa North,N/A - No asylum application,Non-UASC,Male,18 to 24,3
2022-12-31,2022,4,No asylum application raised,Morocco,Africa North,N/A - No asylum application,Non-UASC,Male,25 to 39,3
2022-12-31,2022,4,No asylum application raised,Nigeria,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,40 and over,1
2022-12-31,2022,4,No asylum application raised,Occupied Palestinian Territories,Middle East,N/A - No asylum application,Non-UASC,Female,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Male,25 to 39,2
2022-12-31,2022,4,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Male,40 and over,2
2022-12-31,2022,4,No asylum application raised,Sierra Leone,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Somalia,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,17 and under,1
2022-12-31,2022,4,No asylum application raised,Somalia,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Somalia,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,40 and over,1
2022-12-31,2022,4,No asylum application raised,South Sudan,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,17 and under,2
2022-12-31,2022,4,No asylum application raised,South Sudan,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,South Sudan,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Sri Lanka,Asia South,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Sri Lanka,Asia South,N/A - No asylum application,Non-UASC,Male,40 and over,1
2022-12-31,2022,4,No asylum application raised,Stateless,Other,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Stateless,Other,N/A - No asylum application,Non-UASC,Male,25 to 39,2
2022-12-31,2022,4,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Male,17 and under,4
2022-12-31,2022,4,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Male,18 to 24,26
2022-12-31,2022,4,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Male,25 to 39,34
2022-12-31,2022,4,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Female,40 and over,1
2022-12-31,2022,4,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Male,40 and over,2
2022-12-31,2022,4,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Female,17 and under,3
2022-12-31,2022,4,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Male,17 and under,5
2022-12-31,2022,4,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Female,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Unknown,18 to 24,1
2022-12-31,2022,4,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,46
2022-12-31,2022,4,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Female,25 to 39,2
2022-12-31,2022,4,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,38
2022-12-31,2022,4,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Male,40 and over,2
2022-12-31,2022,4,No asylum application raised,Tanzania,Africa Sub-Saharan,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Tunisia,Africa North,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-12-31,2022,4,No asylum application raised,Turkey,Europe Other,N/A - No asylum application,Non-UASC,Male,17 and under,1
2022-12-31,2022,4,No asylum application raised,Turkey,Europe Other,N/A - No asylum application,Non-UASC,Male,18 to 24,12
